ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,24.006,TEN,,JAX,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
2,2008,2008-09-14,2,24.013,TEN,@,CIN,W 24-7,,,,,,,0.0%,,,,,,,,,,
3,2008,2008-09-21,3,24.020,TEN,,HOU,W 31-12,,,,,,,0.0%,,,,,,,,,,
4,2008,2008-09-28,4,24.027,TEN,,MIN,W 30-17,,1,0,0,,0,0.0%,0.00,1,16,16.00,0,0,0,0.0,0,0
5,2008,2008-10-05,5,24.034,TEN,@,BAL,W 13-10,,,,,,,0.0%,,,,,,,,,,
6,2008,2008-10-19,6,24.048,TEN,@,KAN,W 34-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2008,2008-10-27,7,24.056,TEN,,IND,W 31-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
8,2008,2008-11-02,8,24.062,TEN,,GNB,W 19-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2008,2008-11-09,9,24.069,TEN,@,CHI,W 21-14,,,,,,,0.0%,,,,,,,,,,
10,2008,2008-11-16,10,24.076,TEN,@,JAX,W 24-14,,,,,,,0.0%,,,,,,,,,,
11,2008,2008-11-23,11,24.083,TEN,,NYJ,L 13-34,,,,,,,0.0%,,,,,,,,,,
12,2008,2008-11-27,12,24.087,TEN,@,DET,W 47-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
13,2008,2008-12-07,13,24.097,TEN,,CLE,W 28-9,,,,,,,0.0%,,,,,,,,,,
14,2008,2008-12-14,14,24.104,TEN,@,HOU,L 12-13,,,,,,,0.0%,,,,,,,,,,
15,2008,2008-12-21,15,24.111,TEN,,PIT,W 31-14,,,,,,,0.0%,,,,,,,,,,
16,2008,2008-12-28,16,24.118,TEN,@,IND,L 0-23,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
17,2009,2009-09-10,1,25.009,TEN,@,PIT,L 10-13,,1,,,,,0.0%,,,,,,,,,,
18,2009,2009-09-20,2,25.019,TEN,,HOU,L 31-34,*,0,0,0,,0,0.0%,,1,14,14.00,0,0,0,0.0,0,0
19,2009,2009-09-27,3,25.026,TEN,@,NYJ,L 17-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
20,2009,2009-10-04,4,25.033,TEN,@,JAX,L 17-37,,,,,,,0.0%,,,,,,,,,,
21,2009,2009-10-11,5,25.040,TEN,,IND,L 9-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
22,2009,2009-11-08,8,25.068,TEN,@,SFO,W 34-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
23,2009,2009-11-15,9,25.075,TEN,,BUF,W 41-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
24,2009,2009-11-23,10,25.083,TEN,@,HOU,W 20-17,,,,,,,0.0%,,,,,,,,,,
25,2009,2009-11-29,11,25.089,TEN,,ARI,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
26,2009,2009-12-06,12,25.096,TEN,@,IND,L 17-27,,,,,,,0.0%,,,,,,,,,,
27,2009,2009-12-13,13,25.103,TEN,,STL,W 47-7,,,,,,,0.0%,,,,,,,,,,
28,2009,2010-01-03,16,25.124,TEN,@,SEA,W 17-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
29,2010,2010-09-12,1,26.011,TEN,,OAK,W 38-13,*,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
30,2010,2010-09-19,2,26.018,TEN,,PIT,L 11-19,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
31,2010,2010-09-26,3,26.025,TEN,@,NYG,W 29-10,*,1,,,,,0.0%,,,,,,,,,,
32,2010,2010-10-03,4,26.032,TEN,,DEN,L 20-26,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0
33,2010,2010-10-10,5,26.039,TEN,@,DAL,W 34-27,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
34,2010,2010-10-18,6,26.047,TEN,@,JAX,W 30-3,*,2,,,,,0.0%,,,,,,,,,,
35,2010,2010-10-24,7,26.053,TEN,,PHI,W 37-19,*,3,,,,,0.0%,,,,,,,,,,
36,2010,2010-10-31,8,26.060,TEN,@,SDG,L 25-33,*,2,2,29,14.50,1,100.0%,14.50,0,0,,0,1,6,0.0,0,0
37,2010,2010-11-14,9,26.074,TEN,@,MIA,L 17-29,,1,,,,,0.0%,,,,,,,,,,
38,2010,2010-11-28,11,26.088,TEN,@,HOU,L 0-20,*,,,,,,0.0%,,,,,,,,,,
39,2010,2010-12-05,12,26.095,TEN,,JAX,L 6-17,*,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0,0.0,0,0
40,2010,2010-12-09,13,26.099,TEN,,IND,L 28-30,*,4,3,20,6.67,1,75.0%,5.00,0,0,,0,1,6,0.0,0,0
41,2010,2010-12-19,14,26.109,TEN,,HOU,W 31-17,*,1,,,,,0.0%,,,,,,,,,,
42,2010,2010-12-26,15,26.116,TEN,@,KAN,L 14-34,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
43,2010,2011-01-02,16,26.123,TEN,@,IND,L 20-23,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
