ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1989,1989-09-10,1,22.340,NYJ,,NWE,L 24-27,0,0,,0,
2,1989,1989-09-17,2,22.347,NYJ,@,CLE,L 24-38,0,0,,0,
3,1989,1989-09-24,3,22.354,NYJ,@,MIA,W 40-33,0,0,,0,
4,1989,1989-10-01,4,22.361,NYJ,,IND,L 10-17,0,0,,0,
5,1989,1989-10-09,5,23.004,NYJ,,RAI,L 7-14,0,0,,0,1.0
6,1989,1989-10-15,6,23.010,NYJ,@,NOR,L 14-29,0,0,,0,
7,1989,1989-10-22,7,23.017,NYJ,@,BUF,L 3-34,0,0,,0,
8,1989,1989-10-29,8,23.024,NYJ,,SFO,L 10-23,0,0,,0,
9,1989,1989-11-05,9,23.031,NYJ,@,NWE,W 27-26,0,0,,0,1.0
10,1989,1989-11-12,10,23.038,NYJ,,MIA,L 23-31,0,0,,0,
11,1989,1989-11-19,11,23.045,NYJ,@,IND,L 10-27,0,0,,0,
12,1989,1989-11-26,12,23.052,NYJ,,ATL,W 27-7,0,0,,0,0.5
13,1989,1989-12-03,13,23.059,NYJ,@,SDG,W 20-17,0,0,,0,2.5
14,1989,1989-12-10,14,23.066,NYJ,,PIT,L 0-13,0,0,,0,1.0
15,1989,1989-12-17,15,23.073,NYJ,@,RAM,L 14-38,0,0,,0,1.0
16,1989,1989-12-23,16,23.079,NYJ,,BUF,L 0-37,1,1,1.00,0,0.0
17,1990,1990-09-09,1,23.339,NYJ,@,CIN,L 20-25,,,,,
18,1990,1990-09-16,2,23.346,NYJ,,CLE,W 24-21,0,0,,0,1.0
19,1990,1990-09-24,3,23.354,NYJ,,BUF,L 7-30,0,0,,0,1.0
20,1990,1990-09-30,4,23.360,NYJ,@,NWE,W 37-13,,,,,
21,1990,1990-10-07,5,24.002,NYJ,@,MIA,L 16-20,,,,,
22,1990,1990-10-14,6,24.009,NYJ,,SDG,L 3-39,,,,,
23,1990,1990-10-21,7,24.016,NYJ,@,BUF,L 27-30,0,0,,0,1.0
24,1990,1990-10-28,8,24.023,NYJ,@,HOU,W 17-12,0,0,,0,1.0
25,1990,1990-11-04,9,24.030,NYJ,,DAL,W 24-9,0,0,,0,1.5
26,1990,1990-11-11,10,24.037,NYJ,,MIA,L 3-17,,,,,
27,1990,1990-11-18,11,24.044,NYJ,@,IND,L 14-17,0,0,,0,2.0
28,1990,1990-11-25,12,24.051,NYJ,,PIT,L 7-24,,,,,
29,1990,1990-12-02,13,24.058,NYJ,@,SDG,L 17-38,,,,,
30,1990,1990-12-16,14,24.072,NYJ,,IND,L 21-29,0,0,,0,0.5
31,1990,1990-12-23,15,24.079,NYJ,,NWE,W 42-7,0,0,,0,3.0
32,1990,1990-12-30,16,24.086,NYJ,@,TAM,W 16-14,0,0,,0,2.0
33,1991,1991-09-01,1,24.331,NYJ,,TAM,W 16-13,,,,,
34,1991,1991-09-08,2,24.338,NYJ,@,SEA,L 13-20,,,,,
35,1991,1991-09-15,3,24.345,NYJ,,BUF,L 20-23,,,,,
36,1991,1991-09-23,4,24.353,NYJ,@,CHI,L 13-19,0,0,,0,1.0
37,1991,1991-09-29,5,24.359,NYJ,,MIA,W 41-23,0,0,,0,1.0
38,1991,1991-10-06,6,25.001,NYJ,@,CLE,W 17-14,,,,,
39,1991,1991-10-13,7,25.008,NYJ,,HOU,L 20-23,,,,,
40,1991,1991-10-20,8,25.015,NYJ,@,IND,W 17-6,,,,,
41,1991,1991-11-03,9,25.029,NYJ,,GNB,W 19-16,,,,,
42,1991,1991-11-10,10,25.036,NYJ,,IND,L 27-28,,,,,
43,1991,1991-11-17,11,25.043,NYJ,@,NWE,W 28-21,0,0,,0,2.0
44,1991,1991-11-24,12,25.050,NYJ,,SDG,W 24-3,0,0,,0,0.5
45,1991,1991-12-01,13,25.057,NYJ,@,BUF,L 13-24,,,,,
46,1991,1991-12-08,14,25.064,NYJ,@,DET,L 20-34,,,,,
47,1991,1991-12-15,15,25.071,NYJ,,NWE,L 3-6,,,,,
48,1991,1991-12-22,16,25.078,NYJ,@,MIA,W 23-20,0,0,,0,2.5
49,1992,1992-09-06,1,25.337,NYJ,@,ATL,L 17-20,,,,,
50,1992,1992-09-13,2,25.344,NYJ,@,PIT,L 10-27,,,,,
51,1992,1992-09-20,3,25.351,NYJ,,SFO,L 14-31,,,,,
52,1992,1992-09-27,4,25.358,NYJ,@,RAM,L 10-18,,,,,
53,1992,1992-11-01,8,26.027,NYJ,,MIA,W 26-14,,,,,
54,1992,1992-11-08,9,26.034,NYJ,@,DEN,L 16-27,,,,,
55,1992,1992-11-15,10,26.041,NYJ,,CIN,W 17-14,,,,,
56,1992,1992-11-22,11,26.048,NYJ,@,NWE,L 3-24,,,,,
57,1992,1992-11-29,12,26.055,NYJ,,KAN,L 7-23,0,0,,0,1.0
