ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,21.295,MIA,@,BUF,W 13-0,,,,,,,,
2,1977,1977-09-25,2,21.302,MIA,@,SFO,W 19-15,,,,,,,,
3,1977,1977-10-02,3,21.309,MIA,,HOU,W 27-7,,,,,,,,
4,1977,1977-10-09,4,21.316,MIA,@,BAL,L 28-45,,,,,,,,
5,1977,1977-10-16,5,21.323,MIA,,NYJ,W 21-17,,,,,,,,
6,1977,1977-10-23,6,21.330,MIA,,SEA,W 31-13,,,,,,,,
7,1977,1977-10-30,7,21.337,MIA,,SDG,L 13-14,,,,,,,,
8,1977,1977-11-06,8,21.344,MIA,@,NYJ,W 14-10,,,,,,,,
9,1977,1977-11-13,9,21.351,MIA,,NWE,W 17-5,,,,,,,,
10,1977,1977-11-20,10,21.358,MIA,@,CIN,L 17-23,,,,,,,,
11,1977,1977-11-24,11,21.362,MIA,@,STL,W 55-14,,,,,,,,
12,1977,1977-12-05,12,22.008,MIA,,BAL,W 17-6,,,,,,,,
13,1977,1977-12-11,13,22.014,MIA,@,NWE,L 10-14,,,,,,,,
14,1977,1977-12-17,14,22.020,MIA,,BUF,W 31-14,,,,,,,,
15,1978,1978-09-17,3,22.294,MIA,,BUF,W 31-24,,,,,,,,
16,1978,1978-09-24,4,22.301,MIA,@,PHI,L 3-17,,,,,,,,
17,1978,1978-10-01,5,22.308,MIA,,STL,W 24-10,,,,,,,,
18,1978,1978-10-09,6,22.316,MIA,,CIN,W 21-0,,,,,,,,
19,1978,1978-10-15,7,22.322,MIA,@,SDG,W 28-21,,,,,,,,
20,1978,1978-10-22,8,22.329,MIA,@,NWE,L 24-33,,,,,,,,
21,1978,1978-10-29,9,22.336,MIA,,BAL,W 26-8,,,,,,,,
22,1978,1978-11-05,10,22.343,MIA,,DAL,W 23-16,,,,,,,,
23,1978,1978-11-12,11,22.350,MIA,@,BUF,W 25-24,,,,,,,,
24,1978,1978-11-20,12,22.358,MIA,@,HOU,L 30-35,,,,,,,,
25,1978,1978-12-03,14,23.006,MIA,@,WAS,W 16-0,,,,,,,,
26,1978,1978-12-10,15,23.013,MIA,,OAK,W 23-6,,,,,,,,
27,1978,1978-12-18,16,23.021,MIA,,NWE,W 23-3,,,,,,,,
28,1979,1979-09-02,1,23.279,MIA,@,BUF,W 9-7,,,,,,,,
29,1979,1979-09-09,2,23.286,MIA,,SEA,W 19-10,,,,,,,,
30,1979,1979-09-23,4,23.300,MIA,,CHI,W 31-16,,,,,,,,
31,1979,1979-10-14,7,23.321,MIA,,BUF,W 17-7,,,,,,,,
32,1979,1979-10-21,8,23.328,MIA,@,NWE,L 13-28,,,,,,,,
33,1979,1979-10-28,9,23.335,MIA,,GNB,W 27-7,,,,,,,,
34,1979,1979-11-05,10,23.343,MIA,,HOU,L 6-9,,,,,,,,
35,1979,1979-11-11,11,23.349,MIA,,BAL,W 19-0,,,,,,,,
36,1979,1979-11-18,12,23.356,MIA,@,CLE,L 24-30,,,,,,,,
37,1979,1979-11-25,13,23.363,MIA,@,BAL,W 28-24,,,,,,,,
38,1979,1979-11-29,14,24.002,MIA,,NWE,W 39-24,,,,,,,,
39,1979,1979-12-09,15,24.012,MIA,@,DET,W 28-10,,,,,,,,
40,1979,1979-12-15,16,24.018,MIA,,NYJ,L 24-27,,,,,,,,
41,1980,1980-09-07,1,24.285,MIA,@,BUF,L 7-17,,,,,,,,
42,1980,1980-09-14,2,24.292,MIA,,CIN,W 17-16,,,,,,,,
43,1980,1980-09-21,3,24.299,MIA,@,ATL,W 20-17,,,,,,,,
44,1980,1980-09-28,4,24.306,MIA,,NOR,W 21-16,,,,,,,,
45,1980,1980-10-05,5,24.313,MIA,,BAL,L 17-30,,,,,,,,
46,1980,1980-10-12,6,24.320,MIA,@,NWE,L 0-34,,,,,,,,
47,1980,1980-10-19,7,24.327,MIA,,BUF,W 17-14,,,,,,,,
48,1980,1980-10-27,8,24.335,MIA,@,NYJ,L 14-17,,,,,,,,
49,1980,1980-11-02,9,24.341,MIA,@,OAK,L 10-16,,,,,,,,
50,1980,1980-11-09,10,24.348,MIA,@,RAM,W 35-14,,,,,,,,
51,1980,1980-11-16,11,24.355,MIA,,SFO,W 17-13,,,,,,,,
52,1980,1980-11-20,12,24.359,MIA,,SDG,L 24-27,,,,,,,,
53,1980,1980-11-30,13,25.003,MIA,@,PIT,L 10-23,,,,,,,,
54,1980,1980-12-08,14,25.011,MIA,,NWE,W 16-13,,,,,,,,
55,1980,1980-12-14,15,25.017,MIA,@,BAL,W 24-14,,,,,,,,
56,1980,1980-12-20,16,25.023,MIA,,NYJ,L 17-24,,,,,,,,
57,1981,1981-09-06,1,25.283,MIA,@,STL,W 20-7,,,,,,,,
58,1981,1981-09-10,2,25.287,MIA,,PIT,W 30-10,,,,,,,,
59,1981,1981-09-20,3,25.297,MIA,@,HOU,W 16-10,,,,,,,,
60,1981,1981-09-27,4,25.304,MIA,@,BAL,W 31-28,,,,,,,,
61,1981,1981-10-04,5,25.311,MIA,,NYJ,T 28-28,,,,,,,,
62,1981,1981-10-12,6,25.319,MIA,@,BUF,L 21-31,,,,,,,,
63,1981,1981-10-18,7,25.325,MIA,,WAS,W 13-10,,,,,,,,
64,1981,1981-10-25,8,25.332,MIA,@,DAL,L 27-28,,,,,,,,
65,1981,1981-11-01,9,25.339,MIA,,BAL,W 27-10,,,,,,,,
66,1981,1981-11-08,10,25.346,MIA,@,NWE,W 30-27,0,0,,0,0.0,1,11,0
67,1981,1981-11-15,11,25.353,MIA,,OAK,L 17-33,,,,,,,,
68,1981,1981-11-22,12,25.360,MIA,@,NYJ,L 15-16,,,,,,,,
69,1981,1981-11-30,13,26.003,MIA,,PHI,W 13-10,,,,,,,,
70,1981,1981-12-06,14,26.009,MIA,,NWE,W 24-14,,,,,,,,
71,1981,1981-12-13,15,26.016,MIA,@,KAN,W 17-7,,,,,,,,
72,1981,1981-12-19,16,26.022,MIA,,BUF,W 16-6,,,,,,,,
73,1982,1982-09-12,1,26.289,MIA,@,NYJ,W 45-28,0,0,,0,1.0,0,0,0
74,1982,1982-09-19,2,26.296,MIA,,BAL,W 24-20,0,0,,0,1.0,0,0,0
75,1982,1982-11-21,3,26.359,MIA,@,BUF,W 9-7,0,0,,0,0.0,1,0,0
76,1982,1982-11-29,4,27.002,MIA,@,TAM,L 17-23,,,,,,,,
77,1982,1982-12-05,5,27.008,MIA,,MIN,W 22-14,,,,,,,,
78,1982,1982-12-12,6,27.015,MIA,@,NWE,L 0-3,,,,,,,,
79,1982,1982-12-18,7,27.021,MIA,,NYJ,W 20-19,,,,,,,,
80,1982,1982-12-27,8,27.030,MIA,,BUF,W 27-10,,,,,,,,
81,1982,1983-01-02,9,27.036,MIA,@,BAL,W 34-7,,,,,,,,
82,1983,1983-09-04,1,27.281,MIA,@,BUF,W 12-0,0,0,,0,1.5,0,0,0
83,1983,1983-09-11,2,27.288,MIA,,NWE,W 34-24,0,0,,0,1.0,0,0,0
84,1983,1983-09-19,3,27.296,MIA,@,RAI,L 14-27,0,0,,0,1.0,0,0,0
85,1983,1983-09-25,4,27.302,MIA,,KAN,W 14-6,0,0,,0,1.0,0,0,0
86,1983,1983-10-02,5,27.309,MIA,@,NOR,L 7-17,,,,,,,,
87,1983,1983-10-09,6,27.316,MIA,,BUF,L 35-38,,,,,,,,
88,1983,1983-10-16,7,27.323,MIA,@,NYJ,W 32-14,,,,,,,,
89,1983,1983-10-30,9,27.337,MIA,,RAM,W 30-14,,,,,,,,
90,1983,1983-11-06,10,27.344,MIA,@,SFO,W 20-17,0,0,,0,1.0,0,0,0
91,1983,1983-11-13,11,27.351,MIA,@,NWE,L 6-17,,,,,,,,
92,1983,1983-11-20,12,27.358,MIA,,BAL,W 37-0,,,,,,,,
93,1983,1983-11-28,13,28.001,MIA,,CIN,W 38-14,,,,,,,,
