ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1972,1972-09-17,1,22.252,DAL,,PHI,W 28-6,4,23,5.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,,0,1,6
2,1972,1972-09-24,2,22.259,DAL,@,NYG,W 23-14,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0
3,1972,1972-10-01,3,22.266,DAL,@,GNB,L 13-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,,0,0,0
4,1972,1972-10-08,4,22.273,DAL,,PIT,W 17-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0,,0,0,0
5,1972,1972-10-15,5,22.280,DAL,@,BAL,W 21-0,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,0,0,,0,0,0
6,1972,1972-10-22,6,22.287,DAL,@,WAS,L 20-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,35,17.50,0,0,0,,0,0,0
7,1972,1972-10-30,7,22.295,DAL,,DET,W 28-24,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,59,29.50,0,0,0,,0,0,0
8,1972,1972-11-05,8,22.301,DAL,@,SDG,W 34-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,43,21.50,0,0,0,,0,0,0
9,1972,1972-11-12,9,22.308,DAL,,STL,W 33-24,7,52,7.43,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,11,11.00,0,0,0,,0,0,0
10,1972,1972-11-19,10,22.315,DAL,@,PHI,W 28-7,8,12,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,40,20.00,0,0,0,,0,0,0
11,1972,1972-11-23,11,22.319,DAL,,SFO,L 10-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,73,24.33,0,0,0,,0,0,0
12,1972,1972-12-03,12,22.329,DAL,@,STL,W 27-6,3,11,3.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
13,1972,1972-12-09,13,22.335,DAL,,WAS,W 34-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1972,1972-12-17,14,22.343,DAL,,NYG,L 3-23,2,4,2.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,1,30,30.00,0,0,0,,0,0,0
15,1973,1973-09-16,1,23.250,DAL,@,CHI,W 20-17,8,29,3.63,0,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1973,1973-09-24,2,23.258,DAL,,NOR,W 40-3,7,37,5.29,1,3,17,5.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
17,1973,1973-09-30,3,23.264,DAL,,STL,W 45-10,7,31,4.43,0,1,38,38.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1973,1973-10-08,4,23.272,DAL,@,WAS,L 7-14,14,55,3.93,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
19,1973,1973-10-14,5,23.278,DAL,@,RAM,L 31-37,4,13,3.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,62,20.67,0,0,0,,0,0,0
20,1973,1973-10-21,6,23.285,DAL,,NYG,W 45-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1973,1973-10-28,7,23.292,DAL,@,PHI,L 16-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1973,1973-11-04,8,23.299,DAL,,CIN,W 38-10,7,21,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1973,1973-11-11,9,23.306,DAL,@,NYG,W 23-10,3,23,7.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
24,1973,1973-11-18,10,23.313,DAL,,PHI,W 31-10,7,81,11.57,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
25,1973,1973-11-22,11,23.317,DAL,,MIA,L 7-14,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
26,1973,1973-12-02,12,23.327,DAL,@,DEN,W 22-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1973,1973-12-09,13,23.334,DAL,,WAS,W 27-7,7,19,2.71,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
28,1973,1973-12-16,14,23.341,DAL,@,STL,W 30-3,19,124,6.53,0,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
29,1974,1974-09-15,1,24.249,DAL,@,ATL,W 24-0,14,53,3.79,1,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
30,1974,1974-09-23,2,24.257,DAL,@,PHI,L 10-13,22,97,4.41,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
31,1974,1974-09-29,3,24.263,DAL,,NYG,L 6-14,12,47,3.92,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
32,1974,1974-10-06,4,24.270,DAL,,MIN,L 21-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1974,1974-10-13,5,24.277,DAL,@,STL,L 28-31,2,8,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
34,1974,1974-10-20,6,24.284,DAL,,PHI,W 31-24,3,6,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
35,1974,1974-10-27,7,24.291,DAL,@,NYG,W 21-7,10,43,4.30,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
36,1974,1974-11-03,8,24.298,DAL,,STL,W 17-14,1,2,2.00,1,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
37,1974,1974-11-10,9,24.305,DAL,,SFO,W 20-14,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
38,1974,1974-11-17,10,24.312,DAL,@,WAS,L 21-28,3,4,1.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
39,1974,1974-11-24,11,24.319,DAL,@,HOU,W 10-0,19,75,3.95,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
40,1974,1974-11-28,12,24.323,DAL,,WAS,W 24-23,16,66,4.13,0,1,21,21.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
41,1974,1974-12-07,13,24.332,DAL,,CLE,W 41-17,12,69,5.75,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
42,1974,1974-12-14,14,24.339,DAL,@,OAK,L 23-27,8,28,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
43,1975,1975-09-21,1,25.255,DAL,,RAM,W 18-7,22,88,4.00,0,3,19,6.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
