ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-09-10,1,23.140,DEN,@,STL,L 10-18,,10,58,5.80,1,4,4,30,7.50,0,100.0%,7.50,2,40,20.00,0,1,6,0.0,,
2,2006,2006-09-17,2,23.147,DEN,,KAN,W 9-6,,13,44,3.38,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,0.0,,
3,2006,2006-09-24,3,23.154,DEN,@,NWE,W 17-7,,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
4,2006,2006-10-09,4,23.169,DEN,,BAL,W 13-3,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
5,2006,2006-10-15,5,23.175,DEN,,OAK,W 13-3,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
6,2006,2006-10-22,6,23.182,DEN,@,CLE,W 17-7,,10,25,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
7,2006,2006-10-29,7,23.189,DEN,,IND,L 31-34,,15,136,9.07,2,1,1,7,7.00,0,100.0%,7.00,1,14,14.00,0,2,12,0.0,,
8,2006,2006-11-05,8,23.196,DEN,@,PIT,W 31-20,*,17,28,1.65,0,6,5,40,8.00,0,83.3%,6.67,0,0,,0,0,0,0.0,,
9,2006,2006-11-19,10,23.210,DEN,,SDG,L 27-35,*,20,90,4.50,2,4,2,17,8.50,0,50.0%,4.25,1,22,22.00,0,2,12,0.0,,
10,2006,2006-11-23,11,23.214,DEN,@,KAN,L 10-19,*,10,28,2.80,0,4,3,5,1.67,0,75.0%,1.25,0,0,,0,0,0,0.0,,
11,2006,2006-12-03,12,23.224,DEN,,SEA,L 20-23,,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
12,2006,2006-12-10,13,23.231,DEN,@,SDG,L 20-48,,10,46,4.60,0,0,0,0,,0,0.0%,,1,21,21.00,0,0,0,0.0,,
13,2006,2006-12-17,14,23.238,DEN,@,ARI,W 37-20,,16,61,3.81,2,0,0,0,,0,0.0%,,0,0,,0,2,12,0.0,,
14,2006,2006-12-24,15,23.245,DEN,,CIN,W 24-23,,16,69,4.31,1,1,1,13,13.00,0,100.0%,13.00,0,0,,0,1,6,0.0,,
15,2006,2006-12-31,16,23.252,DEN,,SFO,L 23-26,,11,66,6.00,0,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,0.0,,
16,2007,2007-09-09,1,24.139,DEN,@,BUF,W 15-14,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
17,2007,2007-09-16,2,24.146,DEN,,OAK,W 23-20,,4,7,1.75,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
