ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1995,1995-09-03,1,22.246,OAK,,SDG,W 17-7,2,2,100.0,1,1,100.0,0,5
2,1995,1995-09-10,2,22.253,OAK,@,WAS,W 20-8,2,2,100.0,2,3,66.7,0,8
3,1995,1995-09-17,3,22.260,OAK,@,KAN,L 17-23,2,2,100.0,1,1,100.0,0,5
4,1995,1995-09-24,4,22.267,OAK,,PHI,W 48-17,6,6,100.0,2,2,100.0,0,12
5,1995,1995-10-01,5,22.274,OAK,@,NYJ,W 47-10,5,6,83.3,2,2,100.0,0,11
6,1996,1996-09-01,1,23.245,OAK,@,BAL,L 14-19,2,2,100.0,,,,0,2
7,1996,1996-09-08,2,23.252,OAK,@,KAN,L 3-19,,,,1,2,50.0,0,3
8,1996,1996-09-15,3,23.259,OAK,,JAX,W 17-3,2,2,100.0,1,1,100.0,0,5
9,1996,1996-09-22,4,23.266,OAK,,SDG,L 34-40,4,4,100.0,,2,0.0,0,4
10,1996,1996-09-29,5,23.273,OAK,@,CHI,L 17-19,2,2,100.0,1,1,100.0,0,5
11,1996,1996-10-06,6,23.280,OAK,@,NYJ,W 34-13,4,4,100.0,2,2,100.0,0,10
12,1996,1996-10-13,7,23.287,OAK,,DET,W 37-21,4,4,100.0,3,3,100.0,0,13
13,1996,1996-10-21,8,23.295,OAK,@,SDG,W 23-14,2,2,100.0,3,3,100.0,0,11
14,1996,1996-11-04,9,23.309,OAK,,DEN,L 21-22,3,3,100.0,,1,0.0,0,3
15,1996,1996-11-10,10,23.315,OAK,@,TAM,L 17-20,2,2,100.0,1,2,50.0,0,5
16,1996,1996-11-17,11,23.322,OAK,,MIN,L 13-16,1,1,100.0,2,2,100.0,0,7
17,1996,1996-11-24,12,23.329,OAK,@,SEA,W 27-21,3,3,100.0,2,2,100.0,0,9
18,1996,1996-12-01,13,23.336,OAK,,MIA,W 17-7,2,2,100.0,1,2,50.0,0,5
19,1996,1996-12-09,14,23.344,OAK,,KAN,W 26-7,3,3,100.0,1,2,50.0,0,6
20,1996,1996-12-15,15,23.350,OAK,@,DEN,L 19-24,1,1,100.0,2,2,100.0,0,7
21,1996,1996-12-22,16,23.357,OAK,,SEA,L 21-28,1,1,100.0,4,4,100.0,0,13
22,1997,1997-08-31,1,24.243,OAK,@,TEN,L 21-24,3,3,100.0,,1,0.0,0,3
23,1997,1997-09-08,2,24.251,OAK,,KAN,L 27-28,3,3,100.0,2,2,100.0,0,9
24,1997,1997-09-14,3,24.257,OAK,@,ATL,W 36-31,4,4,100.0,2,2,100.0,0,10
25,1997,1997-09-21,4,24.264,OAK,@,NYJ,L 22-23,1,2,50.0,1,5,20.0,0,4
26,1997,1997-09-28,5,24.271,OAK,,STL,W 35-17,3,3,100.0,,,,0,3
27,1997,1997-10-05,6,24.278,OAK,,SDG,L 10-25,1,1,100.0,1,1,100.0,0,4
28,1997,1997-10-19,7,24.292,OAK,,DEN,W 28-25,4,4,100.0,,,,0,4
29,1997,1997-10-26,8,24.299,OAK,@,SEA,L 34-45,2,2,100.0,2,2,100.0,0,8
30,1997,1997-11-02,9,24.306,OAK,@,CAR,L 14-38,2,2,100.0,,1,0.0,0,2
31,1997,1997-11-09,10,24.313,OAK,,NOR,L 10-13,1,1,100.0,1,1,100.0,0,4
32,1997,1997-11-16,11,24.320,OAK,@,SDG,W 38-13,5,5,100.0,1,1,100.0,0,8
33,1997,1997-11-24,12,24.328,OAK,@,DEN,L 3-31,,,,1,1,100.0,0,3
34,1997,1997-11-30,13,24.334,OAK,,MIA,L 16-34,1,2,50.0,1,2,50.0,0,4
35,1997,1997-12-07,14,24.341,OAK,@,KAN,L 0-30,,,,,1,0.0,0,0
36,1997,1997-12-14,15,24.348,OAK,,SEA,L 21-22,3,3,100.0,,1,0.0,0,3
37,1997,1997-12-21,16,24.355,OAK,,JAX,L 9-20,,,,1,1,100.0,0,3
38,1998,1998-09-06,1,25.249,BUF,@,SDG,L 14-16,,,,,,,,
