ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-11-25,11,22.051,BOS,,HOU,L 10-24,1,8,8.00,0,0,0,0,0,0
2,1963,1963-11-01,9,25.027,BOS,,HOU,W 45-3,0,0,,0,1,6,1,78,1
