ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1961,1961-10-01,3,30.206,DET,,SFO,L 0-49,0,0,,0,1,4,4.00,0,0,0,0,0,0
2,1961,1961-12-17,14,30.283,DET,,PHI,L 24-27,1,10,10.00,0,0,0,,0,0,0,0,0,0
3,1962,1962-11-11,9,31.247,DET,@,SFO,W 38-24,0,0,,0,0,0,,0,1,6,1,22,1
