ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-07,1,23.057,CLE,@,PIT,L 27-30,,0,0,,0,0.0,3,0,0,0,0
2,2014,2014-09-14,2,23.064,CLE,,NOR,W 26-24,,0,0,,0,0.0,2,0,0,0,0
3,2014,2014-09-21,3,23.071,CLE,,BAL,L 21-23,,,,,,,,,,,
4,2014,2014-10-05,4,23.085,CLE,@,TEN,W 29-28,,0,0,,0,1.0,6,0,0,0,0
5,2014,2014-10-12,5,23.092,CLE,,PIT,W 31-10,*,0,0,,0,0.0,1,0,0,0,0
6,2014,2014-10-26,7,23.106,CLE,,OAK,W 23-13,,0,0,,0,0.0,1,0,0,0,0
7,2014,2014-11-02,8,23.113,CLE,,TAM,W 22-17,*,1,0,0.00,0,0.0,0,0,0,0,0
8,2014,2014-11-06,9,23.117,CLE,@,CIN,W 24-3,,0,0,,0,0.0,1,3,0,0,0
9,2014,2014-11-16,10,23.127,CLE,,HOU,L 7-23,*,0,0,,0,0.0,4,4,0,0,0
10,2014,2014-11-23,11,23.134,CLE,@,ATL,W 26-24,,0,0,,0,0.0,6,0,0,0,0
11,2014,2014-11-30,12,23.141,CLE,@,BUF,L 10-26,,0,0,,0,0.0,2,0,0,0,0
12,2014,2014-12-07,13,23.148,CLE,,IND,L 24-25,*,0,0,,0,0.0,2,2,0,0,0
13,2014,2014-12-28,16,23.169,CLE,@,BAL,L 10-20,,0,0,,0,0.0,1,0,0,0,0
14,2015,2015-09-13,1,24.063,CLE,@,NYJ,L 10-31,*,0,0,,0,0.0,1,1,0,0,0
15,2015,2015-09-20,2,24.070,CLE,,TEN,W 28-14,*,0,0,,0,1.0,3,0,0,0,0
16,2015,2015-10-11,5,24.091,CLE,@,BAL,W 33-30,*,0,0,,0,0.0,0,2,0,0,0
17,2015,2015-10-18,6,24.098,CLE,,DEN,L 23-26,,0,0,,0,0.0,2,0,0,0,0
18,2015,2015-10-25,7,24.105,CLE,@,STL,L 6-24,,0,0,,0,0.0,0,1,0,0,0
19,2015,2015-11-01,8,24.112,CLE,,ARI,L 20-34,,0,0,,0,0.0,2,1,0,0,0
20,2015,2015-11-05,9,24.116,CLE,@,CIN,L 10-31,,0,0,,0,0.0,3,1,0,0,0
21,2015,2015-11-15,10,24.126,CLE,@,PIT,L 9-30,,0,0,,0,0.0,5,0,0,0,0
22,2015,2015-11-30,11,24.141,CLE,,BAL,L 27-33,,0,0,,0,0.0,3,1,0,0,0
23,2015,2015-12-06,12,24.147,CLE,,CIN,L 3-37,,0,0,,0,0.0,0,0,0,0,0
24,2015,2015-12-13,13,24.154,CLE,,SFO,W 24-10,*,0,0,,0,0.0,4,0,0,0,0
25,2015,2015-12-27,15,24.168,CLE,@,KAN,L 13-17,*,0,0,,0,0.0,3,1,0,0,0
26,2015,2016-01-03,16,24.175,CLE,,PIT,L 12-28,*,0,0,,0,0.0,4,0,0,0,0
27,2017,2017-09-10,1,26.060,SFO,,CAR,L 3-23,,0,0,,0,0.0,1,0,0,0,0
28,2017,2017-09-17,2,26.067,SFO,@,SEA,L 9-12,*,0,0,,0,0.0,4,2,0,0,0
29,2017,2017-09-21,3,26.071,SFO,,LAR,L 39-41,,0,0,,0,0.0,6,1,0,0,0
30,2017,2017-10-01,4,26.081,SFO,@,ARI,L 15-18,,0,0,,0,0.0,5,3,0,0,0
31,2017,2017-10-08,5,26.088,SFO,@,IND,L 23-26,*,0,0,,0,0.0,3,1,0,0,0
32,2017,2017-10-15,6,26.095,SFO,@,WAS,L 24-26,,0,0,,0,0.0,5,0,0,0,0
33,2017,2017-10-22,7,26.102,SFO,,DAL,L 10-40,*,0,0,,0,0.0,0,0,0,0,0
34,2017,2017-11-12,10,26.123,SFO,,NYG,W 31-21,,0,0,,0,0.0,4,0,0,0,0
35,2017,2017-11-26,11,26.137,SFO,,SEA,L 13-24,,0,0,,0,0.0,2,0,0,0,0
36,2017,2017-12-03,12,26.144,SFO,@,CHI,W 15-14,,0,0,,0,0.0,4,0,0,0,0
37,2017,2017-12-10,13,26.151,SFO,@,HOU,W 26-16,,0,0,,0,1.0,1,1,0,0,0
38,2017,2017-12-17,14,26.158,SFO,,TEN,W 25-23,*,0,0,,0,0.0,1,1,0,0,0
39,2017,2017-12-24,15,26.165,SFO,,JAX,W 44-33,,0,0,,0,0.0,3,2,1,27,0
40,2017,2017-12-31,16,26.172,SFO,@,LAR,W 34-13,*,0,0,,0,0.0,3,1,0,0,0
41,2018,2018-09-09,1,27.059,SFO,@,MIN,L 16-24,*,0,0,,0,0.0,3,0,0,0,0
42,2018,2018-09-16,2,27.066,SFO,,DET,W 30-27,,0,0,,0,0.0,3,1,0,0,0
43,2018,2018-09-23,3,27.073,SFO,@,KAN,L 27-38,*,0,0,,0,0.0,0,0,0,0,0
