ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-11-23,11,23.068,KAN,,BUF,L 31-54,,,,,,,,,,,,,
2,2008,2008-11-30,12,23.075,KAN,@,OAK,W 20-13,,,,,,,,,,,,,
3,2008,2008-12-07,13,23.082,KAN,@,DEN,L 17-24,,0,0,,0,0,0,0.0,0,0,0,0,0
4,2008,2008-12-14,14,23.089,KAN,,SDG,L 21-22,,,,,,,,,,,,,
5,2008,2008-12-21,15,23.096,KAN,,MIA,L 31-38,,,,,,,,,,,,,
6,2008,2008-12-28,16,23.103,KAN,@,CIN,L 6-16,,0,0,,0,0,0,0.0,0,2,0,0,0
7,2009,2009-09-13,1,23.362,KAN,@,BAL,L 24-38,,1,8,8.00,0,0,0,0.0,0,0,0,0,0
8,2009,2009-09-20,2,24.004,KAN,,OAK,L 10-13,,0,0,,0,0,0,0.0,0,0,0,0,0
9,2009,2009-09-27,3,24.011,KAN,@,PHI,L 14-34,,0,0,,0,0,0,0.0,0,0,0,0,0
10,2009,2009-10-04,4,24.018,KAN,,NYG,L 16-27,,,,,,,,,,,,,
11,2009,2009-10-11,5,24.025,KAN,,DAL,L 20-26,,,,,,,,,,,,,
12,2009,2009-10-18,6,24.032,KAN,@,WAS,W 14-6,,0,0,,0,0,0,0.0,1,1,0,0,0
13,2009,2009-10-25,7,24.039,KAN,,SDG,L 7-37,,,,,,,,,,,,,
14,2009,2009-11-08,8,24.053,KAN,@,JAX,L 21-24,,,,,,,,,,,,,
15,2009,2009-11-15,9,24.060,KAN,@,OAK,W 16-10,,0,0,,0,0,0,0.0,4,1,0,0,0
16,2009,2009-11-22,10,24.067,KAN,,PIT,W 27-24,*,0,0,,0,0,0,0.0,4,0,2,96,0
17,2009,2009-11-29,11,24.074,KAN,@,SDG,L 14-43,*,0,0,,0,0,0,0.0,4,2,0,0,0
18,2009,2009-12-06,12,24.081,KAN,,DEN,L 13-44,,0,0,,0,0,0,0.0,2,0,0,0,0
19,2009,2009-12-13,13,24.088,KAN,,BUF,L 10-16,,0,0,,0,0,0,0.0,0,0,0,0,0
20,2009,2009-12-20,14,24.095,KAN,,CLE,L 34-41,,0,0,,0,1,6,0.0,1,0,0,0,0
21,2009,2009-12-27,15,24.102,KAN,@,CIN,L 10-17,,0,0,,0,0,0,0.0,0,0,0,0,0
22,2009,2010-01-03,16,24.109,KAN,@,DEN,W 44-24,,0,0,,0,0,0,0.0,0,0,0,0,0
23,2010,2010-09-13,1,24.362,KAN,,SDG,W 21-14,,,,,,,,,,,,,
24,2010,2010-09-19,2,25.003,KAN,@,CLE,W 16-14,,0,0,,0,0,0,0.0,0,1,0,0,0
25,2010,2010-09-26,3,25.010,KAN,,SFO,W 31-10,,0,0,,0,0,0,1.0,2,0,0,0,0
26,2010,2010-10-10,4,25.024,KAN,@,IND,L 9-19,,0,0,,0,0,0,0.0,0,1,0,0,0
27,2010,2010-10-17,5,25.031,KAN,@,HOU,L 31-35,,0,0,,0,0,0,0.0,1,0,0,0,0
28,2010,2010-10-24,6,25.038,KAN,,JAX,W 42-20,,,,,,,,,,,,,
29,2010,2010-10-31,7,25.045,KAN,,BUF,W 13-10,,0,0,,0,0,0,0.5,2,2,0,0,0
30,2010,2010-11-07,8,25.052,KAN,@,OAK,L 20-23,,0,0,,0,0,0,0.0,0,0,0,0,0
31,2010,2010-11-14,9,25.059,KAN,@,DEN,L 29-49,,0,0,,0,0,0,0.0,1,0,0,0,0
32,2010,2010-11-21,10,25.066,KAN,,ARI,W 31-13,,0,0,,0,0,0,0.0,0,1,0,0,0
33,2010,2010-11-28,11,25.073,KAN,@,SEA,W 42-24,,,,,,,,,,,,,
34,2010,2010-12-05,12,25.080,KAN,,DEN,W 10-6,,0,0,,0,0,0,0.0,1,2,0,0,0
35,2010,2010-12-12,13,25.087,KAN,@,SDG,L 0-31,,0,0,,0,0,0,0.0,1,0,0,0,0
36,2010,2010-12-19,14,25.094,KAN,@,STL,W 27-13,,0,0,,0,0,0,0.0,1,0,0,0,0
37,2010,2010-12-26,15,25.101,KAN,,TEN,W 34-14,,0,0,,0,0,0,1.0,1,0,0,0,0
38,2010,2011-01-02,16,25.108,KAN,,OAK,L 10-31,,0,0,,0,0,0,0.0,1,0,0,0,0
39,2011,2011-09-11,1,25.360,KAN,,BUF,L 7-41,,,,,,,,,,,,,
40,2011,2011-09-18,2,26.002,KAN,@,DET,L 3-48,,0,0,,0,0,0,0.0,1,0,0,0,0
41,2011,2011-09-25,3,26.009,KAN,@,SDG,L 17-20,,0,0,,0,0,0,0.0,0,0,0,0,0
42,2011,2011-10-02,4,26.016,KAN,,MIN,W 22-17,,,,,,,,,,,,,
43,2011,2011-10-09,5,26.023,KAN,@,IND,W 28-24,*,0,0,,0,0,0,0.0,0,4,0,0,0
44,2011,2011-10-23,6,26.037,KAN,@,OAK,W 28-0,*,0,0,,0,0,0,0.0,2,1,0,0,0
45,2011,2011-10-31,7,26.045,KAN,,SDG,W 23-20,*,0,0,,0,0,0,0.0,0,2,0,0,0
46,2011,2011-11-06,8,26.051,KAN,,MIA,L 3-31,*,,,,,,,,,,,,
47,2011,2011-11-13,9,26.058,KAN,,DEN,L 10-17,*,0,0,,0,0,0,0.0,0,0,0,0,0
48,2011,2011-11-21,10,26.066,KAN,@,NWE,L 3-34,,0,0,,0,0,0,0.0,0,1,0,0,0
49,2011,2011-11-27,11,26.072,KAN,,PIT,L 9-13,,0,0,,0,0,0,0.0,0,0,0,0,0
50,2011,2011-12-04,12,26.079,KAN,@,CHI,W 10-3,,,,,,,,,,,,,
51,2011,2011-12-11,13,26.086,KAN,@,NYJ,L 10-37,,0,0,,0,0,0,0.0,0,0,0,0,0
52,2011,2011-12-18,14,26.093,KAN,,GNB,W 19-14,,,,,,,,,,,,,
53,2011,2011-12-24,15,26.099,KAN,,OAK,L 13-16,,0,0,,0,0,0,0.0,0,0,0,0,0
54,2011,2012-01-01,16,26.107,KAN,@,DEN,W 7-3,,,,,,,,,,,,,
55,2012,2012-09-09,1,26.359,KAN,,ATL,L 24-40,*,0,0,,0,0,0,0.0,1,1,0,0,0
56,2012,2012-09-16,2,27.000,KAN,@,BUF,L 17-35,,,,,,,,,,,,,
57,2012,2012-09-23,3,27.007,KAN,@,NOR,W 27-24,,,,,,,,,,,,,
58,2012,2012-09-30,4,27.014,KAN,,SDG,L 20-37,,,,,,,,,,,,,
59,2012,2012-10-07,5,27.021,KAN,,BAL,L 6-9,,,,,,,,,,,,,
60,2012,2012-10-14,6,27.028,KAN,@,TAM,L 10-38,,0,0,,0,0,0,0.0,0,0,0,0,0
61,2012,2012-10-28,7,27.042,KAN,,OAK,L 16-26,,,,,,,,,,,,,
62,2012,2012-11-01,8,27.046,KAN,@,SDG,L 13-31,,0,0,,0,0,0,0.0,0,0,0,0,0
63,2012,2012-11-12,9,27.057,KAN,@,PIT,L 13-16,,,,,,,,,,,,,
64,2012,2012-11-18,10,27.063,KAN,,CIN,L 6-28,,0,0,,0,0,0,0.0,0,0,0,0,0
65,2012,2012-11-25,11,27.070,KAN,,DEN,L 9-17,,,,,,,,,,,,,
66,2012,2012-12-02,12,27.077,KAN,,CAR,W 27-21,,0,0,,0,0,0,0.0,0,0,0,0,0
67,2012,2012-12-09,13,27.084,KAN,@,CLE,L 7-30,,0,0,,0,0,0,0.0,1,0,0,0,0
68,2012,2012-12-16,14,27.091,KAN,@,OAK,L 0-15,,,,,,,,,,,,,
69,2012,2012-12-23,15,27.098,KAN,,IND,L 13-20,,0,0,,0,0,0,0.0,1,0,0,0,0
70,2012,2012-12-30,16,27.105,KAN,@,DEN,L 3-38,,,,,,,,,,,,,
71,2013,2013-10-14,6,28.028,IND,@,SDG,L 9-19,,,,,,,,,,,,,
72,2013,2013-10-20,7,28.034,IND,,DEN,W 39-33,,,,,,,,,,,,,
73,2013,2013-11-03,8,28.048,IND,@,HOU,W 27-24,,,,,,,,,,,,,
74,2013,2013-11-10,9,28.055,IND,,STL,L 8-38,,0,0,,0,0,0,0.0,1,1,0,0,0
75,2013,2013-11-14,10,28.059,IND,@,TEN,W 30-27,,,,,,,,,,,,,
76,2013,2013-11-24,11,28.069,IND,@,ARI,L 11-40,,0,0,,0,0,0,0.0,2,0,0,0,0
77,2013,2013-12-01,12,28.076,IND,,TEN,W 22-14,,,,,,,,,,,,,
78,2013,2013-12-08,13,28.083,IND,@,CIN,L 28-42,,0,0,,0,0,0,0.0,0,1,0,0,0
79,2013,2013-12-15,14,28.090,IND,,HOU,W 25-3,,0,0,,0,0,0,0.0,2,2,0,0,0
80,2013,2013-12-22,15,28.097,IND,@,KAN,W 23-7,,0,0,,0,0,0,0.0,1,0,0,0,0
81,2013,2013-12-29,16,28.104,IND,,JAX,W 30-10,,0,0,,0,0,0,0.0,1,0,0,0,0
82,2014,2014-09-07,1,28.356,IND,@,DEN,L 24-31,,0,0,,0,0,0,0.0,1,1,0,0,0
83,2014,2014-09-15,2,28.364,IND,,PHI,L 27-30,,,,,,,,,,,,,
84,2014,2014-09-21,3,29.005,IND,@,JAX,W 44-17,,,,,,,,,,,,,
85,2014,2014-10-05,5,29.019,IND,,BAL,W 20-13,,,,,,,,,,,,,
86,2014,2014-10-09,6,29.023,IND,@,HOU,W 33-28,,,,,,,,,,,,,
87,2014,2014-10-19,7,29.033,IND,,CIN,W 27-0,,0,0,,0,0,0,0.0,1,2,0,0,0
88,2014,2014-10-26,8,29.040,IND,@,PIT,L 34-51,,0,0,,0,0,0,0.0,3,1,0,0,0
89,2014,2014-11-03,9,29.048,IND,@,NYG,W 40-24,*,0,0,,0,0,0,0.0,2,1,0,0,0
90,2014,2014-11-16,10,29.061,IND,,NWE,L 20-42,,0,0,,0,0,0,0.0,0,1,0,0,0
91,2014,2014-11-23,11,29.068,IND,,JAX,W 23-3,,,,,,,,,,,,,
92,2014,2014-12-14,14,29.089,IND,,HOU,W 17-10,,0,0,,0,0,0,0.0,1,1,0,0,0
93,2014,2014-12-21,15,29.096,IND,@,DAL,L 7-42,,,,,,,,,,,,,
94,2014,2014-12-28,16,29.103,IND,@,TEN,W 27-10,,,,,,,,,,,,,
95,2015,2015-12-20,14,30.095,IND,,HOU,L 10-16,,0,0,,0,0,0,0.0,0,0,0,0,0
96,2015,2015-12-27,15,30.102,IND,@,MIA,W 18-12,,0,0,,0,0,0,0.0,0,0,0,0,0
97,2015,2016-01-03,16,30.109,IND,,TEN,W 30-24,,0,0,,0,0,0,0.0,0,0,0,0,0
