ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-07,1,22.346,DAL,,WAS,W 23-10,,,,,,,,,,,
2,1992,1992-09-13,2,22.352,DAL,@,NYG,W 34-28,,,,,,,,,,,
3,1992,1992-09-20,3,22.359,DAL,,PHO,W 31-20,,,,,,,,,,,
4,1992,1992-10-05,4,23.008,DAL,@,PHI,L 7-31,,,,,,,,,,,
5,1992,1992-10-11,5,23.014,DAL,,SEA,W 27-0,,0,0,,0,0,0,1.0,0,0,0
6,1992,1992-10-18,6,23.021,DAL,,KAN,W 17-10,,,,,,,,,,,
7,1992,1992-10-25,7,23.028,DAL,@,RAI,W 28-13,,,,,,,,,,,
8,1992,1992-11-01,8,23.035,DAL,,PHI,W 20-10,,,,,,,,,,,
9,1992,1992-11-08,9,23.042,DAL,@,DET,W 37-3,,,,,,,,,,,
10,1992,1992-11-15,10,23.049,DAL,,RAM,L 23-27,,,,,,,,,,,
11,1992,1992-11-22,11,23.056,DAL,@,PHO,W 16-10,,,,,,,,,,,
12,1992,1992-11-26,12,23.060,DAL,,NYG,W 30-3,,,,,,,,,,,
13,1992,1992-12-06,13,23.070,DAL,@,DEN,W 31-27,,,,,,,,,,,
14,1992,1992-12-13,14,23.077,DAL,@,WAS,L 17-20,,,,,,,,,,,
15,1992,1992-12-27,16,23.091,DAL,,CHI,W 27-14,,,,,,,,,,,
16,1993,1993-09-06,1,23.344,DAL,@,WAS,L 16-35,,0,0,,0,,,,,,
17,1993,1993-09-12,2,23.350,DAL,,BUF,L 10-13,,0,0,,0,,,,,,
18,1993,1993-09-19,3,23.357,DAL,@,PHO,W 17-10,,0,0,,0,,,,,,
19,1993,1993-10-10,5,24.013,DAL,@,IND,W 27-3,,0,0,,0,,,,,,
20,1993,1993-10-31,7,24.034,DAL,@,PHI,W 23-10,,0,0,,0,,,,,,
21,1993,1993-11-07,8,24.041,DAL,,NYG,W 31-9,,0,0,,0,,,,,,
22,1993,1993-11-14,9,24.048,DAL,,PHO,W 20-15,,0,0,,0,,,,,,
23,1993,1993-11-25,11,24.059,DAL,,MIA,L 14-16,,0,0,,0,,,,,,
24,1993,1993-12-06,12,24.070,DAL,,PHI,W 23-17,,0,0,,0,,,,,,
25,1993,1993-12-12,13,24.076,DAL,@,MIN,W 37-20,,1,12,12.00,0,0,0,0.0,0,0,0
26,1993,1993-12-18,14,24.082,DAL,@,NYJ,W 28-7,,0,0,,0,,,,,,
27,1993,1993-12-26,15,24.090,DAL,,WAS,W 38-3,,0,0,,0,,,,,,
28,1993,1994-01-02,16,24.097,DAL,@,NYG,W 16-13,,0,0,,0,,,,,,
29,1994,1994-09-04,1,24.342,DAL,@,PIT,W 26-9,,0,0,,0,,,,,,
30,1994,1994-09-11,2,24.349,DAL,,HOU,W 20-17,,0,0,,0,,,,,,
31,1994,1994-09-19,3,24.357,DAL,,DET,L 17-20,,0,0,,0,,,,,,
32,1994,1994-10-02,4,25.005,DAL,@,WAS,W 34-7,,0,0,,0,,,,,,
33,1994,1994-10-09,5,25.012,DAL,,ARI,W 38-3,,0,0,,0,,,,,,
34,1994,1994-10-16,6,25.019,DAL,,PHI,W 24-13,,0,0,,0,,,,,,
