ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1954,1954-09-26,1,22.185,NYG,@,CRD,W 41-10,7,14,2.00,0,0,0,,0,0,0,,0,0,,,,,,
2,1954,1954-10-10,3,22.199,NYG,@,WAS,W 51-21,8,30,3.75,0,2,8,4.00,0,0,0,,0,0,,,,,,
3,1954,1954-10-24,5,22.213,NYG,,WAS,W 24-7,6,26,4.33,0,0,0,,0,0,0,,0,0,,,,,,
4,1954,1954-11-07,7,22.227,NYG,@,PIT,W 30-6,4,21,5.25,0,0,0,,0,0,0,,0,0,,,,,,
5,1954,1954-11-28,10,22.248,NYG,,CLE,L 7-16,2,10,5.00,0,0,0,,0,0,0,,0,0,,,,,,
6,1954,1954-12-05,11,22.255,NYG,,PIT,W 24-3,0,0,,0,2,5,2.50,0,0,0,,0,0,,,,,,
7,1954,1954-12-12,12,22.262,NYG,@,PHI,L 14-29,3,9,3.00,0,1,7,7.00,0,0,0,,0,0,,,,,,
8,1955,1955-10-16,4,23.205,NYG,,CRD,W 10-0,16,65,4.06,0,0,0,,0,0,0,,0,0,,,,,,
9,1955,1955-10-23,5,23.212,NYG,,PIT,L 17-19,5,13,2.60,0,2,3,1.50,0,0,0,,0,0,,,,,,
10,1955,1955-10-30,6,23.219,NYG,,WAS,W 35-7,6,18,3.00,0,1,2,2.00,0,0,0,,0,0,,,,,,
11,1955,1955-11-06,7,23.226,NYG,@,CLE,L 14-24,13,80,6.15,0,0,0,,0,0,0,,0,0,,,,,,
12,1955,1955-11-13,8,23.233,NYG,,BAL,W 17-7,11,46,4.18,0,0,0,,0,0,0,,0,0,,,,,,
13,1955,1955-11-20,9,23.240,NYG,,PHI,W 31-7,14,51,3.64,1,1,0,0.00,0,0,0,,0,0,,,,,,
14,1955,1955-11-27,10,23.247,NYG,,CLE,T 35-35,9,29,3.22,1,0,0,,0,0,0,,0,0,,,,,,
15,1955,1955-12-04,11,23.254,NYG,@,WAS,W 27-20,9,34,3.78,0,1,3,3.00,0,0,0,,0,0,,,,,,
16,1955,1955-12-11,12,23.261,NYG,@,DET,W 24-19,12,39,3.25,0,0,0,,0,0,0,,0,0,,,,,,
17,1957,1957-09-29,1,25.188,NYG,@,CLE,L 3-6,3,4,1.33,0,1,11,11.00,0,0,0,,0,0,,,,,,
18,1957,1957-10-05,2,25.194,NYG,@,PHI,W 24-20,10,37,3.70,0,1,11,11.00,0,0,0,,0,0,,,,,,
19,1957,1957-10-13,3,25.202,NYG,@,WAS,W 24-20,13,115,8.85,0,2,3,1.50,0,0,0,,0,0,,,,,,
20,1957,1957-10-20,4,25.209,NYG,,PIT,W 35-0,4,2,0.50,0,2,12,6.00,0,0,0,,0,0,,,,,,
21,1957,1957-10-27,5,25.216,NYG,,WAS,L 14-31,6,17,2.83,0,0,0,,0,0,0,,0,0,,,,,,
22,1957,1957-11-17,8,25.237,NYG,,PHI,W 13-0,5,48,9.60,0,0,0,,0,0,0,,0,0,,,,,,
23,1957,1957-11-24,9,25.244,NYG,@,CRD,W 28-21,10,34,3.40,0,1,34,34.00,0,0,0,,0,0,,,,,,
24,1957,1957-12-01,10,25.251,NYG,,SFO,L 17-27,1,5,5.00,0,0,0,,0,0,0,,0,0,,,,,,
25,1957,1957-12-07,11,25.257,NYG,@,PIT,L 10-21,7,18,2.57,0,1,10,10.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
26,1957,1957-12-15,12,25.265,NYG,,CLE,L 28-34,4,6,1.50,0,0,0,,0,0,0,,0,0,,,,,,
