ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1986,1986-09-07,1,24.334,TAM,,SFO,L 7-31,,,
2,1986,1986-09-14,2,24.341,TAM,,MIN,L 10-23,,,
3,1986,1986-09-21,3,24.348,TAM,@,DET,W 24-20,,,
4,1986,1986-09-28,4,24.355,TAM,,ATL,L 20-23,,,
5,1986,1986-10-05,5,24.362,TAM,@,RAM,L 20-26,,,
6,1986,1986-10-12,6,25.004,TAM,,STL,L 19-30,,,
7,1986,1986-10-19,7,25.011,TAM,@,NOR,L 7-38,,,
8,1986,1986-10-26,8,25.018,TAM,@,KAN,L 20-27,,,
9,1986,1986-11-02,9,25.025,TAM,,BUF,W 34-28,,,
10,1986,1986-11-09,10,25.032,TAM,,CHI,L 3-23,,,
11,1986,1986-11-16,11,25.039,TAM,@,GNB,L 7-31,2,2,0
12,1986,1986-11-23,12,25.046,TAM,,DET,L 17-38,,,
13,1986,1986-11-30,13,25.053,TAM,@,MIN,L 13-45,,,
14,1986,1986-12-07,14,25.060,TAM,@,CHI,L 14-48,,,
15,1986,1986-12-14,15,25.067,TAM,,GNB,L 7-21,,,
16,1986,1986-12-21,16,25.074,TAM,@,STL,L 17-21,1,10,0
17,1987,1987-09-13,1,25.340,TAM,,ATL,W 48-10,,,
