ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1979,1979-09-01,1,23.208,TAM,,DET,W 31-16,4,9,2.25,0,1,12,12.00,0,0,0,,0
2,1979,1979-09-09,2,23.216,TAM,@,BAL,W 29-26,,,,,,,,,,,,
3,1979,1979-09-16,3,23.223,TAM,@,GNB,W 21-10,2,11,5.50,0,0,0,,0,0,0,,0
4,1979,1979-09-23,4,23.230,TAM,,RAM,W 21-6,,,,,,,,,,,,
5,1979,1979-09-30,5,23.237,TAM,@,CHI,W 17-13,,,,,,,,,,,,
6,1979,1979-10-07,6,23.244,TAM,@,NYG,L 14-17,1,9,9.00,0,1,7,7.00,0,0,0,,0
7,1979,1979-10-14,7,23.251,TAM,,NOR,L 14-42,0,0,,0,2,11,5.50,0,0,0,,0
8,1979,1979-10-21,8,23.258,TAM,,GNB,W 21-3,1,6,6.00,0,0,0,,0,0,0,,0
9,1979,1979-10-28,9,23.265,TAM,@,MIN,W 12-10,,,,,,,,,,,,
10,1979,1979-11-04,10,23.272,TAM,@,ATL,L 14-17,,,,,,,,,,,,
11,1979,1979-11-11,11,23.279,TAM,@,DET,W 16-14,15,67,4.47,0,1,10,10.00,0,0,0,,0
12,1979,1979-11-18,12,23.286,TAM,,NYG,W 31-3,,,,,,,,,,,,
13,1979,1979-11-25,13,23.293,TAM,,MIN,L 22-23,,,,,,,,,,,,
14,1979,1979-12-02,14,23.300,TAM,,CHI,L 0-14,,,,,,,,,,,,
15,1979,1979-12-09,15,23.307,TAM,@,SFO,L 7-23,0,0,,0,0,0,,0,1,6,6.00,0
16,1979,1979-12-16,16,23.314,TAM,,KAN,W 3-0,,,,,,,,,,,,
17,1980,1980-09-07,1,24.215,TAM,@,CIN,W 17-12,0,0,,0,0,0,,0,1,19,19.00,0
18,1980,1980-09-11,2,24.219,TAM,,RAM,W 10-9,,,,,,,,,,,,
19,1980,1980-09-21,3,24.229,TAM,@,DAL,L 17-28,,,,,,,,,,,,
20,1980,1980-09-28,4,24.236,TAM,,CLE,L 27-34,,,,,,,,,,,,
21,1980,1980-10-06,5,24.244,TAM,@,CHI,L 0-23,,,,,,,,,,,,
22,1980,1980-10-12,6,24.250,TAM,,GNB,T 14-14,,,,,,,,,,,,
23,1980,1980-10-19,7,24.257,TAM,@,HOU,L 14-20,,,,,,,,,,,,
24,1980,1980-10-26,8,24.264,TAM,@,SFO,W 24-23,,,,,,,,,,,,
25,1980,1980-11-02,9,24.271,TAM,,NYG,W 30-13,,,,,,,,,,,,
26,1980,1980-11-09,10,24.278,TAM,,PIT,L 21-24,,,,,,,,,,,,
27,1980,1980-11-16,11,24.285,TAM,@,MIN,L 30-38,,,,,,,,,,,,
28,1980,1980-11-23,12,24.292,TAM,,DET,L 10-24,,,,,,,,,,,,
29,1980,1980-11-30,13,24.299,TAM,@,GNB,W 20-17,19,72,3.79,0,0,0,,0,0,0,,0
30,1980,1980-12-07,14,24.306,TAM,,MIN,L 10-21,15,54,3.60,0,0,0,,0,0,0,,0
31,1980,1980-12-14,15,24.313,TAM,@,DET,L 14-27,4,2,0.50,0,0,0,,0,0,0,,0
32,1980,1980-12-20,16,24.319,TAM,,CHI,L 13-14,1,3,3.00,0,1,6,6.00,0,0,0,,0
33,1982,1982-12-26,8,26.324,RAI,,DEN,W 27-10,,,,,,,,,,,,
34,1982,1983-01-02,9,26.331,RAI,@,SDG,W 41-34,,,,,,,,,,,,
35,1983,1983-09-04,1,27.211,RAI,@,CIN,W 20-10,,,,,,,,,,,,
36,1983,1983-09-11,2,27.218,RAI,,HOU,W 20-6,,,,,,,,,,,,
37,1983,1983-09-19,3,27.226,RAI,,MIA,W 27-14,,,,,,,,,,,,
38,1983,1983-09-25,4,27.232,RAI,@,DEN,W 22-7,,,,,,,,,,,,
39,1983,1983-10-02,5,27.239,RAI,@,WAS,L 35-37,,,,,,,,,,,,
40,1983,1983-10-09,6,27.246,RAI,,KAN,W 21-20,,,,,,,,,,,,
41,1983,1983-10-16,7,27.253,RAI,@,SEA,L 36-38,,,,,,,,,,,,
42,1983,1983-10-23,8,27.260,RAI,@,DAL,W 40-38,,,,,,,,,,,,
43,1983,1983-10-30,9,27.267,RAI,,SEA,L 21-34,,,,,,,,,,,,
44,1983,1983-11-06,10,27.274,RAI,@,KAN,W 28-20,,,,,,,,,,,,
45,1983,1983-11-13,11,27.281,RAI,,DEN,W 22-20,,,,,,,,,,,,
46,1983,1983-11-20,12,27.288,RAI,@,BUF,W 27-24,,,,,,,,,,,,
47,1983,1983-11-27,13,27.295,RAI,,NYG,W 27-12,,,,,,,,,,,,
48,1983,1983-12-01,14,27.299,RAI,@,SDG,W 42-10,6,22,3.67,0,0,0,,0,0,0,,0
49,1983,1983-12-11,15,27.309,RAI,,STL,L 24-34,,,,,,,,,,,,
50,1983,1983-12-18,16,27.316,RAI,,SDG,W 30-14,,,,,,,,,,,,
