ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2017,2017-09-14,2,22.248,HOU,@,CIN,W 13-9,*
2,2017,2017-09-24,3,22.258,HOU,@,NWE,L 33-36,
3,2017,2017-10-01,4,22.265,HOU,,TEN,W 57-14,
4,2017,2017-10-08,5,22.272,HOU,,KAN,L 34-42,
5,2017,2017-10-15,6,22.279,HOU,,CLE,W 33-17,
6,2017,2017-10-29,7,22.293,HOU,@,SEA,L 38-41,
7,2017,2017-11-05,8,22.300,HOU,,IND,L 14-20,*
8,2017,2017-11-12,9,22.307,HOU,@,LAR,L 7-33,
9,2017,2017-12-17,14,22.342,HOU,@,JAX,L 7-45,
10,2017,2017-12-25,15,22.350,HOU,,PIT,L 6-34,*
11,2017,2017-12-31,16,22.356,HOU,@,IND,L 13-22,*
12,2018,2018-09-09,1,23.243,HOU,@,NWE,L 20-27,*
13,2018,2018-09-16,2,23.250,HOU,@,TEN,L 17-20,*
14,2018,2018-09-23,3,23.257,HOU,,NYG,L 22-27,*
