ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
24,2011,2012-01-01,16,24.290,PIT,@,CLE,W 13-9,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
25,2012,2012-09-09,1,25.176,PIT,@,DEN,L 19-31,,8,4,55,13.75,0,50.0%,6.88,0,0,,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0,,0,,0,0,0.0,0,0
26,2012,2012-09-16,2,25.183,PIT,,NYJ,W 27-10,,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2012,2012-09-23,3,25.190,PIT,@,OAK,L 31-34,,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2012,2012-10-07,4,25.204,PIT,,PHI,W 16-14,,7,3,22,7.33,0,42.9%,3.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2012,2012-10-11,5,25.208,PIT,@,TEN,L 23-26,,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
30,2012,2012-10-21,6,25.218,PIT,@,CIN,W 24-17,*,2,2,40,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2012,2012-10-28,7,25.225,PIT,,WAS,W 27-12,*,5,3,56,18.67,0,60.0%,11.20,0,0,,0,0,0,,0,0,0,,1,7,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2012,2012-11-04,8,25.232,PIT,@,NYG,W 24-20,,2,2,20,10.00,1,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,76,25.33,0,,1,6,0.0,0,0
33,2012,2012-11-12,9,25.240,PIT,,KAN,W 16-13,*,7,2,30,15.00,0,28.6%,4.29,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2012,2012-11-18,10,25.246,PIT,,BAL,L 10-13,*,8,3,82,27.33,0,37.5%,10.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,12,4.00,0,,0,0,0.0,0,0
35,2012,2012-11-25,11,25.253,PIT,@,CLE,L 14-20,*,7,5,75,15.00,0,71.4%,10.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,5,1.67,0,,0,0,0.0,0,0
36,2012,2012-12-02,12,25.260,PIT,@,BAL,W 23-20,*,6,5,60,12.00,0,83.3%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2012,2012-12-09,13,25.267,PIT,,SDG,L 24-34,*,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2012,2012-12-16,14,25.274,PIT,@,DAL,L 24-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2012,2012-12-23,15,25.281,PIT,,CIN,L 10-13,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2012,2012-12-30,16,25.288,PIT,,CLE,W 24-10,,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2013,2013-09-08,1,26.175,PIT,,TEN,L 9-16,*,12,7,57,8.14,0,58.3%,4.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
42,2013,2013-09-16,2,26.183,PIT,@,CIN,L 10-20,*,10,5,78,15.60,0,50.0%,7.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2013,2013-09-22,3,26.189,PIT,,CHI,L 23-40,*,8,4,39,9.75,0,50.0%,4.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2013,2013-09-29,4,26.196,PIT,@,MIN,L 27-34,,8,4,57,14.25,0,50.0%,7.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2013,2013-10-13,5,26.210,PIT,@,NYJ,W 19-6,,6,3,70,23.33,1,50.0%,11.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
46,2013,2013-10-20,6,26.217,PIT,,BAL,W 19-16,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,44,44.00,0,0,0,,0,,0,0,0.0,0,0
47,2013,2013-10-27,7,26.224,PIT,@,OAK,L 18-21,*,11,7,88,12.57,1,63.6%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,1,8,0.0,1,0
48,2013,2013-11-03,8,26.231,PIT,@,NWE,L 31-55,*,11,6,98,16.33,0,54.5%,8.91,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,,0,0,0.0,0,0
49,2013,2013-11-10,9,26.238,PIT,,BUF,W 23-10,,6,4,13,3.25,0,66.7%,2.17,1,25,25.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2013,2013-11-17,10,26.245,PIT,,DET,W 37-27,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2013,2013-11-24,11,26.252,PIT,@,CLE,W 27-11,*,7,6,52,8.67,1,85.7%,7.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
52,2013,2013-11-28,12,26.256,PIT,@,BAL,L 20-22,,11,6,43,7.17,1,54.5%,3.91,0,0,,0,0,0,,0,0,0,,0,0,,,2,48,24.00,0,0,0,,0,,1,6,0.0,0,0
53,2013,2013-12-08,13,26.266,PIT,,MIA,L 28-34,*,7,4,65,16.25,1,57.1%,9.29,0,0,,0,0,0,,0,0,0,,0,0,,,5,103,20.60,0,0,0,,0,,1,6,0.0,0,0
54,2013,2013-12-15,14,26.273,PIT,,CIN,W 30-20,,6,5,38,7.60,0,83.3%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
55,2013,2013-12-22,15,26.280,PIT,@,GNB,W 38-31,*,2,2,7,3.50,1,100.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,54,54.00,0,0,0,,0,,1,6,0.0,0,0
56,2013,2013-12-29,16,26.287,PIT,,CLE,W 20-7,*,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
57,2014,2014-09-07,1,27.174,DEN,,IND,W 31-24,*,9,6,77,12.83,0,66.7%,8.56,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2014,2014-09-14,2,27.181,DEN,,KAN,W 24-17,*,9,8,108,13.50,0,88.9%,12.00,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2014,2014-09-21,3,27.188,DEN,@,SEA,L 20-26,*,15,11,149,13.55,0,73.3%,9.93,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,,0,0,0.0,0,0
60,2014,2014-10-05,4,27.202,DEN,,ARI,W 41-20,*,9,7,101,14.43,0,77.8%,11.22,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2014,2014-10-12,5,27.209,DEN,@,NYJ,W 31-17,*,6,3,38,12.67,0,50.0%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
62,2014,2014-10-19,6,27.216,DEN,,SFO,W 42-17,*,3,3,41,13.67,1,100.0%,13.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
63,2014,2014-10-23,7,27.220,DEN,,SDG,W 35-21,*,9,9,120,13.33,3,100.0%,13.33,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,3,18,0.0,0,0
64,2014,2014-11-02,8,27.230,DEN,@,NWE,L 21-43,*,16,10,151,15.10,0,62.5%,9.44,0,0,,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,0,0,,0,,0,0,0.0,1,0
65,2014,2014-11-09,9,27.237,DEN,@,OAK,W 41-17,*,8,5,67,13.40,2,62.5%,8.38,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
66,2014,2014-11-16,10,27.244,DEN,@,STL,L 7-22,*,8,5,102,20.40,1,62.5%,12.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
67,2014,2014-11-23,11,27.251,DEN,,MIA,W 39-36,*,13,9,125,13.89,0,69.2%,9.62,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,0,2,0.0,0,0
68,2014,2014-11-30,12,27.258,DEN,@,KAN,W 29-16,*,11,6,73,12.17,0,54.5%,6.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
69,2014,2014-12-07,13,27.265,DEN,,BUF,W 24-17,*,6,4,56,14.00,0,66.7%,9.33,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
70,2014,2014-12-14,14,27.272,DEN,@,SDG,W 22-10,*,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
71,2014,2014-12-22,15,27.280,DEN,@,CIN,L 28-37,*,7,6,70,11.67,2,85.7%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,,2,12,0.0,0,0
72,2014,2014-12-28,16,27.286,DEN,,OAK,W 47-14,*,9,6,73,12.17,0,66.7%,8.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
73,2015,2015-09-13,1,28.180,DEN,,BAL,W 19-13,*,12,8,65,8.13,0,66.7%,5.42,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,20,6.67,0,,0,0,0.0,0,0
74,2015,2015-09-17,2,28.184,DEN,@,KAN,W 31-24,*,14,8,87,10.88,2,57.1%,6.21,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
75,2015,2015-09-27,3,28.194,DEN,@,DET,W 24-12,*,9,6,87,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,,0,0,0.0,0,0
76,2015,2015-10-04,4,28.201,DEN,,MIN,W 23-20,*,6,3,68,22.67,0,50.0%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,,0,0,0.0,0,0
77,2015,2015-10-11,5,28.208,DEN,@,OAK,W 16-10,*,12,9,111,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0
78,2015,2015-10-18,6,28.215,DEN,@,CLE,W 26-23,*,11,4,109,27.25,1,36.4%,9.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,19,9.50,0,,1,6,0.0,0,0
79,2015,2015-11-01,7,28.229,DEN,,GNB,W 29-10,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,3,12,4.00,0,,0,0,0.0,0,0
80,2015,2015-11-08,8,28.236,DEN,@,IND,L 24-27,*,11,6,90,15.00,1,54.5%,8.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
81,2015,2015-11-15,9,28.243,DEN,,KAN,L 13-29,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
82,2015,2015-11-29,11,28.257,DEN,,NWE,W 30-24,*,9,6,113,18.83,0,66.7%,12.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,,0,0,0.0,0,0
83,2015,2015-12-06,12,28.264,DEN,@,SDG,W 17-3,*,8,3,19,6.33,0,37.5%,2.38,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
84,2015,2015-12-13,13,28.271,DEN,,OAK,L 12-15,*,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,17,5.67,0,,0,0,0.0,0,0
85,2015,2015-12-20,14,28.278,DEN,@,PIT,L 27-34,*,16,10,181,18.10,1,62.5%,11.31,1,24,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
86,2015,2015-12-28,15,28.286,DEN,,CIN,W 20-17,*,5,4,67,16.75,1,80.0%,13.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
87,2015,2016-01-03,16,28.292,DEN,,SDG,W 27-20,*,8,5,99,19.80,0,62.5%,12.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2016,2016-09-08,1,29.175,DEN,,CAR,W 21-20,*,8,5,49,9.80,0,62.5%,6.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
89,2016,2016-09-18,2,29.185,DEN,,IND,W 34-20,*,8,3,39,13.00,0,37.5%,4.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2016,2016-09-25,3,29.192,DEN,@,CIN,W 29-17,*,13,9,117,13.00,2,69.2%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
91,2016,2016-10-02,4,29.199,DEN,@,TAM,W 27-7,*,13,8,88,11.00,1,61.5%,6.77,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
92,2016,2016-10-09,5,29.206,DEN,,ATL,L 16-23,*,9,7,80,11.43,0,77.8%,8.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
93,2016,2016-10-13,6,29.210,DEN,@,SDG,L 13-21,*,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
94,2016,2016-10-24,7,29.221,DEN,,HOU,W 27-9,*,8,4,86,21.50,0,50.0%,10.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
95,2016,2016-10-30,8,29.227,DEN,,SDG,W 27-19,*,10,4,68,17.00,0,40.0%,6.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
96,2016,2016-11-06,9,29.234,DEN,@,OAK,L 20-30,*,11,5,47,9.40,0,45.5%,4.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
97,2016,2016-11-13,10,29.241,DEN,@,NOR,W 25-23,*,9,5,54,10.80,0,55.6%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
98,2016,2016-11-27,11,29.255,DEN,,KAN,L 27-30,*,10,7,162,23.14,1,70.0%,16.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
99,2016,2016-12-04,12,29.262,DEN,@,JAX,W 20-10,*,9,3,28,9.33,0,33.3%,3.11,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2016,2016-12-11,13,29.269,DEN,@,TEN,L 10-13,*,14,11,100,9.09,1,78.6%,7.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
101,2016,2016-12-18,14,29.276,DEN,,NWE,L 3-16,*,6,3,48,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
102,2016,2016-12-25,15,29.283,DEN,@,KAN,L 10-33,*,3,1,26,26.00,0,33.3%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
103,2016,2017-01-01,16,29.290,DEN,,OAK,W 24-6,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
104,2017,2017-09-11,1,30.178,DEN,,LAC,W 24-21,*,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
105,2017,2017-09-17,2,30.184,DEN,,DAL,W 42-17,*,8,6,62,10.33,2,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
106,2017,2017-09-24,3,30.191,DEN,@,BUF,L 16-26,*,15,7,75,10.71,0,46.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
107,2017,2017-10-01,4,30.198,DEN,,OAK,W 16-10,*,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
108,2017,2017-10-15,5,30.212,DEN,,NYG,L 10-23,*,8,5,76,15.20,0,62.5%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
109,2017,2017-11-05,8,30.233,DEN,@,PHI,L 23-51,*,5,1,30,30.00,0,20.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
110,2017,2017-11-12,9,30.240,DEN,,NWE,L 16-41,*,11,6,137,22.83,0,54.5%,12.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
111,2017,2017-11-19,10,30.247,DEN,,CIN,L 17-20,,8,2,15,7.50,0,25.0%,1.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-2,-1.00,0,,0,0,0.0,0,0
112,2017,2017-11-26,11,30.254,DEN,@,OAK,L 14-21,*,6,3,12,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
113,2017,2017-12-03,12,30.261,DEN,@,MIA,L 9-35,*,7,2,11,5.50,0,28.6%,1.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
114,2017,2017-12-10,13,30.268,DEN,,NYJ,W 23-0,*,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
115,2017,2017-12-14,14,30.272,DEN,@,IND,W 25-13,*,9,7,68,9.71,0,77.8%,7.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
116,2018,2018-09-09,1,31.176,DEN,,SEA,W 27-24,*,11,10,135,13.50,1,90.9%,12.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
117,2018,2018-09-16,2,31.183,DEN,,OAK,W 20-19,*,4,4,96,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
118,2018,2018-09-23,3,31.190,DEN,@,BAL,L 14-27,*,8,5,38,7.60,0,62.5%,4.75,1,35,35.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
