ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1971,1971-09-19,1,22.352,SDG,,KAN,W 21-14,2,34,17.00,0,0,0,,0,0,0
2,1971,1971-09-26,2,22.359,SDG,,OAK,L 0-34,,,,,,,,,,
3,1971,1971-10-03,3,23.001,SDG,@,PIT,L 17-21,1,16,16.00,0,0,0,,0,0,0
4,1971,1971-10-10,4,23.008,SDG,@,KAN,L 10-31,1,19,19.00,0,0,0,,0,0,0
5,1971,1971-10-17,5,23.015,SDG,@,DEN,L 16-20,,,,,,,,,,
6,1971,1971-10-23,6,23.021,SDG,,BUF,W 20-3,,,,,,,,,,
7,1971,1971-10-31,7,23.029,SDG,,NYJ,W 49-21,,,,,,,,,,
8,1971,1971-11-07,8,23.036,SDG,@,NYG,L 17-35,,,,,,,,,,
9,1971,1971-11-15,9,23.044,SDG,,STL,W 20-17,,,,,,,,,,
10,1971,1971-11-21,10,23.050,SDG,@,OAK,L 33-34,,,,,,,,,,
11,1971,1971-11-28,11,23.057,SDG,@,CIN,L 0-31,,,,,,,,,,
12,1971,1971-12-05,12,23.064,SDG,,MIN,W 30-14,,,,,,,,,,
13,1971,1971-12-12,13,23.071,SDG,,DEN,W 45-17,1,13,13.00,1,0,0,,0,1,6
14,1971,1971-12-19,14,23.078,SDG,@,HOU,L 33-49,1,7,7.00,0,1,-2,-2.00,0,0,0
15,1972,1972-09-17,1,23.351,SDG,@,SFO,L 3-34,2,23,11.50,0,1,-11,-11.00,0,0,0
16,1972,1972-09-24,2,23.358,SDG,,DEN,W 37-14,,,,,,,,,,
17,1972,1972-10-01,3,23.365,SDG,@,OAK,T 17-17,,,,,,,,,,
18,1972,1972-10-08,4,24.006,SDG,@,BAL,W 23-20,3,33,11.00,0,0,0,,0,0,0
19,1972,1972-10-15,5,24.013,SDG,@,MIA,L 10-24,4,36,9.00,0,0,0,,0,0,0
20,1972,1972-10-22,6,24.020,SDG,@,DET,L 20-34,1,13,13.00,0,0,0,,0,0,0
21,1972,1972-10-29,7,24.027,SDG,,KAN,L 14-26,2,27,13.50,0,0,0,,0,0,0
22,1972,1972-11-05,8,24.034,SDG,,DAL,L 28-34,4,77,19.25,2,0,0,,0,2,12
23,1972,1972-11-13,9,24.042,SDG,,CLE,L 17-21,,,,,,,,,,
24,1972,1972-12-17,14,24.076,SDG,,PIT,L 2-24,2,18,9.00,0,0,0,,0,0,0
