ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,22.061,CLE,,PHI,L 16-17,*,19,39,2.05,0,3,1,5,5.00,0,33.3%,1.67,0,0,0.0,0,0
2,2012,2012-09-16,2,22.068,CLE,@,CIN,L 27-34,*,19,109,5.74,1,5,4,36,9.00,1,80.0%,7.20,2,12,0.0,0,0
3,2012,2012-09-23,3,22.075,CLE,,BUF,L 14-24,*,12,27,2.25,1,7,6,24,4.00,0,85.7%,3.43,1,6,0.0,0,0
4,2012,2012-09-27,4,22.079,CLE,@,BAL,L 16-23,*,14,47,3.36,1,6,4,57,14.25,0,66.7%,9.50,1,6,0.0,0,0
5,2012,2012-10-07,5,22.089,CLE,@,NYG,L 27-41,*,17,81,4.76,1,7,5,47,9.40,0,71.4%,6.71,1,6,0.0,0,0
6,2012,2012-10-14,6,22.096,CLE,,CIN,W 34-24,*,14,37,2.64,0,3,2,17,8.50,0,66.7%,5.67,0,0,0.0,0,0
7,2012,2012-10-21,7,22.103,CLE,@,IND,L 13-17,*,8,8,1.00,0,2,2,11,5.50,0,100.0%,5.50,0,0,0.0,0,0
8,2012,2012-10-28,8,22.110,CLE,,SDG,W 7-6,*,24,122,5.08,1,1,1,12,12.00,0,100.0%,12.00,1,6,0.0,0,0
9,2012,2012-11-04,9,22.117,CLE,,BAL,L 15-25,*,25,105,4.20,0,9,6,31,5.17,0,66.7%,3.44,0,0,0.0,0,0
10,2012,2012-11-18,10,22.131,CLE,@,DAL,L 20-23,*,28,95,3.39,0,8,6,49,8.17,0,75.0%,6.13,0,0,0.0,0,0
11,2012,2012-11-25,11,22.138,CLE,,PIT,W 20-14,*,29,85,2.93,1,4,4,27,6.75,0,100.0%,6.75,1,6,0.0,0,0
12,2012,2012-12-02,12,22.145,CLE,@,OAK,W 20-17,*,20,72,3.60,1,5,3,23,7.67,0,60.0%,4.60,1,6,0.0,0,0
13,2012,2012-12-09,13,22.152,CLE,,KAN,W 30-7,*,18,42,2.33,2,2,1,9,9.00,0,50.0%,4.50,2,12,0.0,0,0
14,2012,2012-12-16,14,22.159,CLE,,WAS,L 21-38,*,11,28,2.55,2,4,3,4,1.33,0,75.0%,1.00,2,12,0.0,0,0
15,2012,2012-12-23,15,22.166,CLE,@,DEN,L 12-34,*,9,53,5.89,0,4,3,15,5.00,0,75.0%,3.75,0,0,0.0,0,0
16,2013,2013-09-08,1,23.060,CLE,,MIA,L 10-23,*,13,47,3.62,0,6,2,30,15.00,0,33.3%,5.00,0,0,0.0,0,0
17,2013,2013-09-15,2,23.067,CLE,@,BAL,L 6-14,*,18,58,3.22,0,5,5,21,4.20,0,100.0%,4.20,0,0,0.0,0,0
18,2013,2013-09-22,3,23.074,IND,@,SFO,W 27-7,,13,35,2.69,1,3,0,0,,0,0.0%,0.00,1,6,0.0,0,0
19,2013,2013-09-29,4,23.081,IND,@,JAX,W 37-3,*,20,60,3.00,1,1,1,6,6.00,0,100.0%,6.00,1,6,0.0,0,0
20,2013,2013-10-06,5,23.088,IND,,SEA,W 34-28,*,18,56,3.11,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
21,2013,2013-10-14,6,23.096,IND,@,SDG,L 9-19,*,10,40,4.00,0,2,1,13,13.00,0,50.0%,6.50,0,0,0.0,0,0
22,2013,2013-10-20,7,23.102,IND,,DEN,W 39-33,*,14,37,2.64,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2013,2013-11-03,8,23.116,IND,@,HOU,W 27-24,*,8,20,2.50,0,3,2,33,16.50,0,66.7%,11.00,0,0,0.0,0,0
