ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
24,2013,2013-11-10,9,23.123,IND,,STL,L 8-38,*,5,2,0.40,0,5,3,33,11.00,0,60.0%,6.60,0,0,0.0,0,0
25,2013,2013-11-14,10,23.127,IND,@,TEN,W 30-27,*,8,22,2.75,0,5,5,31,6.20,0,100.0%,6.20,0,0,0.0,0,0
26,2013,2013-11-24,11,23.137,IND,@,ARI,L 11-40,*,7,15,2.14,0,2,2,11,5.50,0,100.0%,5.50,0,0,0.0,0,0
27,2013,2013-12-01,12,23.144,IND,,TEN,W 22-14,,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
28,2013,2013-12-08,13,23.151,IND,@,CIN,L 28-42,,6,20,3.33,0,6,5,68,13.60,0,83.3%,11.33,0,0,0.0,0,0
29,2013,2013-12-15,14,23.158,IND,,HOU,W 25-3,,19,64,3.37,0,6,4,38,9.50,1,66.7%,6.33,1,6,0.0,0,0
30,2013,2013-12-22,15,23.165,IND,@,KAN,W 23-7,,16,43,2.69,0,5,3,15,5.00,0,60.0%,3.00,0,0,0.0,0,0
31,2013,2013-12-29,16,23.172,IND,,JAX,W 30-10,,8,25,3.13,1,2,2,17,8.50,0,100.0%,8.50,1,6,0.0,0,0
32,2014,2014-09-07,1,24.059,IND,@,DEN,L 24-31,*,6,20,3.33,0,4,3,31,10.33,0,75.0%,7.75,0,0,0.0,0,0
33,2014,2014-09-15,2,24.067,IND,,PHI,L 27-30,*,21,79,3.76,0,1,1,16,16.00,0,100.0%,16.00,0,0,0.0,0,0
34,2014,2014-09-21,3,24.073,IND,@,JAX,W 44-17,*,14,57,4.07,0,4,3,23,7.67,0,75.0%,5.75,0,0,0.0,0,0
35,2014,2014-09-28,4,24.080,IND,,TEN,W 41-17,*,20,47,2.35,1,5,4,52,13.00,0,80.0%,10.40,1,6,0.0,0,0
36,2014,2014-10-05,5,24.087,IND,,BAL,W 20-13,*,9,37,4.11,0,5,4,10,2.50,0,80.0%,2.00,0,0,0.0,0,0
37,2014,2014-10-09,6,24.091,IND,@,HOU,W 33-28,*,17,41,2.41,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
38,2014,2014-10-19,7,24.101,IND,,CIN,W 27-0,*,14,77,5.50,0,5,4,41,10.25,0,80.0%,8.20,0,0,0.0,1,0
39,2014,2014-11-03,9,24.116,IND,@,NYG,W 40-24,*,7,33,4.71,0,2,2,9,4.50,0,100.0%,4.50,0,0,0.0,0,0
40,2014,2014-11-16,10,24.129,IND,,NWE,L 20-42,*,6,0,0.00,0,1,1,21,21.00,0,100.0%,21.00,0,0,0.0,0,0
41,2014,2014-11-23,11,24.136,IND,,JAX,W 23-3,,13,42,3.23,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0
42,2014,2014-11-30,12,24.143,IND,,WAS,W 49-27,*,8,12,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
43,2014,2014-12-07,13,24.150,IND,@,CLE,W 25-24,*,7,30,4.29,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
44,2014,2014-12-14,14,24.157,IND,,HOU,W 17-10,*,9,32,3.56,0,3,2,9,4.50,0,66.7%,3.00,0,0,0.0,0,0
45,2014,2014-12-21,15,24.164,IND,@,DAL,L 7-42,,2,1,0.50,0,2,2,8,4.00,0,100.0%,4.00,0,0,0.0,0,0
46,2014,2014-12-28,16,24.171,IND,@,TEN,W 27-10,,6,11,1.83,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
