ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1962,1962-09-07,1,23.182,SDG,@,DEN,L 21-30,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
2,1962,1962-09-23,3,23.198,SDG,,HOU,L 17-42,0,0,,0,0,0,,0,4,84,21.00,0,0,0,,0,0,0
3,1962,1962-10-07,5,23.212,SDG,,DTX,W 32-28,3,86,28.67,1,0,0,,0,2,51,25.50,0,0,0,,0,1,6
4,1962,1962-10-13,6,23.218,SDG,@,BUF,L 10-35,1,18,18.00,0,0,0,,0,2,56,28.00,0,0,0,,0,0,0
5,1962,1962-10-19,7,23.224,SDG,@,BOS,L 20-24,2,18,9.00,0,2,10,5.00,0,2,83,41.50,0,0,0,,0,0,0
6,1962,1962-10-28,8,23.233,SDG,@,NYT,L 3-23,1,18,18.00,0,0,0,,0,2,49,24.50,0,0,0,,0,0,0
7,1962,1962-11-04,9,23.240,SDG,,DEN,L 20-23,3,125,41.67,1,0,0,,0,2,30,15.00,0,0,0,,0,1,6
8,1962,1962-11-11,10,23.247,SDG,,BUF,L 20-40,3,20,6.67,0,0,0,,0,1,13,13.00,0,0,0,,0,0,0
9,1962,1962-11-25,11,23.261,SDG,@,HOU,L 27-33,4,48,12.00,0,0,0,,0,5,106,21.20,0,0,0,,0,0,0
10,1962,1962-12-02,12,23.268,SDG,,OAK,W 31-21,2,30,15.00,0,0,0,,0,4,96,24.00,0,0,0,,0,0,0
11,1962,1962-12-09,13,23.275,SDG,,BOS,L 14-20,0,0,,0,0,0,,0,1,29,29.00,0,0,0,,0,0,0
12,1962,1962-12-16,14,23.282,SDG,@,DTX,L 17-26,2,28,14.00,1,0,0,,0,6,127,21.17,0,0,0,,0,1,6
13,1963,1963-09-08,1,24.183,SDG,,BUF,W 14-10,2,45,22.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1963,1963-09-14,2,24.189,SDG,,BOS,W 17-13,2,83,41.50,1,0,0,,0,0,0,,0,0,0,,0,1,6
15,1963,1963-09-29,3,24.204,SDG,,KAN,W 24-10,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
16,1963,1963-10-06,4,24.211,SDG,@,DEN,L 34-50,1,26,26.00,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
17,1963,1963-10-13,5,24.218,SDG,,NYJ,W 24-20,4,26,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
18,1963,1963-10-20,6,24.225,SDG,@,KAN,W 38-17,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
19,1963,1963-10-27,7,24.232,SDG,,OAK,L 33-34,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1963,1963-11-02,8,24.238,SDG,@,NYJ,W 53-7,1,8,8.00,1,0,0,,0,1,7,7.00,0,0,0,,0,1,6
21,1963,1963-12-22,14,24.288,SDG,,DEN,W 58-20,2,45,22.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1964,1964-09-20,2,25.195,SDG,,BOS,L 28-33,0,0,,0,0,0,,0,0,0,,0,1,2,2.00,0,0,0
23,1964,1964-09-26,3,25.201,SDG,@,BUF,L 3-30,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
24,1964,1964-10-03,4,25.208,SDG,@,NYJ,T 17-17,1,6,6.00,0,0,0,,0,0,0,,0,2,28,14.00,0,0,0
25,1964,1964-10-09,5,25.214,SDG,@,BOS,W 26-17,0,0,,0,0,0,,0,1,26,26.00,0,2,5,2.50,0,0,0
26,1964,1964-10-18,6,25.223,SDG,,DEN,W 42-14,2,15,7.50,0,0,0,,0,1,20,20.00,0,1,0,0.00,0,0,0
27,1964,1964-10-25,7,25.230,SDG,@,HOU,W 20-17,3,35,11.67,0,0,0,,0,1,24,24.00,0,1,6,6.00,0,0,0
28,1964,1964-12-06,12,25.272,SDG,,NYJ,W 38-3,0,0,,0,1,10,10.00,0,0,0,,0,0,0,,0,0,0
29,1964,1964-12-13,13,25.279,SDG,,KAN,L 6-49,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
30,1964,1964-12-20,14,25.286,SDG,@,OAK,L 20-21,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
31,1965,1965-09-18,2,26.193,NYJ,,KAN,L 10-14,0,0,,0,0,0,,0,3,78,26.00,0,3,36,12.00,0,0,0
32,1965,1965-09-26,3,26.201,NYJ,@,BUF,L 21-33,0,0,,0,0,0,,0,2,30,15.00,0,0,0,,0,0,0
33,1965,1965-10-03,4,26.208,NYJ,@,DEN,L 13-16,0,0,,0,0,0,,0,2,56,28.00,0,0,0,,0,0,0
