ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1999,1999-11-07,8,22.079,NYJ,,ARI,W 12-7,
2,1999,1999-11-15,9,22.087,NYJ,@,NWE,W 24-17,
3,1999,1999-11-21,10,22.093,NYJ,,BUF,W 17-7,
4,1999,1999-12-06,12,22.108,MIN,@,TAM,L 17-24,
5,1999,1999-12-12,13,22.114,MIN,@,KAN,L 28-31,
6,1999,1999-12-20,14,22.122,MIN,,GNB,W 24-20,
7,1999,1999-12-26,15,22.128,MIN,@,NYG,W 34-17,
8,1999,2000-01-02,16,22.135,MIN,,DET,W 24-17,
9,2000,2000-09-24,4,23.035,NWE,@,MIA,L 3-10,
10,2000,2000-10-01,5,23.042,NWE,@,DEN,W 28-19,
11,2000,2000-10-08,6,23.049,NWE,,IND,W 24-16,
12,2000,2000-10-22,8,23.063,NWE,@,IND,L 23-30,
13,2000,2000-11-05,9,23.077,NWE,,BUF,L 13-16,
14,2000,2000-11-12,10,23.084,NWE,@,CLE,L 11-19,
15,2000,2000-11-19,11,23.091,NWE,,CIN,W 16-13,
16,2000,2000-11-23,12,23.095,NWE,@,DET,L 9-34,
17,2000,2000-12-04,13,23.106,NWE,,KAN,W 30-24,
18,2000,2000-12-10,14,23.112,NWE,@,CHI,L 17-24,
19,2000,2000-12-17,15,23.119,NWE,@,BUF,W 13-10,
20,2000,2000-12-24,16,23.126,NWE,,MIA,L 24-27,
