ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1983,1983-09-03,1,23.242,PHI,@,SFO,W 22-17,1,2,2.00,0,0,0,,0,0,0,,0
2,1983,1983-09-11,2,23.250,PHI,,WAS,L 13-23,1,0,0.00,0,1,7,7.00,0,0,0,,0
3,1983,1983-09-18,3,23.257,PHI,@,DEN,W 13-10,0,0,,0,1,11,11.00,0,0,0,,0
4,1983,1983-09-25,4,23.264,PHI,,STL,L 11-14,0,0,,0,0,0,,0,1,14,14.00,0
5,1983,1983-10-02,5,23.271,PHI,@,ATL,W 28-24,0,0,,0,0,0,,0,0,0,,0
6,1983,1983-10-09,6,23.278,PHI,@,NYG,W 17-13,0,0,,0,0,0,,0,1,46,46.00,0
7,1983,1983-10-16,7,23.285,PHI,@,DAL,L 7-37,0,0,,0,0,0,,0,1,18,18.00,0
8,1983,1983-10-23,8,23.292,PHI,,CHI,L 6-7,0,0,,0,0,0,,0,0,0,,0
9,1983,1983-10-30,9,23.299,PHI,,BAL,L 21-22,0,0,,0,0,0,,0,2,39,19.50,0
10,1983,1983-11-06,10,23.306,PHI,,DAL,L 20-27,0,0,,0,0,0,,0,3,66,22.00,0
11,1983,1983-11-13,11,23.313,PHI,@,CHI,L 14-17,3,5,1.67,0,0,0,,0,2,30,15.00,0
12,1983,1983-11-20,12,23.320,PHI,,NYG,L 0-23,0,0,,0,0,0,,0,3,51,17.00,0
13,1983,1983-11-27,13,23.327,PHI,@,WAS,L 24-28,0,0,,0,0,0,,0,0,0,,0
14,1983,1983-12-04,14,23.334,PHI,,RAM,W 13-9,0,0,,0,0,0,,0,0,0,,0
15,1983,1983-12-11,15,23.341,PHI,,NOR,L 17-20,0,0,,0,0,0,,0,0,0,,0
16,1983,1983-12-18,16,23.348,PHI,@,STL,L 7-31,0,0,,0,0,0,,0,1,11,11.00,0
17,1984,1984-09-02,1,24.242,PHI,@,NYG,L 27-28,,,,,,,,,0,0,,0
18,1984,1984-09-09,2,24.249,PHI,,MIN,W 19-17,,,,,,,,,0,0,,0
19,1984,1984-09-16,3,24.256,PHI,@,DAL,L 17-23,0,0,,0,0,0,,0,2,32,16.00,0
20,1984,1984-09-23,4,24.263,PHI,,SFO,L 9-21,,,,,,,,,0,0,,0
21,1984,1984-09-30,5,24.270,PHI,@,WAS,L 0-20,,,,,,,,,0,0,,0
22,1984,1984-10-07,6,24.277,PHI,@,BUF,W 27-17,,,,,,,,,0,0,,0
23,1984,1984-10-14,7,24.284,PHI,,IND,W 16-7,,,,,,,,,0,0,,0
24,1984,1984-10-21,8,24.291,PHI,,NYG,W 24-10,,,,,,,,,0,0,,0
25,1984,1984-10-28,9,24.298,PHI,,STL,L 14-34,0,0,,0,0,0,,0,1,8,8.00,0
26,1984,1984-11-04,10,24.305,PHI,@,DET,T 23-23,,,,,,,,,0,0,,0
27,1984,1984-11-11,11,24.312,PHI,@,MIA,L 23-24,,,,,,,,,0,0,,0
28,1984,1984-11-18,12,24.319,PHI,,WAS,W 16-10,,,,,,,,,0,0,,0
29,1984,1984-11-25,13,24.326,PHI,@,STL,L 16-17,,,,,,,,,0,0,,0
30,1984,1984-12-02,14,24.333,PHI,,DAL,L 10-26,,,,,,,,,0,0,,0
31,1984,1984-12-09,15,24.340,PHI,,NWE,W 27-17,,,,,,,,,0,0,,0
32,1984,1984-12-16,16,24.347,PHI,@,ATL,L 10-26,,,,,,,,,0,0,,0
