ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1989,1989-09-11,1,23.155,WAS,,NYG,L 24-27,
2,1989,1989-09-17,2,23.161,WAS,,PHI,L 37-42,
3,1989,1989-09-24,3,23.168,WAS,@,DAL,W 30-7,
4,1989,1989-10-01,4,23.175,WAS,@,NOR,W 16-14,
5,1989,1989-10-08,5,23.182,WAS,,PHO,W 30-28,
6,1989,1989-10-15,6,23.189,WAS,@,NYG,L 17-20,
7,1989,1989-10-22,7,23.196,WAS,,TAM,W 32-28,
8,1989,1989-10-29,8,23.203,WAS,@,RAI,L 24-37,
9,1989,1989-11-05,9,23.210,WAS,,DAL,L 3-13,
10,1989,1989-11-12,10,23.217,WAS,@,PHI,W 10-3,
11,1989,1989-11-20,11,23.225,WAS,,DEN,L 10-14,
12,1989,1989-11-26,12,23.231,WAS,,CHI,W 38-14,
13,1989,1989-12-03,13,23.238,WAS,@,PHO,W 29-10,
14,1989,1989-12-10,14,23.245,WAS,,SDG,W 26-21,
15,1989,1989-12-17,15,23.252,WAS,@,ATL,W 31-30,
16,1989,1989-12-23,16,23.258,WAS,@,SEA,W 29-0,
17,1990,1990-09-09,1,24.153,WAS,,PHO,W 31-0,
18,1990,1990-09-16,2,24.160,WAS,@,SFO,L 13-26,
19,1990,1990-09-23,3,24.167,WAS,,DAL,W 19-15,1.0
20,1990,1990-09-30,4,24.174,WAS,@,PHO,W 38-10,
21,1990,1990-10-14,5,24.188,WAS,,NYG,L 20-24,
22,1990,1990-10-21,6,24.195,WAS,,PHI,W 13-7,
23,1990,1990-10-28,7,24.202,WAS,@,NYG,L 10-21,
24,1990,1990-12-30,16,24.265,WAS,,BUF,W 29-14,2.0
