ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1990,1990-09-09,1,21.347,NYJ,@,CIN,L 20-25,,,4,35,8.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
2,1990,1990-09-16,2,21.354,NYJ,,CLE,W 24-21,,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
3,1990,1990-09-24,3,21.362,NYJ,,BUF,L 7-30,,,3,41,13.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
4,1990,1990-09-30,4,22.003,NYJ,@,NWE,W 37-13,,,9,175,19.44,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
5,1990,1990-10-07,5,22.010,NYJ,@,MIA,L 16-20,,,2,52,26.00,1,,,1,-8,-8.00,0,0,0,,0,0,0,,,,,,1,6
6,1990,1990-10-14,6,22.017,NYJ,,SDG,L 3-39,,,1,25,25.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
7,1990,1990-10-21,7,22.024,NYJ,@,BUF,L 27-30,,,4,69,17.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
8,1990,1990-11-04,9,22.038,NYJ,,DAL,W 24-9,,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
9,1990,1990-11-11,10,22.045,NYJ,,MIA,L 3-17,,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
10,1990,1990-11-18,11,22.052,NYJ,@,IND,L 14-17,,,3,38,12.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
11,1990,1990-11-25,12,22.059,NYJ,,PIT,L 7-24,,,1,53,53.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
12,1990,1990-12-02,13,22.066,NYJ,@,SDG,L 17-38,,,3,52,17.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
13,1990,1990-12-16,14,22.080,NYJ,,IND,L 21-29,,,5,56,11.20,2,,,0,0,,0,0,0,,0,0,0,,,,,,2,12
14,1990,1990-12-23,15,22.087,NYJ,,NWE,W 42-7,,,4,30,7.50,1,,,1,4,4.00,0,0,0,,0,0,0,,,,,,1,6
15,1990,1990-12-30,16,22.094,NYJ,@,TAM,W 16-14,,,2,36,18.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
16,1991,1991-09-01,1,22.339,NYJ,,TAM,W 16-13,,,2,40,20.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
17,1991,1991-09-08,2,22.346,NYJ,@,SEA,L 13-20,,,6,98,16.33,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
18,1991,1991-09-15,3,22.353,NYJ,,BUF,L 20-23,,,5,94,18.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
19,1991,1991-09-23,4,22.361,NYJ,@,CHI,L 13-19,,,4,44,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
20,1991,1991-09-29,5,23.002,NYJ,,MIA,W 41-23,,,6,98,16.33,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
21,1991,1991-10-06,6,23.009,NYJ,@,CLE,W 17-14,,,5,57,11.40,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
22,1991,1991-10-13,7,23.016,NYJ,,HOU,L 20-23,,,5,51,10.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
23,1991,1991-10-20,8,23.023,NYJ,@,IND,W 17-6,,,4,96,24.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
24,1991,1991-11-03,9,23.037,NYJ,,GNB,W 19-16,,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
25,1991,1991-11-10,10,23.044,NYJ,,IND,L 27-28,,,1,39,39.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
26,1991,1991-11-17,11,23.051,NYJ,@,NWE,W 28-21,,,6,82,13.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
27,1991,1991-11-24,12,23.058,NYJ,,SDG,W 24-3,,,6,74,12.33,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
28,1991,1991-12-01,13,23.065,NYJ,@,BUF,L 13-24,,,3,32,10.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
29,1991,1991-12-08,14,23.072,NYJ,@,DET,L 20-34,,,5,53,10.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
30,1991,1991-12-15,15,23.079,NYJ,,NWE,L 3-6,,,5,53,10.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
31,1991,1991-12-22,16,23.086,NYJ,@,MIA,W 23-20,,,6,70,11.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
32,1992,1992-09-06,1,23.345,NYJ,@,ATL,L 17-20,,11,5,99,19.80,0,45.5%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
33,1992,1992-09-13,2,23.352,NYJ,@,PIT,L 10-27,,8,3,50,16.67,0,37.5%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
34,1992,1992-09-20,3,23.359,NYJ,,SFO,L 14-31,,6,1,10,10.00,0,16.7%,1.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
35,1992,1992-09-27,4,24.000,NYJ,@,RAM,L 10-18,,9,4,71,17.75,0,44.4%,7.89,0,0,,0,0,0,,0,0,0,,,,,,0,0
36,1992,1992-10-04,5,24.007,NYJ,,NWE,W 30-21,,8,6,58,9.67,1,75.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,1,6
37,1992,1992-10-11,6,24.014,NYJ,@,IND,L 3-6,,2,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,,,,0,
38,1992,1992-10-26,7,24.029,NYJ,,BUF,L 20-24,,11,7,80,11.43,0,63.6%,7.27,0,0,,0,0,0,,0,0,0,,,,,,0,0
39,1992,1992-11-01,8,24.035,NYJ,,MIA,W 26-14,,4,2,25,12.50,1,50.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,1,6
40,1992,1992-11-08,9,24.042,NYJ,@,DEN,L 16-27,,3,2,35,17.50,1,66.7%,11.67,0,0,,0,0,0,,0,0,0,,,,,,1,6
41,1992,1992-11-15,10,24.049,NYJ,,CIN,W 17-14,,11,4,67,16.75,0,36.4%,6.09,0,0,,0,0,0,,0,0,0,,,,,,0,0
42,1992,1992-11-22,11,24.056,NYJ,@,NWE,L 3-24,,8,1,6,6.00,0,12.5%,0.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
43,1992,1992-11-29,12,24.063,NYJ,,KAN,L 7-23,,8,2,25,12.50,0,25.0%,3.13,0,0,,0,0,0,,0,0,0,,,,,,0,0
44,1992,1992-12-06,13,24.070,NYJ,@,BUF,W 24-17,,4,4,68,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
45,1992,1992-12-13,14,24.077,NYJ,,IND,L 6-10,,8,1,5,5.00,0,12.5%,0.63,0,0,,0,0,0,,0,0,0,,,,,,0,0
46,1992,1992-12-20,15,24.084,NYJ,@,MIA,L 17-19,,2,2,67,33.50,1,100.0%,33.50,1,21,21.00,0,0,0,,0,0,0,,,,,,1,6
