ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
47,1992,1992-12-26,16,24.090,NYJ,,NOR,L 0-20,,12,6,60,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
48,1993,1993-09-05,1,24.343,NYJ,,DEN,L 20-26,,10,9,140,15.56,1,90.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
49,1993,1993-09-12,2,24.350,NYJ,@,MIA,W 24-14,,9,6,124,20.67,0,66.7%,13.78,0,0,,0,0,0,,0,0,0,,,,,,0,0
50,1993,1993-09-26,3,24.364,NYJ,,NWE,W 45-7,,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
51,1993,1993-10-03,4,25.006,NYJ,,PHI,L 30-35,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
52,1993,1993-10-10,5,25.013,NYJ,@,RAI,L 20-24,,4,3,54,18.00,0,75.0%,13.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
53,1993,1993-10-31,7,25.034,NYJ,@,NYG,W 10-6,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
54,1993,1993-11-07,8,25.041,NYJ,,MIA,W 27-10,,10,7,82,11.71,0,70.0%,8.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
55,1993,1993-11-14,9,25.048,NYJ,@,IND,W 31-17,,8,6,89,14.83,0,75.0%,11.13,0,0,,0,0,0,,0,0,0,,,,,,0,0
56,1993,1993-11-21,10,25.055,NYJ,,CIN,W 17-12,,13,7,47,6.71,0,53.8%,3.62,0,0,,0,0,0,,0,0,0,,,,,,0,0
57,1993,1993-11-28,11,25.062,NYJ,@,NWE,W 6-0,,9,4,81,20.25,0,44.4%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
58,1993,1993-12-05,12,25.069,NYJ,,IND,L 6-9,,9,2,20,10.00,0,22.2%,2.22,1,-6,-6.00,0,0,0,,0,0,0,,,,,,0,0
59,1993,1993-12-11,13,25.075,NYJ,@,WAS,W 3-0,,8,7,82,11.71,0,87.5%,10.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
60,1993,1993-12-18,14,25.082,NYJ,,DAL,L 7-28,,11,7,69,9.86,0,63.6%,6.27,0,0,,0,0,0,,0,0,0,,,,,,0,0
61,1994,1994-09-04,1,25.342,NYJ,@,BUF,W 23-3,,7,5,83,16.60,0,71.4%,11.86,0,0,,0,0,0,,0,0,0,,,,,,0,0
62,1994,1994-09-11,2,25.349,NYJ,,DEN,W 25-22,,13,9,147,16.33,1,69.2%,11.31,0,0,,0,0,0,,0,0,0,,,,,,1,6
63,1994,1994-09-18,3,25.356,NYJ,@,MIA,L 14-28,,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,0,0,,,,,,0,0
64,1994,1994-09-25,4,25.363,NYJ,,CHI,L 7-19,,9,3,33,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
65,1994,1994-10-02,5,26.005,NYJ,@,CLE,L 7-27,,9,5,78,15.60,1,55.6%,8.67,0,0,,0,0,0,,0,0,0,,,,,,1,6
66,1994,1994-10-09,6,26.012,NYJ,,IND,W 16-6,,12,5,46,9.20,0,41.7%,3.83,0,0,,0,0,0,,0,0,0,,,,,,0,0
67,1994,1994-10-16,7,26.019,NYJ,,NWE,W 24-17,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
68,1994,1994-10-30,8,26.033,NYJ,@,IND,L 25-28,,17,9,99,11.00,1,52.9%,5.82,1,-3,-3.00,0,0,0,,0,0,0,,,,,,1,6
69,1994,1994-11-06,9,26.040,NYJ,,BUF,W 22-17,,6,5,87,17.40,1,83.3%,14.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
70,1994,1994-11-13,10,26.047,NYJ,@,GNB,L 10-17,,18,7,72,10.29,1,38.9%,4.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
71,1994,1994-11-20,11,26.054,NYJ,@,MIN,W 31-21,,5,3,36,12.00,1,60.0%,7.20,0,0,,0,0,0,,0,0,0,,,,,,1,6
72,1994,1994-11-27,12,26.061,NYJ,,MIA,L 24-28,,13,7,124,17.71,0,53.8%,9.54,0,0,,0,0,0,,0,0,0,,,,,,0,0
73,1994,1994-12-04,13,26.068,NYJ,@,NWE,L 13-24,,13,5,35,7.00,0,38.5%,2.69,0,0,,0,0,0,,0,0,0,,,,,,0,0
74,1994,1994-12-10,14,26.074,NYJ,,DET,L 7-18,,8,3,35,11.67,0,37.5%,4.38,0,0,,0,0,0,,0,0,0,,,,,,0,0
75,1994,1994-12-18,15,26.082,NYJ,,SDG,L 6-21,,12,6,52,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
76,1994,1994-12-24,16,26.088,NYJ,@,HOU,L 10-24,,8,2,29,14.50,0,25.0%,3.63,0,0,,0,0,0,,0,0,0,,,,,,0,0
77,1995,1995-09-03,1,26.341,ARI,@,WAS,L 7-27,,5,1,15,15.00,0,20.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
78,1995,1995-09-10,2,26.348,ARI,,PHI,L 19-31,,9,6,66,11.00,1,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
79,1995,1995-09-17,3,26.355,ARI,@,DET,W 20-17,,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
80,1995,1995-09-24,4,26.362,ARI,@,DAL,L 20-34,,13,9,154,17.11,1,69.2%,11.85,0,0,,0,1,1,100.00,33,0,0,118.7,0,0,33.00,33.00,1,6
81,1995,1995-10-01,5,27.004,ARI,,KAN,L 3-24,,10,5,66,13.20,0,50.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
82,1995,1995-10-08,6,27.011,ARI,@,NYG,L 21-27,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
83,1995,1995-10-29,8,27.032,ARI,,SEA,W 20-14,,11,6,77,12.83,1,54.5%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
84,1995,1995-11-05,9,27.039,ARI,@,DEN,L 6-38,,9,6,84,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
85,1995,1995-11-12,10,27.046,ARI,,MIN,L 24-30,,7,5,66,13.20,1,71.4%,9.43,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
86,1995,1995-11-19,11,27.053,ARI,@,CAR,L 7-27,,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0
87,1995,1995-11-26,12,27.060,ARI,,ATL,W 40-37,,13,8,121,15.13,1,61.5%,9.31,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
88,1995,1995-11-30,13,27.064,ARI,,NYG,L 6-10,,9,5,68,13.60,0,55.6%,7.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
89,1995,1995-12-09,14,27.073,ARI,@,SDG,L 25-28,,7,5,104,20.80,0,71.4%,14.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
90,1995,1995-12-17,15,27.081,ARI,@,PHI,L 20-21,,6,1,27,27.00,0,16.7%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
91,1995,1995-12-25,16,27.089,ARI,,DAL,L 13-37,,8,1,6,6.00,0,12.5%,0.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
92,1996,1996-09-01,1,27.340,ARI,@,IND,L 13-20,,6,2,11,5.50,0,33.3%,1.83,0,0,,0,0,0,,0,0,0,,,0,,,0,0
93,1996,1996-09-08,2,27.347,ARI,,MIA,L 10-38,,8,4,56,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0
94,1996,1996-09-15,3,27.354,ARI,@,NWE,L 0-31,,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0
95,1996,1996-09-22,4,27.361,ARI,@,NOR,W 28-14,,10,4,91,22.75,1,40.0%,9.10,0,0,,0,0,0,,0,0,0,,,0,,,1,6
96,1996,1996-09-29,5,28.002,ARI,,STL,W 31-28,,16,9,143,15.89,1,56.3%,8.94,0,0,,0,0,0,,0,0,0,,,0,,,1,6
97,1996,1996-10-13,6,28.016,ARI,@,DAL,L 3-17,,10,3,45,15.00,0,30.0%,4.50,0,0,,0,0,0,,0,0,0,,,0,,,0,0
98,1996,1996-10-20,7,28.023,ARI,,TAM,W 13-9,,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0,,,0,,,0,0
99,1996,1996-10-27,8,28.030,ARI,,NYJ,L 21-31,,13,7,143,20.43,1,53.8%,11.00,0,0,,0,0,0,,0,0,0,,,0,,,1,6
100,1996,1996-11-03,9,28.037,ARI,@,NYG,L 8-16,,7,2,36,18.00,0,28.6%,5.14,0,0,,0,0,0,,0,0,0,,,0,,,0,0
101,1996,1996-11-10,10,28.044,ARI,@,WAS,W 37-34,,10,3,91,30.33,0,30.0%,9.10,0,0,,0,0,0,,0,0,0,,,0,,,0,0
102,1996,1996-11-17,11,28.051,ARI,,NYG,W 31-23,,5,2,37,18.50,1,40.0%,7.40,0,0,,0,0,0,,0,0,0,,,0,,,1,6
103,1996,1996-11-24,12,28.058,ARI,,PHI,W 36-30,,15,9,156,17.33,0,60.0%,10.40,0,0,,0,0,0,,0,0,0,,,0,,,0,0
104,1996,1996-12-01,13,28.065,ARI,@,MIN,L 17-41,,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0
105,1996,1996-12-08,14,28.072,ARI,,DAL,L 6-10,,11,4,94,23.50,0,36.4%,8.55,0,0,,0,0,0,,0,0,0,,,0,,,0,0
106,1996,1996-12-15,15,28.079,ARI,,WAS,W 27-26,,10,2,34,17.00,0,20.0%,3.40,0,0,,0,0,0,,0,0,0,,,0,,,0,0
107,1996,1996-12-22,16,28.086,ARI,@,PHI,L 19-29,,12,1,21,21.00,0,8.3%,1.75,0,0,,0,0,0,,0,0,0,,,0,,,0,0
108,1997,1997-08-31,1,28.338,ARI,@,CIN,L 21-24,,15,7,96,13.71,0,46.7%,6.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
109,1997,1997-09-07,2,28.345,ARI,,DAL,W 25-22,,11,6,108,18.00,0,54.5%,9.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
110,1997,1997-09-14,3,28.352,ARI,@,WAS,L 13-19,,11,3,27,9.00,0,27.3%,2.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
111,1997,1997-09-28,4,29.001,ARI,@,TAM,L 18-19,,14,8,147,18.38,1,57.1%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
112,1997,1997-10-05,5,29.008,ARI,,MIN,L 19-20,,11,8,108,13.50,0,72.7%,9.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
113,1997,1997-10-12,6,29.015,ARI,,NYG,L 13-27,,14,4,87,21.75,0,28.6%,6.21,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
114,1997,1997-10-19,7,29.022,ARI,@,PHI,L 10-13,,11,6,101,16.83,0,54.5%,9.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
115,1997,1997-10-26,8,29.029,ARI,,TEN,L 14-41,,17,6,58,9.67,2,35.3%,3.41,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
116,1997,1997-11-02,9,29.036,ARI,,PHI,W 31-21,,12,3,82,27.33,1,25.0%,6.83,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
117,1997,1997-11-09,10,29.043,ARI,@,DAL,L 6-24,,13,6,95,15.83,0,46.2%,7.31,0,0,,0,0,0,,0,0,0,,,0,,,0,0
118,1997,1997-11-16,11,29.050,ARI,@,NYG,L 10-19,,13,8,139,17.38,0,61.5%,10.69,0,0,,0,0,0,,0,0,0,,,0,,,0,0
119,1997,1997-11-23,12,29.057,ARI,@,BAL,W 16-13,,14,8,112,14.00,0,57.1%,8.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0
120,1997,1997-11-30,13,29.064,ARI,,PIT,L 20-26,,13,8,188,23.50,0,61.5%,14.46,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
121,1997,1997-12-07,14,29.071,ARI,,WAS,L 28-38,,11,5,114,22.80,3,45.5%,10.36,0,0,,0,0,0,,0,0,0,,,0,,,3,18
122,1997,1997-12-14,15,29.078,ARI,@,NOR,L 10-27,,15,4,31,7.75,0,26.7%,2.07,0,0,,0,0,0,,0,0,0,,,0,,,0,0
123,1997,1997-12-21,16,29.085,ARI,,ATL,W 29-26,,13,7,91,13.00,1,53.8%,7.00,0,0,,0,0,0,,0,0,0,,,0,,,1,6
124,1998,1998-09-06,1,29.344,ARI,@,DAL,L 10-38,,11,4,84,21.00,0,36.4%,7.64,0,0,,0,0,0,,0,0,0,,,0,,,0,0
125,1998,1998-09-13,2,29.351,ARI,@,SEA,L 14-33,,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,,0,,,0,0
126,1998,1998-09-20,3,29.358,ARI,,PHI,W 17-3,,10,4,27,6.75,0,40.0%,2.70,0,0,,0,0,0,,0,0,0,,,0,,,0,0
127,1998,1998-09-27,4,30.000,ARI,@,STL,W 20-17,,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0,,0,0,0,,,0,,,0,0
128,1998,1998-10-04,5,30.007,ARI,,OAK,L 20-23,,7,4,37,9.25,1,57.1%,5.29,0,0,,0,0,0,,0,0,0,,,0,,,1,6
129,1998,1998-10-11,6,30.014,ARI,,CHI,W 20-7,,7,3,24,8.00,0,42.9%,3.43,0,0,,0,0,0,,0,0,0,,,0,,,0,0
130,1998,1998-10-18,7,30.021,ARI,@,NYG,L 7-34,,10,4,52,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0,,,0,,,0,0
131,1998,1998-11-01,8,30.035,ARI,@,DET,W 17-15,,9,5,107,21.40,1,55.6%,11.89,0,0,,0,0,0,,0,0,0,,,0,,,1,6
132,1998,1998-11-08,9,30.042,ARI,,WAS,W 29-27,,7,2,11,5.50,0,28.6%,1.57,0,0,,0,0,0,,0,0,0,,,0,,,0,0
133,1998,1998-11-15,10,30.049,ARI,,DAL,L 28-35,,14,3,77,25.67,1,21.4%,5.50,0,0,,0,0,0,,0,0,0,,,0,,,1,6
134,1998,1998-11-22,11,30.056,ARI,@,WAS,W 45-42,,9,4,71,17.75,0,44.4%,7.89,0,0,,0,0,0,,0,0,0,,,0,,,0,0
135,1998,1998-11-29,12,30.063,ARI,@,KAN,L 24-34,,15,7,75,10.71,1,46.7%,5.00,0,0,,0,0,0,,0,0,0,,,0,,,1,6
136,1998,1998-12-06,13,30.070,ARI,,NYG,L 19-23,,10,2,49,24.50,0,20.0%,4.90,0,0,,0,0,0,,0,0,0,,,0,,,0,0
137,1998,1998-12-13,14,30.077,ARI,@,PHI,W 20-17,,9,7,109,15.57,1,77.8%,12.11,0,0,,0,0,0,,0,0,0,,,0,,,1,6
138,1998,1998-12-20,15,30.084,ARI,,NOR,W 19-17,,11,9,97,10.78,0,81.8%,8.82,0,0,,0,0,0,,0,0,0,,,0,,,0,0
139,1998,1998-12-27,16,30.091,ARI,,SDG,W 16-13,,9,4,94,23.50,0,44.4%,10.44,0,0,,0,0,0,,0,0,0,,,0,,,0,0
140,1999,1999-09-12,1,30.350,ARI,@,PHI,W 25-24,,8,3,77,25.67,1,37.5%,9.63,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
141,1999,1999-09-19,2,30.357,ARI,@,MIA,L 16-19,*,10,2,48,24.00,0,20.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
142,1999,1999-09-27,3,31.000,ARI,,SFO,L 10-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
143,1999,1999-10-17,6,31.020,ARI,,WAS,L 10-24,,9,1,10,10.00,1,11.1%,1.11,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
144,1999,1999-10-31,7,31.034,ARI,,NWE,L 3-27,,5,2,27,13.50,0,40.0%,5.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
145,1999,1999-11-07,8,31.041,ARI,@,NYJ,L 7-12,*,8,3,98,32.67,0,37.5%,12.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
146,1999,1999-11-14,9,31.048,ARI,,DET,W 23-19,*,7,3,24,8.00,0,42.9%,3.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
147,1999,1999-11-21,10,31.055,ARI,,DAL,W 13-9,*,7,1,21,21.00,1,14.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
148,1999,1999-11-28,11,31.062,ARI,@,NYG,W 34-24,*,9,7,102,14.57,1,77.8%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
149,1999,1999-12-05,12,31.069,ARI,,PHI,W 21-17,*,4,,,,,0.0%,,,,,,,,,,,,,,,,,,
150,1999,1999-12-12,13,31.076,ARI,@,WAS,L 3-28,*,6,4,24,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
151,1999,1999-12-19,14,31.083,ARI,,BUF,L 21-31,*,8,2,38,19.00,1,25.0%,4.75,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
152,1999,1999-12-26,15,31.090,ARI,@,ATL,L 14-37,*,6,3,32,10.67,0,50.0%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
153,1999,2000-01-02,16,31.097,ARI,@,GNB,L 24-49,*,9,6,120,20.00,0,66.7%,13.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
