ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
25,1965,1965-10-10,4,25.282,RAM,@,CHI,L 6-31,3,16,5.33,0,0,0,,0,0,0,0,0,0
26,1965,1965-10-17,5,25.289,RAM,,SFO,L 21-45,5,63,12.60,0,0,0,,0,0,0,0,0,0
27,1965,1965-10-24,6,25.296,RAM,@,BAL,L 20-35,2,32,16.00,0,0,0,,0,0,0,0,0,0
28,1965,1965-10-31,7,25.303,RAM,,DET,L 7-31,5,111,22.20,1,0,0,,0,1,6,0,0,0
29,1965,1965-11-07,8,25.310,RAM,@,MIN,L 13-24,6,52,8.67,1,0,0,,0,1,6,0,0,0
30,1965,1965-11-14,9,25.317,RAM,@,GNB,L 3-6,4,39,9.75,0,0,0,,0,0,0,0,0,0
31,1965,1965-11-21,10,25.324,RAM,@,SFO,L 27-30,3,50,16.67,0,0,0,,0,0,0,0,0,0
32,1965,1965-12-12,13,25.345,RAM,,CLE,W 42-7,3,22,7.33,1,0,0,,0,1,6,0,0,0
33,1965,1965-12-18,14,25.351,RAM,,BAL,L 17-20,4,42,10.50,0,0,0,,0,0,0,0,0,0
34,1966,1966-10-09,5,26.281,RAM,@,DET,W 14-7,0,0,,0,1,8,8.00,0,0,0,0,0,0
35,1966,1966-10-30,8,26.302,RAM,,BAL,L 3-17,6,72,12.00,0,0,0,,0,0,0,0,0,0
36,1966,1966-11-13,10,26.316,RAM,,NYG,W 55-14,7,115,16.43,0,0,0,,0,0,0,0,0,0
37,1966,1966-11-27,12,26.330,RAM,@,BAL,W 23-7,1,4,4.00,0,0,0,,0,0,0,0,0,0
38,1966,1966-12-04,13,26.337,RAM,,DET,W 23-3,3,33,11.00,0,0,0,,0,0,0,0,0,0
39,1966,1966-12-18,14,26.351,RAM,,GNB,L 23-27,6,53,8.83,1,0,0,,0,1,6,0,0,0
40,1967,1967-09-17,1,27.259,MIN,,SFO,L 21-27,1,6,6.00,0,0,0,,0,0,0,0,0,0
41,1967,1967-09-22,2,27.264,MIN,@,RAM,L 3-39,3,63,21.00,0,0,0,,0,0,0,0,0,0
42,1967,1967-10-08,4,27.280,MIN,,STL,L 24-34,1,10,10.00,0,0,0,,0,0,0,0,0,0
43,1967,1967-10-15,5,27.287,MIN,@,GNB,W 10-7,1,14,14.00,0,0,0,,0,0,0,0,0,0
44,1967,1967-11-05,8,27.308,MIN,,NYG,W 27-24,1,14,14.00,0,0,0,,0,0,0,0,0,0
45,1967,1967-11-12,9,27.315,MIN,,DET,T 10-10,2,23,11.50,0,0,0,,0,0,0,0,0,0
46,1967,1967-11-19,10,27.322,MIN,@,CLE,L 10-14,1,4,4.00,0,0,0,,0,0,0,0,0,0
47,1967,1967-12-03,12,27.336,MIN,,GNB,L 27-30,3,36,12.00,0,0,0,,0,0,0,0,0,0
48,1967,1967-12-17,14,27.350,MIN,@,DET,L 3-14,1,14,14.00,0,0,0,,0,0,0,0,0,0
49,1968,1968-10-06,4,28.279,WAS,,PHI,W 17-14,0,0,,0,1,0,0.00,0,0,0,0,0,0
50,1969,1969-10-26,6,29.298,WAS,@,PIT,W 14-7,0,0,,0,0,0,,0,0,0,1,3,0
51,1969,1969-12-07,12,29.340,WAS,@,PHI,W 34-29,0,0,,0,2,31,15.50,0,0,0,0,0,0
52,1970,1970-09-20,1,30.262,WAS,@,SFO,L 17-26,,,,,,,,,,,,,
53,1970,1970-09-27,2,30.269,WAS,@,STL,L 17-27,,,,,,,,,,,,,
54,1970,1970-10-04,3,30.276,WAS,@,PHI,W 33-21,,,,,,,,,,,,,
55,1970,1970-10-11,4,30.283,WAS,,DET,W 31-10,,,,,,,,,,,,,
56,1970,1970-10-19,5,30.291,WAS,@,OAK,L 20-34,,,,,,,,,,,,,
57,1970,1970-10-25,6,30.297,WAS,,CIN,W 20-0,,,,,,,,,,,,,
58,1970,1970-11-01,7,30.304,WAS,@,DEN,W 19-3,,,,,,,,,,,,,
59,1970,1970-11-08,8,30.311,WAS,,MIN,L 10-19,,,,,,,,,,,,,
60,1970,1970-11-15,9,30.318,WAS,@,NYG,L 33-35,,,,,,,,,,,,,
61,1970,1970-11-22,10,30.325,WAS,,DAL,L 21-45,,,,,,,,,,,,,
62,1970,1970-11-29,11,30.332,WAS,,NYG,L 24-27,,,,,,,,,,,,,
63,1970,1970-12-06,12,30.339,WAS,@,DAL,L 0-34,0,0,,0,1,21,21.00,0,0,0,0,0,0
64,1970,1970-12-13,13,30.346,WAS,,PHI,W 24-6,,,,,,,,,,,,,
65,1970,1970-12-20,14,30.353,WAS,,STL,W 28-27,,,,,,,,,,,,,
66,1971,1971-09-19,1,31.261,RAM,@,NOR,L 20-24,,,,,,,,,,,,,
67,1971,1971-09-26,2,31.268,RAM,,ATL,T 20-20,,,,,,,,,,,,,
68,1971,1971-10-03,3,31.275,RAM,,CHI,W 17-3,,,,,,,,,,,,,
69,1971,1971-10-10,4,31.282,RAM,@,SFO,W 20-13,,,,,,,,,,,,,
70,1971,1971-10-17,5,31.289,RAM,@,ATL,W 24-16,0,0,,0,0,0,,0,0,0,2,26,0
71,1971,1971-10-24,6,31.296,RAM,,GNB,W 30-13,0,0,,0,0,0,,0,0,0,1,0,0
72,1971,1971-10-31,7,31.303,RAM,,MIA,L 14-20,,,,,,,,,,,,,
73,1971,1971-11-08,8,31.311,RAM,@,BAL,L 17-24,,,,,,,,,,,,,
74,1971,1971-11-14,9,31.317,RAM,@,DET,W 21-13,,,,,,,,,,,,,
75,1971,1971-11-21,10,31.324,RAM,,SFO,W 17-6,,,,,,,,,,,,,
76,1971,1971-11-25,11,31.328,RAM,@,DAL,L 21-28,,,,,,,,,,,,,
77,1971,1971-12-05,12,31.338,RAM,,NOR,W 45-28,,,,,,,,,,,,,
78,1971,1971-12-13,13,31.346,RAM,,WAS,L 24-38,,,,,,,,,,,,,
79,1971,1971-12-19,14,31.352,RAM,@,PIT,W 23-14,0,0,,0,0,0,,0,0,0,1,12,0
80,1972,1972-09-17,1,32.260,RAM,,NOR,W 34-14,,,,,,,,,,,,,
81,1972,1972-09-24,2,32.267,RAM,@,CHI,T 13-13,,,,,,,,,,,,,
82,1972,1972-10-01,3,32.274,RAM,@,ATL,L 3-31,,,,,,,,,,,,,
83,1972,1972-10-08,4,32.281,RAM,,SFO,W 31-7,,,,,,,,,,,,,
84,1972,1972-10-15,5,32.288,RAM,@,PHI,W 34-3,,,,,,,,,,,,,
85,1972,1972-10-22,6,32.295,RAM,,CIN,W 15-12,,,,,,,,,,,,,
86,1972,1972-10-29,7,32.302,RAM,@,OAK,L 17-45,,,,,,,,,,,,,
87,1972,1972-11-05,8,32.309,RAM,,ATL,W 20-7,0,0,,0,0,0,,0,0,0,1,0,0
88,1972,1972-11-12,9,32.316,RAM,,DEN,L 10-16,0,0,,0,0,0,,0,0,0,1,8,0
89,1972,1972-11-19,10,32.323,RAM,,MIN,L 41-45,,,,,,,,,,,,,
90,1972,1972-11-26,11,32.330,RAM,@,NOR,L 16-19,,,,,,,,,,,,,
91,1972,1972-12-04,12,32.338,RAM,@,SFO,W 26-16,,,,,,,,,,,,,
92,1972,1972-12-10,13,32.344,RAM,@,STL,L 14-24,,,,,,,,,,,,,
93,1972,1972-12-17,14,32.351,RAM,,DET,L 17-34,,,,,,,,,,,,,
94,1973,1973-09-23,2,33.265,PHI,@,NYG,T 23-23,,,,,,,,,,,,,
95,1973,1973-09-30,3,33.272,PHI,,WAS,L 7-28,,,,,,,,,,,,,
96,1973,1973-10-07,4,33.279,PHI,@,BUF,L 26-27,,,,,,,,,,,,,
97,1973,1973-10-14,5,33.286,PHI,@,STL,W 27-24,,,,,,,,,,,,,
98,1973,1973-10-21,6,33.293,PHI,@,MIN,L 21-28,,,,,,,,,,,,,
99,1973,1973-10-28,7,33.300,PHI,,DAL,W 30-16,,,,,,,,,,,,,
100,1973,1973-11-04,8,33.307,PHI,,NWE,W 24-23,,,,,,,,,,,,,
101,1973,1973-11-11,9,33.314,PHI,,ATL,L 27-44,,,,,,,,,,,,,
102,1973,1973-11-18,10,33.321,PHI,@,DAL,L 10-31,,,,,,,,,,,,,
103,1973,1973-11-25,11,33.328,PHI,,NYG,W 20-16,,,,,,,,,,,,,
104,1973,1973-12-02,12,33.335,PHI,@,SFO,L 28-38,,,,,,,,,,,,,
105,1973,1973-12-09,13,33.342,PHI,,NYJ,W 24-23,,,,,,,,,,,,,
106,1973,1973-12-16,14,33.349,PHI,@,WAS,L 20-38,,,,,,,,,,,,,
