ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1962,1962-11-04,8,22.307,RAM,,DET,L 3-12,0,0,,0,0,0,,0,0,0,1,1,0
2,1962,1962-11-25,11,22.328,RAM,@,MIN,T 24-24,0,0,,0,0,0,,0,0,0,1,0,0
3,1963,1963-09-29,3,23.271,RAM,@,CLE,L 6-20,0,0,,0,1,8,8.00,0,0,0,0,0,0
4,1963,1963-10-06,4,23.278,RAM,@,GNB,L 10-42,0,0,,0,1,0,0.00,0,0,0,0,0,0
5,1963,1963-11-24,11,23.327,RAM,,BAL,W 17-16,1,28,28.00,0,0,0,,0,0,0,0,0,0
6,1963,1963-12-01,12,23.334,RAM,@,SFO,W 21-17,3,51,17.00,0,0,0,,0,0,0,0,0,0
7,1963,1963-12-07,13,23.340,RAM,,GNB,L 14-31,3,35,11.67,0,0,0,,0,0,0,0,0,0
8,1963,1963-12-15,14,23.348,RAM,@,BAL,L 16-19,4,38,9.50,0,0,0,,0,0,0,0,0,0
9,1964,1964-09-13,1,24.256,RAM,@,PIT,W 26-14,1,12,12.00,0,0,0,,0,0,0,0,0,0
10,1964,1964-09-19,2,24.262,RAM,,DET,T 17-17,4,38,9.50,0,0,0,,0,0,0,0,0,0
11,1964,1964-10-04,4,24.277,RAM,@,BAL,L 20-35,4,103,25.75,0,0,0,,0,0,0,0,0,0
12,1964,1964-10-11,5,24.284,RAM,@,CHI,L 17-38,1,7,7.00,0,0,0,,0,0,0,0,0,0
13,1964,1964-10-18,6,24.291,RAM,,SFO,W 42-14,2,16,8.00,1,0,0,,0,1,6,0,0,0
14,1964,1964-10-25,7,24.298,RAM,@,GNB,W 27-17,3,30,10.00,0,0,0,,0,0,0,0,0,0
15,1964,1964-11-01,8,24.305,RAM,@,DET,L 17-37,6,100,16.67,0,0,0,,0,0,0,0,0,0
16,1964,1964-11-08,9,24.312,RAM,,PHI,W 20-10,3,23,7.67,0,0,0,,0,0,0,0,0,0
17,1964,1964-11-15,10,24.319,RAM,,CHI,L 24-34,1,44,44.00,0,0,0,,0,0,0,0,0,0
18,1964,1964-11-22,11,24.326,RAM,,BAL,L 7-24,5,63,12.60,0,0,0,,0,0,0,0,0,0
19,1964,1964-11-29,12,24.333,RAM,@,MIN,L 13-34,3,59,19.67,0,0,0,,0,0,0,0,0,0
20,1964,1964-12-06,13,24.340,RAM,@,SFO,L 7-28,5,55,11.00,0,0,0,,0,0,0,0,0,0
21,1964,1964-12-13,14,24.347,RAM,,GNB,T 24-24,3,32,10.67,0,0,0,,0,0,0,0,0,0
22,1965,1965-09-19,1,25.261,RAM,@,DET,L 0-20,1,10,10.00,0,0,0,,0,0,0,0,0,0
23,1965,1965-09-25,2,25.267,RAM,,CHI,W 30-28,2,30,15.00,0,0,0,,0,0,0,0,0,0
24,1965,1965-10-03,3,25.275,RAM,,MIN,L 35-38,6,75,12.50,1,0,0,,0,1,6,0,0,0
