ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1979,1979-09-02,1,23.019,PHI,,NYG,W 23-17,,,,,,,,,
2,1979,1979-09-10,2,23.027,PHI,,ATL,L 10-14,,,,,,,,,
3,1979,1979-09-16,3,23.033,PHI,@,NOR,W 26-14,,,,,,,,,
4,1979,1979-09-23,4,23.040,PHI,@,NYG,W 17-13,,,,,,,,,
5,1979,1979-09-30,5,23.047,PHI,,PIT,W 17-14,,,,,,,,,
6,1979,1979-10-07,6,23.054,PHI,,WAS,W 28-17,,,,,,,,,
7,1979,1979-10-14,7,23.061,PHI,@,STL,W 24-20,,,,,,,,,
8,1979,1979-10-21,8,23.068,PHI,@,WAS,L 7-17,,,,,,,,,
9,1979,1979-10-28,9,23.075,PHI,@,CIN,L 13-37,,,,,,,,,
10,1979,1979-11-04,10,23.082,PHI,,CLE,L 19-24,,,,,,,,,
11,1979,1979-11-12,11,23.090,PHI,@,DAL,W 31-21,,,,,,,,,
12,1979,1979-11-18,12,23.096,PHI,,STL,W 16-13,1,0,0.00,0,0,0,0,0,0
13,1979,1979-11-25,13,23.103,PHI,@,GNB,W 21-10,,,,,,,,,
14,1979,1979-12-02,14,23.110,PHI,,DET,W 44-7,,,,,,,,,
15,1979,1979-12-08,15,23.116,PHI,,DAL,L 17-24,,,,,,,,,
16,1979,1979-12-16,16,23.124,PHI,@,HOU,W 26-20,,,,,,,,,
17,1980,1980-09-07,1,24.024,PHI,,DEN,W 27-6,,,,,,,,,
18,1980,1980-09-14,2,24.031,PHI,@,MIN,W 42-7,,,,,,,,,
19,1980,1980-09-22,3,24.039,PHI,,NYG,W 35-3,,,,,,,,,
20,1980,1980-09-28,4,24.045,PHI,@,STL,L 14-24,,,,,,,,,
21,1980,1980-10-05,5,24.052,PHI,,WAS,W 24-14,,,,,,,,,
22,1980,1980-10-12,6,24.059,PHI,@,NYG,W 31-16,,,,,,,,,
23,1980,1980-10-19,7,24.066,PHI,,DAL,W 17-10,,,,,,,,,
24,1980,1980-10-26,8,24.073,PHI,,CHI,W 17-14,,,,,,,,,
25,1980,1980-11-02,9,24.080,PHI,@,SEA,W 27-20,,,,,,,,,
26,1980,1980-11-09,10,24.087,PHI,@,NOR,W 34-21,,,,,,,,,
27,1980,1980-11-16,11,24.094,PHI,@,WAS,W 24-0,0,0,,0,0,0,1,0,0
28,1980,1980-11-23,12,24.101,PHI,,OAK,W 10-7,,,,,,,,,
29,1980,1980-11-30,13,24.108,PHI,@,SDG,L 21-22,,,,,,,,,
30,1980,1980-12-07,14,24.115,PHI,,ATL,L 17-20,,,,,,,,,
31,1980,1980-12-14,15,24.122,PHI,,STL,W 17-3,,,,,,,,,
32,1980,1980-12-21,16,24.129,PHI,@,DAL,L 27-35,0,0,,0,0,0,1,0,0
33,1981,1981-09-06,1,25.023,PHI,@,NYG,W 24-10,,,,,,,,,
34,1981,1981-09-13,2,25.030,PHI,,NWE,W 13-3,,,,,,,,,
35,1981,1981-09-17,3,25.034,PHI,@,BUF,W 20-14,,,,,,,,,
36,1981,1981-09-27,4,25.044,PHI,,WAS,W 36-13,,,,,,,,,
37,1981,1981-10-05,5,25.052,PHI,,ATL,W 16-13,,,,,,,,,
38,1981,1981-10-11,6,25.058,PHI,@,NOR,W 31-14,,,,,,,,,
39,1981,1981-10-18,7,25.065,PHI,@,MIN,L 23-35,,,,,,,,,
40,1981,1981-10-25,8,25.072,PHI,,TAM,W 20-10,0,0,,0,0,0,1,18,0
41,1981,1981-11-01,9,25.079,PHI,,DAL,L 14-17,,,,,,,,,
42,1981,1981-11-08,10,25.086,PHI,@,STL,W 52-10,,,,,,,,,
43,1981,1981-11-15,11,25.093,PHI,,BAL,W 38-13,,,,,,,,,
44,1981,1981-11-22,12,25.100,PHI,,NYG,L 10-20,,,,,,,,,
45,1981,1981-11-30,13,25.108,PHI,@,MIA,L 10-13,,,,,,,,,
46,1981,1981-12-06,14,25.114,PHI,@,WAS,L 13-15,0,0,,0,0,0,1,25,0
47,1981,1981-12-13,15,25.121,PHI,@,DAL,L 10-21,,,,,,,,,
48,1981,1981-12-20,16,25.128,PHI,,STL,W 38-0,,,,,,,,,
49,1982,1982-09-12,1,26.029,PHI,,WAS,L 34-37,,,,,,,,,
50,1982,1982-09-19,2,26.036,PHI,@,CLE,W 24-21,,,,,,,,,
51,1982,1982-11-21,3,26.099,PHI,,CIN,L 14-18,,,,,,,,,
52,1982,1982-11-28,4,26.106,PHI,@,WAS,L 9-13,,,,,,,,,
53,1982,1982-12-05,5,26.113,PHI,,STL,L 20-23,,,,,,,,,
54,1982,1982-12-11,6,26.119,PHI,@,NYG,L 7-23,,,,,,,,,
55,1982,1982-12-19,7,26.127,PHI,,HOU,W 35-14,0,0,,0,1,6,1,20,1
56,1982,1982-12-26,8,26.134,PHI,@,DAL,W 24-20,,,,,,,,,
57,1982,1983-01-02,9,26.141,PHI,,NYG,L 24-26,,,,,,,,,
58,1983,1983-10-09,6,27.056,SFO,,RAM,L 7-10,,,,,,,,,
59,1983,1983-10-16,7,27.063,SFO,@,NOR,W 32-13,,,,,,,,,
60,1983,1983-10-23,8,27.070,SFO,@,RAM,W 45-35,,,,,,,,,
61,1983,1983-10-30,9,27.077,SFO,,NYJ,L 13-27,,,,,,,,,
62,1983,1983-11-06,10,27.084,SFO,,MIA,L 17-20,,,,,,,,,
63,1983,1983-11-13,11,27.091,SFO,,NOR,W 27-0,,,,,,,,,
64,1983,1983-11-20,12,27.098,SFO,@,ATL,L 24-28,,,,,,,,,
65,1983,1983-11-27,13,27.105,SFO,@,CHI,L 3-13,,,,,,,,,
66,1983,1983-12-04,14,27.112,SFO,,TAM,W 35-21,,,,,,,,,
67,1983,1983-12-11,15,27.119,SFO,@,BUF,W 23-10,,,,,,,,,
68,1983,1983-12-19,16,27.127,SFO,,DAL,W 42-17,,,,,,,,,
