ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1961,1961-09-09,1,22.303,HOU,,OAK,W 55-0,1,18,18.00,0,0,0,,0,0,0
2,1961,1961-10-08,4,22.332,HOU,,BUF,L 12-22,1,11,11.00,0,0,0,,0,0,0
3,1961,1961-10-22,6,22.346,HOU,,DTX,W 38-7,1,13,13.00,0,0,0,,0,0,0
4,1961,1961-11-05,8,22.360,HOU,@,DEN,W 55-14,4,47,11.75,1,0,0,,0,1,6
5,1961,1961-11-12,9,23.002,HOU,,BOS,W 27-15,1,8,8.00,0,0,0,,0,0,0
6,1961,1961-11-26,11,23.016,HOU,,DEN,W 45-14,1,10,10.00,0,0,0,,0,0,0
7,1961,1961-12-03,12,23.023,HOU,,SDG,W 33-13,3,48,16.00,1,0,0,,0,1,6
8,1961,1961-12-10,13,23.030,HOU,@,NYT,W 48-21,1,12,12.00,0,1,13,13.00,0,0,0
9,1961,1961-12-17,14,23.037,HOU,@,OAK,W 47-16,1,5,5.00,0,0,0,,0,0,0
10,1962,1962-09-09,1,23.303,HOU,@,BUF,W 28-23,1,17,17.00,0,0,0,,0,0,0
11,1962,1962-09-16,2,23.310,HOU,@,BOS,L 21-34,3,65,21.67,1,0,0,,0,1,6
12,1962,1962-09-23,3,23.317,HOU,@,SDG,W 42-17,3,40,13.33,0,1,0,0.00,0,0,0
13,1962,1962-10-07,4,23.331,HOU,,BUF,W 17-14,1,9,9.00,0,0,0,,0,0,0
14,1962,1962-10-14,5,23.338,HOU,,NYT,W 56-17,4,65,16.25,2,0,0,,0,2,12
15,1962,1962-10-21,6,23.345,HOU,@,DEN,L 10-20,3,24,8.00,0,0,0,,0,0,0
16,1962,1962-10-28,7,23.352,HOU,,DTX,L 7-31,1,21,21.00,0,0,0,,0,0,0
17,1962,1962-11-04,8,23.359,HOU,@,DTX,W 14-6,1,12,12.00,0,0,0,,0,0,0
18,1962,1962-11-11,9,24.001,HOU,@,OAK,W 28-20,2,37,18.50,0,0,0,,0,0,0
19,1962,1962-11-18,10,24.008,HOU,,BOS,W 21-17,2,55,27.50,1,0,0,,0,1,6
20,1962,1962-11-25,11,24.015,HOU,,SDG,W 33-27,1,28,28.00,0,0,0,,0,0,0
21,1962,1962-12-02,12,24.022,HOU,,DEN,W 34-17,1,10,10.00,0,0,0,,0,0,0
22,1962,1962-12-09,13,24.029,HOU,,OAK,W 32-17,5,114,22.80,1,0,0,,0,1,6
23,1962,1962-12-15,14,24.035,HOU,@,NYT,W 44-10,5,81,16.20,1,0,0,,0,1,6
24,1963,1963-09-07,1,24.301,HOU,,OAK,L 13-24,1,8,8.00,0,0,0,,0,0,0
25,1963,1963-09-14,2,24.308,HOU,,DEN,W 20-14,1,22,22.00,0,0,0,,0,0,0
26,1963,1963-09-22,3,24.316,HOU,@,NYJ,L 17-24,1,11,11.00,0,0,0,,0,0,0
27,1963,1963-09-28,4,24.322,HOU,@,BUF,W 31-20,1,14,14.00,0,0,0,,0,0,0
28,1963,1963-10-06,5,24.330,HOU,@,KAN,L 7-28,4,43,10.75,0,0,0,,0,0,0
29,1963,1963-10-13,6,24.337,HOU,@,DEN,W 33-24,5,68,13.60,1,0,0,,0,1,6
30,1963,1963-10-20,7,24.344,HOU,,BUF,W 28-14,2,34,17.00,1,0,0,,0,1,6
31,1963,1963-10-27,8,24.351,HOU,,KAN,W 28-7,4,62,15.50,2,0,0,,0,2,12
32,1963,1963-11-01,9,24.356,HOU,@,BOS,L 3-45,2,41,20.50,0,0,0,,0,0,0
33,1963,1963-11-10,10,25.000,HOU,,NYJ,W 31-27,2,23,11.50,0,0,0,,0,0,0
34,1963,1963-12-01,11,25.021,HOU,@,SDG,L 0-27,1,22,22.00,0,0,0,,0,0,0
35,1963,1963-12-08,12,25.028,HOU,,BOS,L 28-46,4,73,18.25,0,0,0,,0,0,0
36,1963,1963-12-15,13,25.035,HOU,,SDG,L 14-20,2,45,22.50,0,0,0,,0,0,0
37,1963,1963-12-22,14,25.042,HOU,@,OAK,L 49-52,3,64,21.33,1,0,0,,0,1,6
38,1964,1964-09-12,1,25.307,HOU,@,SDG,L 21-27,2,18,9.00,1,0,0,,0,1,6
39,1964,1964-09-27,3,25.322,HOU,@,DEN,W 38-17,1,10,10.00,0,0,0,,0,0,0
40,1964,1964-10-04,4,25.329,HOU,@,KAN,L 7-28,1,7,7.00,0,0,0,,0,0,0
41,1964,1964-10-11,5,25.336,HOU,,BUF,L 17-48,1,20,20.00,0,0,0,,0,0,0
42,1964,1964-10-17,6,25.342,HOU,@,NYJ,L 21-24,1,9,9.00,0,0,0,,0,0,0
43,1964,1964-11-15,10,26.005,HOU,@,OAK,L 10-20,2,17,8.50,1,0,0,,0,1,6
44,1965,1965-09-12,1,26.306,HOU,,NYJ,W 27-21,1,12,12.00,0,0,0,,0,0,0
45,1965,1965-09-19,2,26.313,HOU,,BOS,W 31-10,1,9,9.00,0,0,0,,0,0,0
46,1965,1965-10-03,4,26.327,HOU,@,SDG,L 14-31,1,31,31.00,0,0,0,,0,0,0
47,1965,1965-10-24,6,26.348,HOU,,KAN,W 38-36,4,47,11.75,1,0,0,,0,1,6
48,1965,1965-11-21,10,27.011,HOU,@,NYJ,L 14-41,2,55,27.50,0,0,0,,0,0,0
49,1965,1965-12-12,13,27.032,HOU,,SDG,L 26-37,4,59,14.75,0,0,0,,0,0,0
50,1965,1965-12-18,14,27.038,HOU,@,BOS,L 14-42,2,13,6.50,0,0,0,,0,0,0
51,1966,1966-09-03,1,27.297,HOU,,DEN,W 45-7,3,47,15.67,1,0,0,,0,1,6
52,1966,1966-09-10,2,27.304,HOU,,OAK,W 31-0,4,53,13.25,0,0,0,,0,0,0
53,1966,1966-09-18,3,27.312,HOU,@,NYJ,L 13-52,1,15,15.00,0,0,0,,0,0,0
54,1966,1966-09-25,4,27.319,HOU,@,BUF,L 20-27,3,27,9.00,0,0,0,,0,0,0
55,1966,1966-10-02,5,27.326,HOU,@,DEN,L 38-40,4,76,19.00,1,0,0,,0,1,6
56,1966,1966-12-04,12,28.024,HOU,,SDG,L 22-28,3,44,14.67,0,0,0,,0,0,0
57,1966,1966-12-11,13,28.031,HOU,,BOS,L 14-38,1,19,19.00,0,0,0,,0,0,0
58,1966,1966-12-18,14,28.038,HOU,@,MIA,L 28-29,4,58,14.50,1,0,0,,0,1,6
