ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
1,2005,2005-12-11,13,23.125,CHI,@,PIT,L 9-21,,,,,,
2,2005,2005-12-18,14,23.132,CHI,,ATL,W 16-3,,,,,,
3,2005,2006-01-01,16,23.146,CHI,@,MIN,L 10-34,,,,,,
4,2006,2006-09-17,2,24.040,CLE,@,CIN,L 17-34,,,,,,
5,2006,2006-09-24,3,24.047,CLE,,BAL,L 14-15,*,,,,,
6,2006,2006-10-01,4,24.054,CLE,@,OAK,W 24-21,*,,,,,
7,2006,2006-10-08,5,24.061,CLE,@,CAR,L 12-20,*,,,,,
8,2006,2006-10-22,6,24.075,CLE,,DEN,L 7-17,*,,,,,
9,2006,2006-10-29,7,24.082,CLE,,NYJ,W 20-13,*,,,,,
10,2006,2006-11-12,9,24.096,CLE,@,ATL,W 17-13,*,,,,,
11,2006,2006-11-19,10,24.103,CLE,,PIT,L 20-24,*,1,6,2,78,1
12,2006,2006-11-26,11,24.110,CLE,,CIN,L 0-30,*,,,,,
13,2006,2006-12-03,12,24.117,CLE,,KAN,W 31-28,,0,0,1,0,0
14,2006,2006-12-07,13,24.121,CLE,@,PIT,L 7-27,*,,,,,
15,2006,2006-12-17,14,24.131,CLE,@,BAL,L 17-27,*,,,,,
16,2006,2006-12-24,15,24.138,CLE,,TAM,L 7-22,*,0,0,1,8,0
17,2006,2006-12-31,16,24.145,CLE,@,HOU,L 6-14,*,0,0,1,41,0
18,2007,2007-09-09,1,25.032,CLE,,PIT,L 7-34,,,,,,
19,2007,2007-09-23,3,25.046,CLE,@,OAK,L 24-26,,,,,,
20,2007,2007-09-30,4,25.053,CLE,,BAL,W 27-13,*,,,,,
21,2007,2007-10-07,5,25.060,CLE,@,NWE,L 17-34,*,,,,,
22,2007,2007-10-14,6,25.067,CLE,,MIA,W 41-31,*,,,,,
23,2007,2007-10-28,7,25.081,CLE,@,STL,W 27-20,,,,,,
24,2007,2007-11-04,8,25.088,CLE,,SEA,W 33-30,,,,,,
25,2007,2007-11-11,9,25.095,CLE,@,PIT,L 28-31,,,,,,
26,2007,2007-11-18,10,25.102,CLE,@,BAL,W 33-30,,,,,,
27,2007,2007-11-25,11,25.109,CLE,,HOU,W 27-17,*,,,,,
28,2007,2007-12-02,12,25.116,CLE,@,ARI,L 21-27,*,,,,,
29,2007,2007-12-09,13,25.123,CLE,@,NYJ,W 24-18,*,,,,,
30,2007,2007-12-16,14,25.130,CLE,,BUF,W 8-0,,,,,,
31,2007,2007-12-23,15,25.137,CLE,@,CIN,L 14-19,,,,,,
32,2007,2007-12-30,16,25.144,CLE,,SFO,W 20-7,,,,,,
