ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2000,2000-09-03,1,25.163,NYG,,ARI,W 21-16,,0,,,,,0.0%,
2,2000,2000-09-10,2,25.170,NYG,@,PHI,W 33-18,,,,,,,0.0%,
3,2000,2000-09-24,4,25.184,NYG,,WAS,L 6-16,,,,,,,0.0%,
4,2000,2000-10-08,6,25.198,NYG,@,ATL,W 13-6,,0,,,,,0.0%,
5,2000,2000-10-29,8,25.219,NYG,,PHI,W 24-7,,,,,,,0.0%,
6,2000,2000-11-05,9,25.226,NYG,@,CLE,W 24-3,,2,1,13,13.00,0,50.0%,6.50
7,2000,2000-11-12,10,25.233,NYG,,STL,L 24-38,,1,,,,,0.0%,
8,2000,2000-11-19,11,25.240,NYG,,DET,L 21-31,,2,1,27,27.00,0,50.0%,13.50
9,2000,2000-11-26,12,25.247,NYG,@,ARI,W 31-7,,,,,,,0.0%,
10,2000,2000-12-03,13,25.254,NYG,@,WAS,W 9-7,,0,,,,,0.0%,
11,2000,2000-12-10,14,25.261,NYG,,PIT,W 30-10,,0,,,,,0.0%,
12,2000,2000-12-17,15,25.268,NYG,@,DAL,W 17-13,,,,,,,0.0%,
13,2000,2000-12-23,16,25.274,NYG,,JAX,W 28-25,,0,,,,,0.0%,
14,2001,2001-09-10,1,26.170,NYG,@,DEN,L 20-31,,3,1,20,20.00,0,33.3%,6.67
15,2001,2001-09-23,2,26.183,NYG,@,KAN,W 13-3,,1,,,,,0.0%,
16,2001,2001-09-30,3,26.190,NYG,,NOR,W 21-13,,,,,,,0.0%,
17,2001,2001-10-07,4,26.197,NYG,,WAS,W 23-9,,,,,,,0.0%,
18,2001,2001-10-14,5,26.204,NYG,@,STL,L 14-15,,1,,,,,0.0%,
19,2001,2001-10-22,6,26.212,NYG,,PHI,L 9-10,,0,,,,,0.0%,
20,2001,2001-10-28,7,26.218,NYG,@,WAS,L 21-35,,,,,,,0.0%,
21,2001,2001-11-04,8,26.225,NYG,,DAL,W 27-24,,0,,,,,0.0%,
22,2001,2001-11-11,9,26.232,NYG,@,ARI,W 17-10,,0,,,,,0.0%,
23,2001,2001-11-19,10,26.240,NYG,@,MIN,L 16-28,,0,,,,,0.0%,
24,2001,2001-11-25,11,26.246,NYG,,OAK,L 10-28,,,,,,,0.0%,
25,2001,2001-12-09,12,26.260,NYG,@,DAL,L 13-20,,1,,,,,0.0%,
26,2001,2001-12-15,13,26.266,NYG,,ARI,W 17-13,,0,,,,,0.0%,
27,2001,2001-12-23,14,26.274,NYG,,SEA,W 27-24,,0,,,,,0.0%,
28,2001,2001-12-30,15,26.281,NYG,@,PHI,L 21-24,,,,,,,0.0%,
29,2001,2002-01-06,16,26.288,NYG,,GNB,L 25-34,,2,2,14,7.00,0,100.0%,7.00
