ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-09-12,1,26.202,NYG,@,WAS,L 17-19,0,0,,0,1,12,12.00,0,0,0
2,1976,1976-09-19,2,26.209,NYG,@,PHI,L 7-20,0,0,,0,1,19,19.00,0,0,0
3,1976,1976-09-26,3,26.216,NYG,@,RAM,L 10-24,1,14,14.00,0,2,45,22.50,0,0,0
4,1976,1976-10-03,4,26.223,NYG,@,STL,L 21-27,1,31,31.00,0,0,0,,0,0,0
5,1976,1976-10-10,5,26.230,NYG,,DAL,L 14-24,,,,,,,,,,
6,1976,1976-10-17,6,26.237,NYG,@,MIN,L 7-24,0,0,,0,1,23,23.00,0,0,0
7,1976,1976-10-24,7,26.244,NYG,,PIT,L 0-27,,,,,,,,,,
8,1976,1976-10-31,8,26.251,NYG,,PHI,L 0-10,,,,,,,,,,
9,1976,1976-11-07,9,26.258,NYG,@,DAL,L 3-9,,,,,,,,,,
10,1976,1976-11-14,10,26.265,NYG,,WAS,W 12-9,,,,,,,,,,
11,1976,1976-11-21,11,26.272,NYG,@,DEN,L 13-14,1,4,4.00,0,0,0,,0,0,0
12,1976,1976-11-28,12,26.279,NYG,,SEA,W 28-16,1,3,3.00,1,1,10,10.00,0,1,6
13,1976,1976-12-05,13,26.286,NYG,,DET,W 24-10,,,,,,,,,,
14,1976,1976-12-12,14,26.293,NYG,,STL,L 14-17,,,,,,,,,,
15,1977,1977-09-18,1,27.207,NYG,,WAS,W 20-17,1,8,8.00,1,0,0,,0,1,6
16,1977,1977-09-25,2,27.214,NYG,@,DAL,L 21-41,,,,,,,,,,
17,1977,1977-10-02,3,27.221,NYG,@,ATL,L 3-17,0,0,,0,1,5,5.00,0,0,0
18,1977,1977-10-09,4,27.228,NYG,,PHI,L 10-28,0,0,,0,2,33,16.50,0,0,0
