ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1994,1994-12-04,13,24.145,BUF,@,MIA,W 42-31,
2,1994,1994-12-11,14,24.152,BUF,,MIN,L 17-21,
3,1994,1994-12-18,15,24.159,BUF,,NWE,L 17-41,
4,1994,1994-12-24,16,24.165,BUF,@,IND,L 9-10,
5,1995,1995-09-03,1,25.053,BUF,@,DEN,L 7-22,
6,1995,1995-09-10,2,25.060,BUF,,CAR,W 31-9,
7,1995,1995-09-17,3,25.067,BUF,,IND,W 20-14,
8,1995,1995-10-02,4,25.082,BUF,@,CLE,W 22-19,
9,1995,1995-10-08,5,25.088,BUF,,NYJ,W 29-10,
10,1995,1995-10-15,6,25.095,BUF,,SEA,W 27-21,
11,1995,1995-10-23,7,25.103,BUF,@,NWE,L 14-27,
12,1995,1995-10-29,8,25.109,BUF,@,MIA,L 6-23,
13,1995,1995-11-05,9,25.116,BUF,@,IND,W 16-10,
14,1995,1995-11-12,10,25.123,BUF,,ATL,W 23-17,
15,1995,1995-11-19,11,25.130,BUF,@,NYJ,W 28-26,
16,1995,1995-11-26,12,25.137,BUF,,NWE,L 25-35,
17,1995,1995-12-03,13,25.144,BUF,@,SFO,L 17-27,
18,1995,1995-12-10,14,25.151,BUF,@,STL,W 45-27,
19,1995,1995-12-17,15,25.158,BUF,,MIA,W 23-20,
20,1995,1995-12-24,16,25.165,BUF,,HOU,L 17-28,
21,1996,1996-09-01,1,26.051,BUF,@,NYG,W 23-20,
22,1996,1996-09-08,2,26.058,BUF,,NWE,W 17-10,
23,1996,1996-09-16,3,26.066,BUF,@,PIT,L 6-24,
24,1996,1996-09-22,4,26.072,BUF,,DAL,W 10-7,
25,1996,1996-10-06,5,26.086,BUF,,IND,W 16-13,
26,1996,1996-10-13,6,26.093,BUF,,MIA,L 7-21,
27,1996,1996-10-20,7,26.100,BUF,@,NYJ,W 25-22,
28,1996,1996-10-27,8,26.107,BUF,@,NWE,L 25-28,
29,1996,1996-11-03,9,26.114,BUF,,WAS,W 38-13,
30,1996,1996-11-10,10,26.121,BUF,@,PHI,W 24-17,
31,1996,1996-11-17,11,26.128,BUF,,CIN,W 31-17,
32,1996,1996-11-24,12,26.135,BUF,,NYJ,W 35-10,
33,1996,1996-12-01,13,26.142,BUF,@,IND,L 10-13,
34,1996,1996-12-08,14,26.149,BUF,@,SEA,L 18-26,
35,1996,1996-12-16,15,26.157,BUF,@,MIA,L 14-16,
36,1996,1996-12-22,16,26.163,BUF,,KAN,W 20-9,
37,1997,1997-08-31,1,27.050,BUF,,MIN,L 13-34,
38,1997,1997-09-07,2,27.057,BUF,@,NYJ,W 28-22,
39,1997,1997-09-14,3,27.064,BUF,@,KAN,L 16-22,
40,1997,1997-09-21,4,27.071,BUF,,IND,W 37-35,
41,1997,1997-10-05,5,27.085,BUF,,DET,W 22-13,
42,1997,1997-10-12,6,27.092,BUF,@,NWE,L 6-33,
43,1997,1997-10-20,7,27.100,BUF,@,IND,W 9-6,
44,1997,1997-10-26,8,27.106,BUF,,DEN,L 20-23,
45,1997,1997-11-02,9,27.113,BUF,,MIA,W 9-6,
46,1997,1997-11-09,10,27.120,BUF,,NWE,L 10-31,
47,1997,1997-11-17,11,27.128,BUF,@,MIA,L 13-30,
48,1997,1997-11-23,12,27.134,BUF,@,TEN,L 14-31,
49,1997,1997-11-30,13,27.141,BUF,,NYJ,W 20-10,
50,1997,1997-12-07,14,27.148,BUF,@,CHI,L 3-20,
51,1997,1997-12-14,15,27.155,BUF,,JAX,L 14-20,
52,1997,1997-12-20,16,27.161,BUF,@,GNB,L 21-31,
53,1998,1998-09-06,1,28.056,BUF,@,SDG,L 14-16,
54,1998,1998-09-13,2,28.063,BUF,@,MIA,L 7-13,
