ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1967,1967-09-24,2,22.077,SFO,,ATL,W 38-7,2,13,6.50,0,0,0
2,1969,1969-09-21,2,24.074,CIN,,SDG,W 34-20,1,44,44.00,0,0,0
3,1969,1969-11-02,8,24.116,CIN,,OAK,W 31-17,2,43,21.50,2,2,12
4,1969,1969-11-16,10,24.130,CIN,,BOS,L 14-25,4,80,20.00,0,0,0
5,1969,1969-11-30,12,24.144,CIN,@,BUF,L 13-16,1,23,23.00,0,0,0
6,1969,1969-12-07,13,24.151,CIN,@,OAK,L 17-37,1,8,8.00,0,0,0
7,1969,1969-12-14,14,24.158,CIN,@,DEN,L 16-27,1,7,7.00,0,0,0
8,1970,1970-09-20,1,25.073,CIN,,OAK,W 31-21,1,13,13.00,0,0,0
9,1970,1970-09-27,2,25.080,CIN,@,DET,L 3-38,2,46,23.00,0,0,0
10,1970,1970-10-04,3,25.087,CIN,,HOU,L 13-20,2,31,15.50,0,0,0
11,1970,1970-10-18,5,25.101,CIN,,KAN,L 19-27,6,68,11.33,0,0,0
12,1970,1970-10-25,6,25.108,CIN,@,WAS,L 0-20,1,12,12.00,0,0,0
13,1970,1970-11-02,7,25.116,CIN,@,PIT,L 10-21,1,11,11.00,0,0,0
14,1970,1970-11-08,8,25.122,CIN,@,BUF,W 43-14,1,13,13.00,0,0,0
15,1970,1970-11-15,9,25.129,CIN,,CLE,W 14-10,3,67,22.33,0,0,0
16,1970,1970-11-22,10,25.136,CIN,,PIT,W 34-7,4,60,15.00,0,0,0
17,1970,1970-11-29,11,25.143,CIN,,NOR,W 26-6,3,59,19.67,0,0,0
18,1970,1970-12-06,12,25.150,CIN,@,SDG,W 17-14,2,18,9.00,0,0,0
19,1970,1970-12-13,13,25.157,CIN,@,HOU,W 30-20,3,45,15.00,0,0,0
20,1970,1970-12-20,14,25.164,CIN,,BOS,W 45-7,3,99,33.00,1,1,6
21,1971,1971-10-17,5,26.100,CIN,,CLE,L 24-27,3,43,14.33,0,0,0
22,1971,1971-10-24,6,26.107,CIN,@,OAK,L 27-31,2,20,10.00,0,0,0
23,1971,1971-11-07,8,26.121,CIN,,ATL,L 6-9,2,24,12.00,0,0,0
24,1971,1971-11-14,9,26.128,CIN,@,DEN,W 24-10,1,7,7.00,0,0,0
25,1971,1971-11-21,10,26.135,CIN,,HOU,W 28-13,5,54,10.80,0,0,0
26,1971,1971-11-28,11,26.142,CIN,,SDG,W 31-0,5,42,8.40,0,0,0
27,1971,1971-12-05,12,26.149,CIN,@,CLE,L 27-31,3,26,8.67,0,0,0
28,1971,1971-12-12,13,26.156,CIN,,PIT,L 13-21,3,43,14.33,0,0,0
29,1971,1971-12-19,14,26.163,CIN,@,NYJ,L 21-35,3,27,9.00,1,1,6
30,1972,1972-09-17,1,27.070,CIN,@,NWE,W 31-7,3,42,14.00,0,0,0
31,1972,1972-09-24,2,27.077,CIN,,PIT,W 15-10,2,32,16.00,0,0,0
32,1972,1972-10-01,3,27.084,CIN,@,CLE,L 6-27,4,50,12.50,0,0,0
33,1972,1972-10-08,4,27.091,CIN,,DEN,W 21-10,1,12,12.00,1,1,6
34,1972,1972-10-15,5,27.098,CIN,@,KAN,W 23-16,3,69,23.00,0,0,0
35,1972,1972-10-22,6,27.105,CIN,@,RAM,L 12-15,5,61,12.20,0,0,0
36,1972,1972-10-29,7,27.112,CIN,,HOU,W 30-7,5,51,10.20,0,0,0
37,1972,1972-11-05,8,27.119,CIN,@,PIT,L 17-40,4,59,14.75,1,1,6
38,1972,1972-11-12,9,27.126,CIN,,OAK,L 14-20,4,71,17.75,1,1,6
39,1972,1972-11-19,10,27.133,CIN,,BAL,L 19-20,5,62,12.40,0,0,0
40,1972,1972-11-26,11,27.140,CIN,@,CHI,W 13-3,4,44,11.00,0,0,0
41,1972,1972-12-03,12,27.147,CIN,,NYG,W 13-10,5,73,14.60,0,0,0
42,1972,1972-12-09,13,27.153,CIN,,CLE,L 24-27,8,116,14.50,0,0,0
43,1972,1972-12-17,14,27.161,CIN,@,HOU,W 61-17,4,50,12.50,0,0,0
44,1973,1973-09-16,1,28.069,CIN,@,DEN,L 10-28,4,45,11.25,0,0,0
45,1973,1973-09-23,2,28.076,CIN,,HOU,W 24-10,1,18,18.00,0,0,0
46,1973,1973-09-30,3,28.083,CIN,@,SDG,W 20-13,1,9,9.00,0,0,0
47,1973,1973-11-04,8,28.118,CIN,@,DAL,L 10-38,1,5,5.00,0,0,0
48,1974,1974-09-15,1,29.068,CIN,,CLE,W 33-7,2,28,14.00,0,0,0
49,1974,1974-09-22,2,29.075,CIN,,SDG,L 17-20,2,16,8.00,0,0,0
50,1974,1974-09-29,3,29.082,CIN,@,SFO,W 21-3,1,12,12.00,0,0,0
51,1974,1974-10-06,4,29.089,CIN,,WAS,W 28-17,2,25,12.50,0,0,0
52,1974,1974-10-13,5,29.096,CIN,@,CLE,W 34-24,4,45,11.25,0,0,0
53,1974,1974-10-20,6,29.103,CIN,@,OAK,L 27-30,2,21,10.50,0,0,0
54,1974,1974-10-27,7,29.110,CIN,,HOU,L 21-34,5,66,13.20,0,0,0
55,1974,1974-11-03,8,29.117,CIN,@,BAL,W 24-14,3,32,10.67,0,0,0
56,1974,1974-11-10,9,29.124,CIN,,PIT,W 17-10,3,39,13.00,0,0,0
57,1974,1974-11-17,10,29.131,CIN,@,HOU,L 3-20,4,55,13.75,0,0,0
58,1974,1974-11-24,11,29.138,CIN,,KAN,W 33-6,1,11,11.00,1,1,6
59,1974,1974-12-02,12,29.146,CIN,@,MIA,L 3-24,2,22,11.00,0,0,0
60,1974,1974-12-08,13,29.152,CIN,,DET,L 19-23,1,11,11.00,0,0,0
61,1975,1975-09-21,1,30.074,CIN,,CLE,W 24-17,2,25,12.50,0,0,0
62,1975,1975-09-28,2,30.081,CIN,@,NOR,W 21-0,1,13,13.00,0,0,0
63,1975,1975-10-05,3,30.088,CIN,@,HOU,W 21-19,4,46,11.50,0,0,0
64,1975,1975-10-12,4,30.095,CIN,,NWE,W 27-10,6,67,11.17,0,0,0
65,1975,1975-10-26,6,30.109,CIN,@,ATL,W 21-14,1,12,12.00,0,0,0
66,1975,1975-11-02,7,30.116,CIN,,PIT,L 24-30,2,41,20.50,1,1,6
67,1975,1975-11-09,8,30.123,CIN,@,DEN,W 17-16,4,37,9.25,0,0,0
68,1975,1975-11-17,9,30.131,CIN,,BUF,W 33-24,7,108,15.43,0,0,0
69,1975,1975-11-30,11,30.144,CIN,,HOU,W 23-19,2,52,26.00,2,2,12
70,1975,1975-12-07,12,30.151,CIN,@,PHI,W 31-0,2,30,15.00,0,0,0
71,1975,1975-12-13,13,30.157,CIN,@,PIT,L 14-35,5,96,19.20,0,0,0
72,1976,1976-09-12,1,31.065,CIN,,DEN,W 17-7,5,88,17.60,1,1,6
73,1976,1976-09-19,2,31.072,CIN,@,BAL,L 27-28,2,62,31.00,0,0,0
74,1976,1976-09-26,3,31.079,CIN,,GNB,W 28-7,2,20,10.00,0,0,0
75,1976,1976-10-03,4,31.086,CIN,@,CLE,W 45-24,3,38,12.67,0,0,0
76,1976,1976-10-10,5,31.093,CIN,,TAM,W 21-0,1,5,5.00,0,0,0
77,1976,1976-10-17,6,31.100,CIN,@,PIT,L 6-23,1,9,9.00,0,0,0
78,1976,1976-10-31,8,31.114,CIN,,CLE,W 21-6,1,5,5.00,0,0,0
79,1976,1976-11-14,10,31.128,CIN,,HOU,W 31-27,1,21,21.00,0,0,0
80,1976,1976-11-28,12,31.142,CIN,,PIT,L 3-7,1,19,19.00,0,0,0
