ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2001,2001-10-07,4,24.210,JAX,@,SEA,L 15-24,,
2,2001,2001-10-18,5,24.221,JAX,,BUF,L 10-13,*,
3,2001,2001-10-28,6,24.231,JAX,@,BAL,L 17-18,,
4,2001,2001-11-04,7,24.238,JAX,@,TEN,L 24-28,,
5,2001,2001-11-25,10,24.259,JAX,,BAL,L 21-24,,
6,2001,2001-12-03,11,24.267,JAX,,GNB,L 21-28,,
7,2001,2001-12-09,12,24.273,JAX,@,CIN,W 14-10,,
8,2001,2001-12-16,13,24.280,JAX,@,CLE,W 15-10,,1.0
9,2001,2001-12-23,14,24.287,JAX,@,MIN,W 33-3,,
10,2001,2001-12-30,15,24.294,JAX,,KAN,L 26-30,,
11,2001,2002-01-06,16,24.301,JAX,@,CHI,L 13-33,*,
12,2002,2002-09-08,1,25.181,JAX,,IND,L 25-28,*,
13,2002,2002-09-15,2,25.188,JAX,@,KAN,W 23-16,,
14,2002,2002-09-29,3,25.202,JAX,,NYJ,W 28-3,,
15,2002,2002-10-06,4,25.209,JAX,,PHI,W 28-25,*,
16,2002,2002-10-13,5,25.216,JAX,@,TEN,L 14-23,,
17,2002,2002-10-20,6,25.223,JAX,@,BAL,L 10-17,,
18,2002,2002-10-27,7,25.230,JAX,,HOU,L 19-21,,
19,2002,2002-11-03,8,25.237,JAX,@,NYG,L 17-24,,
20,2002,2002-11-10,9,25.244,JAX,,WAS,W 26-7,,
21,2002,2002-11-24,11,25.258,JAX,@,DAL,L 19-21,,1.0
22,2002,2002-12-01,12,25.265,JAX,,PIT,L 23-25,,
23,2002,2002-12-08,13,25.272,JAX,,CLE,L 20-21,,
24,2002,2002-12-15,14,25.279,JAX,@,CIN,W 29-15,,
25,2002,2002-12-22,15,25.286,JAX,,TEN,L 10-28,,
26,2002,2002-12-29,16,25.293,JAX,@,IND,L 13-20,,
27,2003,2003-09-07,1,26.180,JAX,@,CAR,L 23-24,,
28,2003,2003-09-14,2,26.187,JAX,,BUF,L 17-38,,
29,2004,2004-09-12,1,27.185,CLE,,BAL,W 20-3,,
30,2004,2004-09-19,2,27.192,CLE,@,DAL,L 12-19,,
31,2004,2004-09-26,3,27.199,CLE,@,NYG,L 10-27,,
32,2004,2004-10-03,4,27.206,CLE,,WAS,W 17-13,,
33,2004,2004-10-10,5,27.213,CLE,@,PIT,L 23-34,,
34,2004,2004-10-17,6,27.220,CLE,,CIN,W 34-17,,
35,2004,2004-10-24,7,27.227,CLE,,PHI,L 31-34,,
36,2004,2004-11-07,8,27.241,CLE,@,BAL,L 13-27,,
37,2004,2004-11-14,9,27.248,CLE,,PIT,L 10-24,,
38,2004,2004-11-21,10,27.255,CLE,,NYJ,L 7-10,,
39,2004,2004-11-28,11,27.262,CLE,@,CIN,L 48-58,,
40,2004,2004-12-05,12,27.269,CLE,,NWE,L 15-42,,
41,2004,2004-12-12,13,27.276,CLE,@,BUF,L 7-37,,
42,2004,2004-12-19,14,27.283,CLE,,SDG,L 0-21,,
43,2004,2004-12-26,15,27.290,CLE,@,MIA,L 7-10,,
44,2004,2005-01-02,16,27.297,CLE,@,HOU,W 22-14,,
