ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-10-25,6,23.013,NYG,,STL,W 30-7,,0,0,,0,,,,,,,,,,,,
2,1987,1987-11-02,7,23.021,NYG,@,DAL,L 24-33,,0,0,,0,,,,,,,,,,,,
3,1987,1987-11-29,11,23.048,NYG,@,WAS,L 19-23,,1,36,36.00,0,,,0,0,,0,0,0,,0,0,0
4,1987,1987-12-06,12,23.055,NYG,,PHI,W 23-20,,1,30,30.00,0,,,0,0,,0,0,0,,0,0,0
5,1987,1987-12-13,13,23.062,NYG,@,STL,L 24-27,,4,56,14.00,0,,,0,0,,0,0,0,,0,0,0
6,1987,1987-12-19,14,23.068,NYG,,GNB,W 20-10,,1,22,22.00,0,,,0,0,,0,0,0,,0,0,0
7,1987,1987-12-27,15,23.076,NYG,,NYJ,W 20-7,,3,51,17.00,1,,,0,0,,0,0,0,,0,1,6
8,1988,1988-09-05,1,23.329,NYG,,WAS,W 27-20,,1,17,17.00,0,,,0,0,,0,0,0,,0,0,0
9,1988,1988-09-11,2,23.335,NYG,,SFO,L 17-20,,0,0,,0,,,,,,,,,,,,
10,1988,1988-09-25,4,23.349,NYG,,RAM,L 31-45,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0
11,1988,1988-10-02,5,23.356,NYG,@,WAS,W 24-23,,8,103,12.88,1,,,0,0,,0,0,0,,0,1,6
12,1989,1989-09-11,1,24.334,NYG,@,WAS,W 27-24,,3,99,33.00,1,,,0,0,,0,0,0,,0,1,6
13,1989,1989-09-17,2,24.340,NYG,,DET,W 24-14,,5,67,13.40,1,,,1,-3,-3.00,0,0,0,,0,1,6
14,1989,1989-09-24,3,24.347,NYG,,PHO,W 35-7,,2,34,17.00,0,,,0,0,,0,0,0,,0,0,0
15,1989,1989-10-01,4,24.354,NYG,@,DAL,W 30-13,,3,30,10.00,0,,,0,0,,0,0,0,,0,0,0
16,1989,1989-10-08,5,24.361,NYG,@,PHI,L 19-21,,1,3,3.00,0,,,0,0,,0,0,0,,0,0,0
17,1989,1989-10-15,6,25.003,NYG,,WAS,W 20-17,,3,39,13.00,1,,,0,0,,0,0,0,,0,1,6
18,1989,1989-10-22,7,25.010,NYG,@,SDG,W 20-13,,5,47,9.40,0,,,0,0,,0,0,0,,0,0,0
19,1989,1989-10-30,8,25.018,NYG,,MIN,W 24-14,,0,0,,0,,,0,0,,0,,,,,0,
20,1989,1989-11-05,9,25.024,NYG,@,PHO,W 20-13,,5,45,9.00,0,,,0,0,,0,0,0,,0,0,0
21,1989,1989-11-12,10,25.031,NYG,@,RAM,L 10-31,,4,27,6.75,0,,,0,0,,0,0,0,,0,0,0
22,1989,1989-11-19,11,25.038,NYG,,SEA,W 15-3,,2,21,10.50,0,,,1,14,14.00,0,0,0,,0,0,0
23,1989,1989-11-27,12,25.046,NYG,@,SFO,L 24-34,,5,55,11.00,1,,,0,0,,0,0,0,,0,1,6
24,1989,1989-12-03,13,25.052,NYG,,PHI,L 17-24,,0,0,,0,,,0,0,,0,,,,,0,
25,1990,1990-09-09,1,25.332,NYG,,PHI,W 27-20,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0
26,1990,1990-09-16,2,25.339,NYG,@,DAL,W 28-7,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0
27,1990,1990-09-23,3,25.346,NYG,,MIA,W 20-3,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0
