ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1967,1967-09-17,1,24.003,SFO,@,MIN,W 27-21,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
2,1967,1967-10-01,3,24.017,SFO,@,BAL,L 7-41,0,0,,0,1,12,12.00,0,0,0,,0,0,0,,0,0,0
3,1967,1967-10-15,5,24.031,SFO,@,PHI,W 28-27,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
4,1967,1967-10-22,6,24.038,SFO,,NOR,W 27-13,3,5,1.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
5,1967,1967-10-29,7,24.045,SFO,,DET,L 3-45,0,0,,0,0,0,,0,3,70,23.33,0,0,0,,0,0,0
6,1967,1967-11-05,8,24.052,SFO,,RAM,L 7-17,0,0,,0,0,0,,0,0,0,,0,1,1,1.00,0,0,0
7,1967,1967-11-26,11,24.073,SFO,,BAL,L 9-26,0,0,,0,0,0,,0,2,42,21.00,0,0,0,,0,0,0
8,1967,1967-12-03,12,24.080,SFO,,CHI,L 14-28,0,0,,0,1,10,10.00,0,1,19,19.00,0,0,0,,0,0,0
9,1967,1967-12-10,13,24.087,SFO,@,ATL,W 34-28,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
10,1968,1968-09-29,3,25.015,SFO,,ATL,W 28-13,1,1,1.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
11,1968,1968-10-06,4,25.022,SFO,@,RAM,L 10-24,2,1,0.50,0,1,0,0.00,0,1,30,30.00,0,0,0,,0,0,0
12,1968,1968-10-13,5,25.029,SFO,,BAL,L 14-42,5,42,8.40,1,2,24,12.00,0,3,56,18.67,0,0,0,,0,1,6
13,1968,1968-10-20,6,25.036,SFO,@,NYG,W 26-10,2,15,7.50,0,3,50,16.67,1,0,0,,0,0,0,,0,1,6
14,1968,1968-10-27,7,25.043,SFO,@,DET,W 14-7,4,5,1.25,0,0,0,,0,0,0,,0,0,0,,0,0,0
15,1968,1968-11-03,8,25.050,SFO,,CLE,L 21-33,1,16,16.00,0,3,3,1.00,0,0,0,,0,0,0,,0,0,0
16,1968,1968-11-10,9,25.057,SFO,@,CHI,L 19-27,1,6,6.00,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0
17,1968,1968-11-17,10,25.064,SFO,,RAM,T 20-20,4,16,4.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
18,1968,1968-11-24,11,25.071,SFO,@,PIT,W 45-28,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
19,1968,1968-12-01,12,25.078,SFO,,GNB,W 27-20,2,9,4.50,0,2,60,30.00,2,0,0,,0,0,0,,0,2,12
20,1968,1968-12-08,13,25.085,SFO,,MIN,L 20-30,0,0,,0,4,60,15.00,1,0,0,,0,0,0,,0,1,6
21,1968,1968-12-15,14,25.092,SFO,@,ATL,W 14-12,7,23,3.29,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1969,1969-10-19,5,26.035,SFO,,ATL,L 7-21,1,0,0.00,0,2,15,7.50,0,0,0,,0,0,0,,0,0,0
23,1969,1969-10-26,6,26.042,SFO,@,BAL,W 24-21,4,21,5.25,0,2,23,11.50,0,0,0,,0,0,0,,0,0,0
24,1969,1969-11-02,7,26.049,SFO,,DET,L 14-26,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
25,1969,1969-11-09,8,26.056,SFO,@,RAM,L 30-41,0,0,,0,1,3,3.00,1,0,0,,0,0,0,,0,1,6
26,1969,1969-11-23,10,26.070,SFO,@,NOR,L 38-43,3,4,1.33,0,1,14,14.00,0,0,0,,0,0,0,,0,0,0
27,1969,1969-11-27,11,26.074,SFO,@,DAL,T 24-24,1,7,7.00,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0
28,1969,1969-12-06,12,26.083,SFO,,CHI,W 42-21,6,33,5.50,2,5,41,8.20,1,0,0,,0,0,0,,0,3,18
29,1969,1969-12-14,13,26.091,SFO,@,MIN,L 7-10,3,0,0.00,0,2,10,5.00,0,0,0,,0,0,0,,0,0,0
30,1969,1969-12-21,14,26.098,SFO,,PHI,W 14-13,1,3,3.00,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0
31,1970,1970-09-20,1,27.006,SFO,,WAS,W 26-17,,,,,,,,,,,,,,,,,,
32,1970,1970-09-27,2,27.013,SFO,,CLE,W 34-31,4,23,5.75,0,0,0,,0,2,43,21.50,0,0,0,,0,0,0
33,1970,1970-10-04,3,27.020,SFO,@,ATL,L 20-21,0,0,,0,1,4,4.00,0,3,96,32.00,0,0,0,,0,0,0
34,1970,1970-10-11,4,27.027,SFO,@,RAM,W 20-6,0,0,,0,0,0,,0,2,41,20.50,0,0,0,,0,0,0
35,1970,1970-10-18,5,27.034,SFO,,NOR,T 20-20,2,1,0.50,0,3,18,6.00,0,0,0,,0,0,0,,0,0,0
36,1970,1970-10-25,6,27.041,SFO,,DEN,W 19-14,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
37,1970,1970-11-01,7,27.048,SFO,,GNB,W 26-10,1,2,2.00,0,1,26,26.00,0,3,76,25.33,0,0,0,,0,0,0
38,1970,1970-11-08,8,27.055,SFO,@,CHI,W 37-16,4,5,1.25,1,1,9,9.00,0,4,79,19.75,0,0,0,,0,1,6
39,1970,1970-11-15,9,27.062,SFO,@,HOU,W 30-20,1,5,5.00,0,0,0,,0,1,26,26.00,0,0,0,,0,0,0
40,1970,1970-11-22,10,27.069,SFO,@,DET,L 7-28,0,0,,0,1,5,5.00,0,5,109,21.80,0,0,0,,0,0,0
41,1970,1970-11-29,11,27.076,SFO,,RAM,L 13-30,1,3,3.00,0,2,0,0.00,0,0,0,,0,0,0,,0,0,0
42,1970,1970-12-06,12,27.083,SFO,,ATL,W 24-20,11,33,3.00,0,6,25,4.17,0,1,25,25.00,0,0,0,,0,0,0
43,1970,1970-12-13,13,27.090,SFO,@,NOR,W 38-27,10,35,3.50,0,1,-7,-7.00,0,2,34,17.00,0,0,0,,0,0,0
44,1970,1970-12-20,14,27.097,SFO,@,OAK,W 38-7,8,30,3.75,0,1,28,28.00,1,1,24,24.00,0,0,0,,0,1,6
45,1971,1971-09-19,1,28.005,CHI,,PIT,W 17-15,0,0,,0,1,4,4.00,0,0,0,,0,0,0,,0,0,0
46,1971,1971-09-26,2,28.012,CHI,@,MIN,W 20-17,3,9,3.00,0,2,7,3.50,0,0,0,,0,0,0,,0,0,0
47,1971,1971-10-03,3,28.019,CHI,@,RAM,L 3-17,2,11,5.50,0,1,13,13.00,0,0,0,,0,0,0,,0,0,0
48,1971,1971-10-10,4,28.026,CHI,,NOR,W 35-14,5,23,4.60,0,0,0,,0,0,0,,0,0,0,,0,0,0
49,1971,1971-10-17,5,28.033,CHI,@,SFO,L 0-13,,,,,,,,,,,,,,,,,,
50,1971,1971-10-24,6,28.040,CHI,@,DET,W 28-23,,,,,,,,,,,,,,,,,,
51,1971,1971-10-31,7,28.047,CHI,,DAL,W 23-19,1,-1,-1.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,0
52,1971,1971-11-07,8,28.054,CHI,,GNB,L 14-17,,,,,,,,,,,,,,,,,,
53,1971,1971-11-14,9,28.061,CHI,,WAS,W 16-15,,,,,,,,,,,,,,,,,,
54,1971,1971-11-21,10,28.068,CHI,,DET,L 3-28,,,,,,,,,,,,,,,,,,
55,1971,1971-11-29,11,28.076,CHI,@,MIA,L 3-34,0,0,,0,1,6,6.00,0,0,0,,0,0,0,,0,0,0
