ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
59,1996,1996-12-08,14,26.333,PIT,,SDG,W 16-3,,,,,,,,
60,1996,1996-12-15,15,26.340,PIT,,SFO,L 15-25,,,,,,,,
61,1996,1996-12-22,16,26.347,PIT,@,CAR,L 14-18,,,,,,,,
62,1997,1997-08-31,1,27.233,MIA,,IND,W 16-10,,,,,,,,
63,1997,1997-08-31,1,27.233,JAX,@,BAL,W 28-27,0,0,,0,0.0,2,0,0
64,1997,1997-09-07,2,27.240,JAX,,NYG,W 40-13,,,,,,,,
65,1997,1997-09-22,3,27.255,JAX,,PIT,W 30-21,,,,,,,,
66,1997,1997-09-28,4,27.261,JAX,@,WAS,L 12-24,,,,,,,,
67,1997,1997-10-05,5,27.268,JAX,,CIN,W 21-13,,,,,,,,
68,1997,1997-10-12,6,27.275,JAX,,PHI,W 38-21,0,0,,0,0.0,1,32,0
69,1997,1997-10-19,7,27.282,JAX,@,DAL,L 22-26,,,,,,,,
70,1997,1997-10-26,8,27.289,JAX,@,PIT,L 17-23,,,,,,,,
71,1997,1997-11-02,9,27.296,JAX,@,TEN,W 30-24,,,,,,,,
72,1997,1997-11-09,10,27.303,JAX,,KAN,W 24-10,0,0,,0,0.0,1,1,0
73,1997,1997-11-16,11,27.310,JAX,,TEN,W 17-9,,,,,,,,
74,1997,1997-11-23,12,27.317,JAX,@,CIN,L 26-31,,,,,,,,
75,1997,1997-11-30,13,27.324,NWE,,IND,W 20-17,,,,,,,,
76,1997,1997-12-07,14,27.331,JAX,,NWE,L 20-26,,,,,,,,
77,1997,1997-12-14,15,27.338,JAX,@,BUF,W 20-14,0,0,,0,0.0,1,15,0
78,1997,1997-12-21,16,27.345,JAX,@,OAK,W 20-9,,,,,,,,
79,1998,1998-09-06,1,28.239,JAX,@,CHI,W 24-23,,,,,,,,
80,1998,1998-09-13,2,28.246,JAX,,KAN,W 21-16,,,,,,,,
81,1998,1998-09-27,4,28.260,JAX,@,TEN,W 27-22,,,,,,,,
82,1998,1998-10-12,5,28.275,JAX,,MIA,W 28-21,,,,,,,,
83,1998,1998-10-18,6,28.281,JAX,@,BUF,L 16-17,,,,,,,,
84,1998,1998-10-25,7,28.288,JAX,@,DEN,L 24-37,,,,,,,,
85,1998,1998-11-01,8,28.295,JAX,@,BAL,W 45-19,0,0,,0,0.0,1,0,0
86,1998,1998-11-08,9,28.302,JAX,,CIN,W 24-11,,,,,,,,
87,1998,1998-11-15,10,28.309,JAX,,TAM,W 29-24,,,,,,,,
88,1998,1998-11-22,11,28.316,JAX,@,PIT,L 15-30,,,,,,,,
89,1998,1998-11-29,12,28.323,JAX,@,CIN,W 34-17,,,,,,,,
90,1998,1998-12-06,13,28.330,JAX,,DET,W 37-22,,,,,,,,
91,1998,1998-12-13,14,28.337,JAX,,TEN,L 13-16,,,,,,,,
92,1998,1998-12-20,15,28.344,JAX,@,MIN,L 10-50,,,,,,,,
93,1998,1998-12-28,16,28.352,JAX,,PIT,W 21-3,,,,,,,,
