ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-09-17,1,24.321,PIT,,NYG,L 7-18,4,-9,-2.25,1
2,1950,1950-10-07,4,24.341,PIT,,CLE,L 17-30,5,6,1.20,1
3,1950,1950-10-15,5,24.349,PIT,@,NYG,W 17-6,1,1,1.00,1
4,1950,1950-11-05,8,25.005,PIT,@,PHI,W 9-7,4,6,1.50,0
5,1950,1950-11-23,10,25.023,PIT,@,CRD,W 28-17,3,13,4.33,0
6,1952,1952-11-30,10,27.030,PIT,,NYG,W 63-7,1,1,1.00,0
