ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
20,2014,2014-10-19,6,24.104,STL,,SEA,W 28-26,*,2,3,1.50,0,5,5,46,9.20,1,100.0%,9.20,2,104,52.00,0,,1,6,0.0,0,0
21,2014,2014-10-26,7,24.111,STL,@,KAN,L 7-34,*,4,27,6.75,0,1,1,8,8.00,0,100.0%,8.00,2,57,28.50,0,,0,0,0.0,0,0
22,2014,2014-11-02,8,24.118,STL,@,SFO,W 13-10,,4,10,2.50,0,3,3,38,12.67,0,100.0%,12.67,3,78,26.00,0,,0,0,0.0,1,0
23,2014,2014-11-09,9,24.125,STL,@,ARI,L 14-31,,4,12,3.00,1,4,2,16,8.00,0,50.0%,4.00,2,63,31.50,0,,1,6,0.0,1,0
24,2014,2014-11-16,10,24.132,STL,,DEN,W 22-7,,2,7,3.50,0,4,4,31,7.75,0,100.0%,7.75,2,49,24.50,0,,0,0,0.0,0,0
25,2014,2014-11-23,11,24.139,STL,@,SDG,L 24-27,,4,18,4.50,0,4,2,11,5.50,0,50.0%,2.75,5,133,26.60,0,,0,0,0.0,1,0
26,2014,2014-11-30,12,24.146,STL,,OAK,W 52-0,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
27,2014,2014-12-07,13,24.153,STL,@,WAS,W 24-0,,3,20,6.67,0,5,5,28,5.60,0,100.0%,5.60,1,20,20.00,0,,0,0,0.0,0,0
28,2014,2014-12-11,14,24.157,STL,,ARI,L 6-12,,2,4,2.00,0,4,3,23,7.67,0,75.0%,5.75,4,116,29.00,0,,0,0,0.0,0,0
29,2014,2014-12-21,15,24.167,STL,,NYG,L 27-37,,1,-1,-1.00,0,2,2,19,9.50,0,100.0%,9.50,4,83,20.75,0,,0,0,0.0,0,0
30,2014,2014-12-28,16,24.174,STL,@,SEA,L 6-20,,4,10,2.50,0,7,7,57,8.14,0,100.0%,8.14,3,80,26.67,0,,0,0,0.0,0,0
31,2015,2015-09-13,1,25.068,STL,,SEA,W 34-31,*,16,45,2.81,0,7,4,77,19.25,0,57.1%,11.00,0,0,,0,,0,0,0.0,0,0
32,2015,2015-09-20,2,25.075,STL,@,WAS,L 10-24,,1,0,0.00,0,6,4,27,6.75,0,66.7%,4.50,1,28,28.00,0,,0,0,0.0,0,0
33,2015,2015-09-27,3,25.082,STL,,PIT,L 6-12,,1,12,12.00,0,2,2,18,9.00,0,100.0%,9.00,2,48,24.00,0,,0,0,0.0,0,0
34,2015,2015-10-04,4,25.089,STL,@,ARI,W 24-22,,2,0,0.00,0,2,2,4,2.00,0,100.0%,2.00,5,121,24.20,0,,0,0,0.0,0,0
35,2015,2015-10-11,5,25.096,STL,@,GNB,L 10-24,,0,0,,0,2,2,28,14.00,0,100.0%,14.00,1,25,25.00,0,,0,0,0.0,0,0
36,2015,2015-10-25,6,25.110,STL,,CLE,W 24-6,,4,11,2.75,0,2,2,13,6.50,0,100.0%,6.50,1,27,27.00,0,,0,0,0.0,0,0
37,2015,2015-11-01,7,25.117,STL,,SFO,W 27-6,,0,0,,0,0,0,0,,0,0.0%,,1,13,13.00,0,,0,0,0.0,0,0
38,2015,2015-11-08,8,25.124,STL,@,MIN,L 18-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
39,2015,2015-11-15,9,25.131,STL,,CHI,L 13-37,,0,0,,0,2,1,2,2.00,0,50.0%,1.00,1,27,27.00,0,,0,0,0.0,0,0
40,2015,2015-11-22,10,25.138,STL,@,BAL,L 13-16,,1,0,0.00,0,2,1,20,20.00,0,50.0%,10.00,0,0,,0,,0,0,0.0,0,0
41,2015,2015-11-29,11,25.145,STL,@,CIN,L 7-31,,2,12,6.00,0,3,1,5,5.00,0,33.3%,1.67,2,46,23.00,0,,0,0,0.0,0,0
42,2015,2015-12-06,12,25.152,STL,,ARI,L 3-27,,0,0,,0,1,0,0,,0,0.0%,0.00,4,129,32.25,0,,0,0,0.0,0,0
43,2015,2015-12-13,13,25.159,STL,,DET,W 21-14,,3,14,4.67,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
44,2015,2015-12-17,14,25.163,STL,,TAM,W 31-23,,2,8,4.00,0,0,0,0,,0,0.0%,,4,188,47.00,0,,0,0,0.0,0,0
45,2015,2015-12-27,15,25.173,STL,@,SEA,W 23-17,,1,0,0.00,0,3,3,14,4.67,0,100.0%,4.67,1,18,18.00,0,,0,0,0.0,0,0
46,2015,2016-01-03,16,25.180,STL,@,SFO,L 16-19,,4,38,9.50,0,3,3,34,11.33,0,100.0%,11.33,2,44,22.00,0,,0,0,0.0,0,0
47,2016,2016-09-12,1,26.067,LAR,@,SFO,L 0-28,,1,1,1.00,0,1,1,7,7.00,0,100.0%,7.00,2,59,29.50,0,,0,0,0.0,0,0
48,2016,2016-09-18,2,26.073,LAR,,SEA,W 9-3,,1,2,2.00,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0
49,2016,2016-09-25,3,26.080,LAR,@,TAM,W 37-32,,2,29,14.50,0,1,1,10,10.00,0,100.0%,10.00,1,44,44.00,0,,0,0,0.0,0,0
50,2016,2016-10-02,4,26.087,LAR,@,ARI,W 17-13,,0,0,,0,0,0,0,,0,0.0%,,1,26,26.00,0,,0,0,0.0,0,0
51,2016,2016-10-16,6,26.101,LAR,@,DET,L 28-31,,2,9,4.50,0,2,2,14,7.00,0,100.0%,7.00,2,39,19.50,0,,0,0,0.0,0,0
52,2016,2016-10-23,7,26.108,LAR,,NYG,L 10-17,,3,4,1.33,0,1,1,5,5.00,0,100.0%,5.00,3,62,20.67,0,,0,0,0.0,0,0
53,2016,2016-11-06,8,26.122,LAR,,CAR,L 10-13,,3,10,3.33,0,6,5,32,6.40,0,83.3%,5.33,1,10,10.00,0,,0,0,0.0,0,0
54,2016,2016-11-13,9,26.129,LAR,@,NYJ,W 9-6,,6,40,6.67,0,5,3,7,2.33,0,60.0%,1.40,1,18,18.00,0,,0,0,0.0,0,0
55,2016,2016-11-20,10,26.136,LAR,,MIA,L 10-14,,2,7,3.50,0,2,1,-3,-3.00,0,50.0%,-1.50,2,86,43.00,0,,0,0,0.0,0,0
56,2016,2016-11-27,11,26.143,LAR,@,NOR,L 21-49,,0,0,,0,1,1,12,12.00,0,100.0%,12.00,5,163,32.60,0,,0,0,0.0,0,0
57,2016,2016-12-04,12,26.150,LAR,@,NWE,L 10-26,,1,-1,-1.00,0,0,0,0,,0,0.0%,,4,92,23.00,0,,0,0,0.0,0,0
58,2017,2017-09-10,1,27.065,CHI,,ATL,L 17-23,,0,0,,0,0,0,0,,0,0.0%,,1,23,23.00,0,,0,0,0.0,0,0
59,2017,2017-09-24,3,27.079,CHI,,PIT,W 23-17,,0,0,,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,,0,0,0.0,0,0
60,2017,2017-09-28,4,27.083,CHI,@,GNB,L 14-35,,5,26,5.20,0,0,0,0,,0,0.0%,,1,25,25.00,0,,0,0,0.0,0,0
61,2017,2017-10-09,5,27.094,CHI,,MIN,L 17-20,,1,4,4.00,0,4,2,43,21.50,1,50.0%,10.75,0,0,,0,,1,6,0.0,0,0
62,2017,2017-10-15,6,27.100,CHI,@,BAL,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,2,38,19.00,0,,0,0,0.0,0,0
63,2017,2017-10-29,8,27.114,CHI,@,NOR,L 12-20,,1,0,0.00,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,0,0,0.0,0,0
64,2017,2017-11-12,9,27.128,CHI,,GNB,L 16-23,,1,0,0.00,0,4,3,32,10.67,0,75.0%,8.00,2,33,16.50,0,,0,0,0.0,0,0
65,2017,2017-11-19,10,27.135,CHI,,DET,L 24-27,,0,0,,0,2,1,18,18.00,0,50.0%,9.00,0,0,,0,,0,0,0.0,0,0
66,2017,2017-11-26,11,27.142,CHI,@,PHI,L 3-31,,1,-1,-1.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,0,0,0.0,0,0
67,2017,2017-12-03,12,27.149,CHI,,SFO,L 14-15,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
68,2017,2017-12-10,13,27.156,CHI,@,CIN,W 33-7,,0,0,,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
69,2017,2017-12-16,14,27.162,CHI,@,DET,L 10-20,,0,0,,0,5,4,33,8.25,1,80.0%,6.60,0,0,,0,,1,6,0.0,0,0
70,2017,2017-12-24,15,27.170,CHI,,CLE,W 20-3,,0,0,,0,2,2,62,31.00,0,100.0%,31.00,1,28,28.00,0,,0,0,0.0,0,0
71,2017,2017-12-31,16,27.177,CHI,@,MIN,L 10-23,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
72,2018,2018-09-09,1,28.064,CHI,@,GNB,L 23-24,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,,0,0,0.0,0,0
73,2018,2018-09-17,2,28.072,CHI,,SEA,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
74,2018,2018-09-23,3,28.078,CHI,@,ARI,W 16-14,,0,0,,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,0,0,0.0,0,0
