ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1992,1992-09-06,1,23.272,CLE,@,IND,L 3-14,,
2,1992,1992-09-14,2,23.280,CLE,,MIA,L 23-27,,
3,1992,1992-09-20,3,23.286,CLE,@,RAI,W 28-16,,1.0
4,1992,1992-09-27,4,23.293,CLE,,DEN,L 0-12,,
5,1992,1992-10-11,5,23.307,CLE,,PIT,W 17-9,,
6,1992,1992-10-18,6,23.314,CLE,,GNB,W 17-6,,
7,1992,1992-10-25,7,23.321,CLE,@,NWE,W 19-17,,
8,1992,1992-11-01,8,23.328,CLE,@,CIN,L 10-30,,
9,1992,1992-11-08,9,23.335,CLE,@,HOU,W 24-14,,
10,1992,1992-11-15,10,23.342,CLE,,SDG,L 13-14,,1.0
11,1992,1992-11-22,11,23.349,CLE,@,MIN,L 13-17,,
12,1992,1992-11-29,12,23.356,CLE,,CHI,W 27-14,,
13,1992,1992-12-06,13,23.363,CLE,,CIN,W 37-21,,
14,1992,1992-12-13,14,24.004,CLE,@,DET,L 14-24,,
15,1992,1992-12-20,15,24.011,CLE,,HOU,L 14-17,,
16,1992,1992-12-27,16,24.018,CLE,@,PIT,L 13-23,,
17,1993,1993-09-05,1,24.270,CLE,,CIN,W 27-14,,
18,1993,1993-09-13,2,24.278,CLE,,SFO,W 23-13,,
19,1993,1993-09-19,3,24.284,CLE,@,RAI,W 19-16,,
20,1993,1993-09-26,4,24.291,CLE,@,IND,L 10-23,,
21,1993,1993-11-07,8,24.333,CLE,,DEN,L 14-29,,
22,1993,1993-11-14,9,24.340,CLE,@,SEA,L 5-22,,
23,1993,1993-12-12,13,25.003,CLE,@,HOU,L 17-19,,1.0
24,1993,1993-12-19,14,25.010,CLE,,NWE,L 17-20,,
25,1993,1993-12-26,15,25.017,CLE,@,RAM,W 42-14,,
26,1993,1994-01-02,16,25.024,CLE,@,PIT,L 9-16,,
27,1994,1994-09-04,1,25.269,CLE,@,CIN,W 28-20,,
28,1994,1994-09-18,3,25.283,CLE,,ARI,W 32-0,,
29,1994,1994-09-25,4,25.290,CLE,@,IND,W 21-14,,
30,1994,1994-10-02,5,25.297,CLE,,NYJ,W 27-7,,
31,1994,1994-10-13,6,25.308,CLE,@,HOU,W 11-8,,
32,1994,1994-10-23,7,25.318,CLE,,CIN,W 37-13,,
33,1994,1994-11-06,9,25.332,CLE,,NWE,W 13-6,,
34,1994,1994-11-13,10,25.339,CLE,@,PHI,W 26-7,,
35,1994,1994-11-20,11,25.346,CLE,@,KAN,L 13-20,,1.0
36,1994,1994-11-27,12,25.353,CLE,,HOU,W 34-10,,
37,1994,1994-12-04,13,25.360,CLE,,NYG,L 13-16,,
38,1994,1994-12-10,14,26.001,CLE,@,DAL,W 19-14,,
39,1994,1994-12-18,15,26.009,CLE,@,PIT,L 7-17,,
40,1994,1994-12-24,16,26.015,CLE,,SEA,W 35-9,,
41,1995,1995-10-29,8,26.324,PIT,,JAX,W 24-7,,
42,1995,1995-11-05,9,26.331,PIT,@,CHI,W 37-34,,
43,1995,1995-11-13,10,26.339,PIT,,CLE,W 20-3,,
44,1995,1995-11-19,11,26.345,PIT,@,CIN,W 49-31,,
45,1995,1995-11-26,12,26.352,PIT,@,CLE,W 20-17,,
46,1995,1995-12-03,13,26.359,PIT,,HOU,W 21-7,,
47,1995,1995-12-10,14,27.001,PIT,@,OAK,W 29-10,,
48,1995,1995-12-16,15,27.007,PIT,,NWE,W 41-27,,
49,1995,1995-12-24,16,27.015,PIT,@,GNB,L 19-24,,
50,1996,1996-09-01,1,27.267,PIT,@,JAX,L 9-24,,
51,1996,1996-09-08,2,27.274,NYJ,,IND,L 7-21,,
52,1996,1996-09-16,3,27.282,PIT,,BUF,W 24-6,,
53,1996,1996-09-29,4,27.295,PIT,,HOU,W 30-16,,
54,1996,1996-10-07,5,27.303,PIT,@,KAN,W 17-7,,
55,1996,1996-10-13,6,27.309,PIT,,CIN,W 20-10,,0.5
56,1996,1996-10-20,7,27.316,PIT,@,HOU,L 13-23,,
57,1996,1996-10-27,8,27.323,PIT,@,ATL,W 20-17,,
58,1996,1996-11-03,9,27.330,PIT,,STL,W 42-6,,
59,1996,1996-11-10,10,27.337,PIT,@,CIN,L 24-34,,
60,1996,1996-11-17,11,27.344,PIT,,JAX,W 28-3,,
61,1996,1996-12-01,13,27.358,BUF,@,IND,L 10-13,,
62,1996,1996-12-08,14,27.365,PIT,,SDG,W 16-3,,
63,1996,1996-12-15,15,28.006,PIT,,SFO,L 15-25,,0.5
64,1996,1996-12-22,16,28.013,PIT,@,CAR,L 14-18,,
65,1997,1997-08-31,1,28.265,STL,,NOR,W 38-24,,
66,1997,1997-09-07,2,28.272,STL,,SFO,L 12-15,,
67,1997,1997-09-14,3,28.279,STL,@,DEN,L 14-35,,
68,1997,1997-09-21,4,28.286,STL,,NYG,W 13-3,,1.0
69,1997,1997-09-28,5,28.293,STL,@,OAK,L 17-35,,
70,1997,1997-10-12,6,28.307,STL,@,SFO,L 10-30,,1.0
71,1997,1997-10-19,7,28.314,STL,,SEA,L 9-17,,
72,1997,1997-10-26,8,28.321,STL,,KAN,L 20-28,,1.0
73,1997,1997-11-02,9,28.328,STL,@,ATL,L 31-34,,
74,1997,1997-11-09,10,28.335,STL,@,GNB,L 7-17,,1.0
75,1997,1997-11-16,11,28.342,STL,,ATL,L 21-27,,
76,1997,1997-11-23,12,28.349,STL,,CAR,L 10-16,,
77,1997,1997-11-30,13,28.356,STL,@,WAS,W 23-20,,
78,1997,1997-12-07,14,28.363,STL,@,NOR,W 34-27,,
79,1997,1997-12-14,15,29.005,STL,,CHI,L 10-13,,
80,1997,1997-12-20,16,29.011,STL,@,CAR,W 30-18,,
81,1998,1998-09-06,1,29.271,PHI,,SEA,L 0-38,,
82,1998,1998-09-13,2,29.278,PHI,@,ATL,L 12-17,,0.5
83,1998,1998-09-20,3,29.285,PHI,@,ARI,L 3-17,,
84,1998,1998-09-27,4,29.292,PHI,,KAN,L 21-24,,
85,1998,1998-10-04,5,29.299,PHI,@,DEN,L 16-41,,
86,1998,1998-10-11,6,29.306,PHI,,WAS,W 17-12,,
87,1998,1998-10-18,7,29.313,PHI,@,SDG,L 10-13,,
88,1998,1998-11-02,8,29.328,PHI,,DAL,L 0-34,,
89,1998,1998-11-08,9,29.334,PHI,,DET,W 10-9,,
90,1998,1998-11-15,10,29.341,PHI,@,WAS,L 3-28,,0.5
91,1998,1998-11-22,11,29.348,PHI,@,NYG,L 0-20,,1.5
92,1998,1998-11-29,12,29.355,PHI,@,GNB,L 16-24,,
93,1998,1998-12-03,13,29.359,PHI,,STL,W 17-14,,
94,1999,1999-09-26,3,30.291,PHI,@,BUF,L 0-26,,
95,1999,1999-10-03,4,30.298,PHI,@,NYG,L 15-16,,1.0
96,1999,1999-10-10,5,30.305,PHI,,DAL,W 13-10,,
97,1999,1999-10-24,7,30.319,PHI,@,MIA,L 13-16,,
98,1999,1999-10-31,8,30.326,PHI,,NYG,L 17-23,,
99,1999,1999-11-07,9,30.333,PHI,@,CAR,L 7-33,,
