ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2003,2003-12-28,16,26.214,CHI,@,KAN,L 3-31,,,,,,,0.0%,
2,2005,2005-09-11,1,28.106,CHI,@,WAS,L 7-9,,,,,,,0.0%,
3,2005,2005-09-18,2,28.113,CHI,,DET,W 38-6,,0,0,0,,0,0.0%,
4,2005,2005-09-25,3,28.120,CHI,,CIN,L 7-24,,0,0,0,,0,0.0%,
5,2005,2005-10-09,4,28.134,CHI,@,CLE,L 10-20,,1,1,10,10.00,0,100.0%,10.00
6,2005,2005-10-16,5,28.141,CHI,,MIN,W 28-3,*,1,1,5,5.00,0,100.0%,5.00
7,2005,2005-10-23,6,28.148,CHI,,BAL,W 10-6,*,1,0,0,,0,0.0%,0.00
8,2005,2005-10-30,7,28.155,CHI,@,DET,W 19-13,*,0,0,0,,0,0.0%,
9,2005,2005-11-06,8,28.162,CHI,@,NOR,W 20-17,,,0,0,,0,0.0%,
10,2005,2005-11-13,9,28.169,CHI,,SFO,W 17-9,,0,0,0,,0,0.0%,
11,2005,2005-11-20,10,28.176,CHI,,CAR,W 13-3,,,0,0,,0,0.0%,
12,2005,2005-11-27,11,28.183,CHI,@,TAM,W 13-10,,,0,0,,0,0.0%,
13,2005,2005-12-04,12,28.190,CHI,,GNB,W 19-7,,1,0,0,,0,0.0%,0.00
14,2005,2005-12-11,13,28.197,CHI,@,PIT,L 9-21,,,0,0,,0,0.0%,
15,2005,2005-12-18,14,28.204,CHI,,ATL,W 16-3,,,0,0,,0,0.0%,
16,2005,2005-12-25,15,28.211,CHI,@,GNB,W 24-17,,,0,0,,0,0.0%,
17,2005,2006-01-01,16,28.218,CHI,@,MIN,L 10-34,,2,1,5,5.00,0,50.0%,2.50
18,2006,2006-09-24,3,29.119,CHI,@,MIN,W 19-16,,2,0,0,,0,0.0%,0.00
19,2006,2006-10-01,4,29.126,CHI,,SEA,W 37-6,,1,1,19,19.00,0,100.0%,19.00
20,2006,2006-10-08,5,29.133,CHI,,BUF,W 40-7,,,0,0,,0,0.0%,
21,2006,2006-10-16,6,29.141,CHI,@,ARI,W 24-23,,,0,0,,0,0.0%,
22,2006,2006-10-29,7,29.154,CHI,,SFO,W 41-10,,2,0,0,,0,0.0%,0.00
23,2006,2006-11-05,8,29.161,CHI,,MIA,L 13-31,,,0,0,,0,0.0%,
24,2006,2006-11-12,9,29.168,CHI,@,NYG,W 38-20,,,0,0,,0,0.0%,
25,2006,2006-11-19,10,29.175,CHI,@,NYJ,W 10-0,,,0,0,,0,0.0%,
26,2006,2006-11-26,11,29.182,CHI,@,NWE,L 13-17,,,0,0,,0,0.0%,
27,2006,2006-12-03,12,29.189,CHI,,MIN,W 23-13,,,0,0,,0,0.0%,
28,2006,2006-12-11,13,29.197,CHI,@,STL,W 42-27,,,0,0,,0,0.0%,
29,2006,2006-12-17,14,29.203,CHI,,TAM,W 34-31,,,,,,,0.0%,
30,2006,2006-12-24,15,29.210,CHI,@,DET,W 26-21,,4,3,18,6.00,0,75.0%,4.50
31,2006,2006-12-31,16,29.217,CHI,,GNB,L 7-26,*,1,0,0,,0,0.0%,0.00
