ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-09-13,1,24.304,CIN,@,IND,W 23-21,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1987,1987-09-20,2,24.311,CIN,,SFO,L 26-27,0,0,,0,,,,,0,0,,0,,,,,,
3,1987,1987-10-25,6,24.346,CIN,@,PIT,L 20-23,0,0,,0,,,,,0,0,,0,,,,,,
4,1987,1987-11-01,7,24.353,CIN,,HOU,L 29-31,0,0,,0,,,,,0,0,,0,,,,,,
5,1987,1987-11-08,8,24.360,CIN,,MIA,L 14-20,0,0,,0,,,,,0,0,,0,,,,,,
6,1987,1987-11-15,9,25.002,CIN,@,ATL,W 16-10,0,0,,0,0,0,,0,0,0,,0,,,,,0,
7,1987,1987-11-22,10,25.009,CIN,,PIT,L 16-30,4,50,12.50,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
8,1987,1987-11-29,11,25.016,CIN,@,NYJ,L 20-27,0,0,,0,,,,,0,0,,0,,,,,,
9,1987,1987-12-13,13,25.030,CIN,@,CLE,L 24-38,0,0,,0,,,,,0,0,,0,,,,,,
10,1987,1987-12-20,14,25.037,CIN,,NOR,L 24-41,0,0,,0,,,,,0,0,,0,,,,,,
11,1987,1987-12-27,15,25.044,CIN,@,HOU,L 17-21,0,0,,0,,,,,0,0,,0,,,,,,
12,1988,1988-09-04,1,25.296,CIN,,PHO,W 21-14,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1988,1988-09-11,2,25.303,CIN,@,PHI,W 28-24,0,0,,0,,,,,0,0,,0,0,0,,0,,
14,1988,1988-09-18,3,25.310,CIN,@,PIT,W 17-12,0,0,,0,,,,,0,0,,0,0,0,,0,,
15,1988,1988-09-25,4,25.317,CIN,,CLE,W 24-17,0,0,,0,,,,,0,0,,0,0,0,,0,,
16,1988,1988-10-02,5,25.324,CIN,@,RAI,W 45-21,1,15,15.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
17,1988,1988-10-09,6,25.331,CIN,,NYJ,W 36-19,0,0,,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
18,1988,1988-10-16,7,25.338,CIN,@,NWE,L 21-27,0,0,,0,0,0,,0,2,45,22.50,0,0,0,,0,0,0
19,1988,1988-10-23,8,25.345,CIN,,HOU,W 44-21,1,9,9.00,0,0,0,,0,3,35,11.67,0,2,15,7.50,0,0,0
20,1988,1988-10-30,9,25.352,CIN,@,CLE,L 16-23,1,11,11.00,0,0,0,,0,3,42,14.00,0,0,0,,0,0,0
21,1988,1988-11-06,10,25.359,CIN,,PIT,W 42-7,0,0,,0,0,0,,0,0,0,,0,6,81,13.50,0,0,0
22,1988,1988-11-13,11,26.000,CIN,@,KAN,L 28-31,0,0,,0,0,0,,0,0,0,,0,2,13,6.50,0,0,0
23,1988,1988-11-20,12,26.007,CIN,@,DAL,W 38-24,0,0,,0,0,0,,0,0,0,,0,2,11,5.50,0,0,0
24,1988,1988-11-27,13,26.014,CIN,,BUF,W 35-21,1,31,31.00,0,0,0,,0,1,19,19.00,0,2,16,8.00,0,0,0
25,1988,1988-12-04,14,26.021,CIN,,SDG,W 27-10,0,0,,0,0,0,,0,0,0,,0,3,30,10.00,0,0,0
26,1988,1988-12-11,15,26.028,CIN,@,HOU,L 6-41,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0
27,1988,1988-12-17,16,26.034,CIN,,WAS,W 20-17,0,0,,0,,,,,0,0,,0,0,0,,0,,
28,1989,1989-09-10,1,26.301,CIN,@,CHI,L 14-17,1,10,10.00,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
29,1989,1989-09-17,2,26.308,CIN,,PIT,W 41-10,1,11,11.00,0,1,-2,-2.00,0,0,0,,0,2,7,3.50,0,0,0
30,1989,1989-09-25,3,26.316,CIN,,CLE,W 21-14,0,0,,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
31,1989,1989-10-01,4,26.322,CIN,@,KAN,W 21-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
32,1989,1989-10-08,5,26.329,CIN,@,PIT,W 26-16,0,0,,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
33,1989,1989-10-15,6,26.336,CIN,,MIA,L 13-20,2,22,11.00,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
34,1989,1989-10-22,7,26.343,CIN,,IND,L 12-23,0,0,,0,0,0,,0,3,45,15.00,0,2,12,6.00,0,0,0
35,1989,1989-10-29,8,26.350,CIN,,TAM,W 56-23,0,0,,0,0,0,,0,2,17,8.50,0,0,0,,0,0,0
36,1989,1989-11-05,9,26.357,CIN,@,RAI,L 7-28,1,4,4.00,0,0,0,,0,2,33,16.50,0,0,0,,0,0,0
37,1989,1989-11-13,10,27.000,CIN,@,HOU,L 24-26,0,0,,0,0,0,,0,3,62,20.67,0,0,0,,0,0,0
38,1989,1989-11-19,11,27.006,CIN,,DET,W 42-7,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
39,1989,1989-11-26,12,27.013,CIN,@,BUF,L 7-24,1,6,6.00,0,0,0,,0,1,14,14.00,0,1,0,0.00,0,0,0
40,1989,1989-12-03,13,27.020,CIN,@,CLE,W 21-0,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
41,1989,1989-12-10,14,27.027,CIN,,SEA,L 17-24,5,49,9.80,0,0,0,,0,0,0,,0,0,0,,0,0,0
42,1989,1989-12-17,15,27.034,CIN,,HOU,W 61-7,2,17,8.50,1,0,0,,0,0,0,,0,0,0,,0,1,6
43,1989,1989-12-25,16,27.042,CIN,@,MIN,L 21-29,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
44,1990,1990-09-09,1,27.300,MIN,@,KAN,L 21-24,0,0,,0,0,0,,0,0,0,,0,2,13,6.50,0,0,0
45,1990,1990-09-16,2,27.307,MIN,,NOR,W 32-3,0,0,,0,0,0,,0,1,6,6.00,0,4,14,3.50,0,0,0
46,1990,1990-09-23,3,27.314,MIN,@,CHI,L 16-19,0,0,,0,0,0,,0,0,0,,0,2,18,9.00,0,0,0
