ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-09-12,1,23.100,HOU,,TAM,W 20-0,,,,,,,,,,,,,,
2,1976,1976-09-19,2,23.107,HOU,@,BUF,W 13-3,,,,,,,,,,,,,,
3,1977,1977-09-18,1,24.106,HOU,,NYJ,W 20-0,,,,,,,,,,,,,,
4,1977,1977-09-25,2,24.113,HOU,@,GNB,W 16-10,,,,,,,,,,,,,,
5,1977,1977-10-02,3,24.120,HOU,@,MIA,L 7-27,2,13,6.50,0,0,0,,0,0,0,,0,0,0
6,1977,1977-10-16,5,24.134,HOU,,CLE,L 23-24,,,,,,,,,,,,,,
7,1977,1977-10-23,6,24.141,HOU,@,PIT,L 10-27,1,5,5.00,1,0,0,,0,0,0,,0,1,6
8,1977,1977-10-30,7,24.148,HOU,@,CIN,L 10-13,,,,,,,,,,,,,,
9,1977,1977-11-06,8,24.155,HOU,,CHI,W 47-0,,,,,,,,,,,,,,
10,1977,1977-11-13,9,24.162,HOU,@,OAK,L 29-34,,,,,,,,,,,,,,
11,1977,1977-11-20,10,24.169,HOU,@,SEA,W 22-10,1,8,8.00,0,0,0,,0,0,0,,0,0,0
12,1977,1977-11-27,11,24.176,HOU,,KAN,W 34-20,2,29,14.50,0,0,0,,0,0,0,,0,0,0
13,1977,1977-12-04,12,24.183,HOU,,DEN,L 14-24,2,28,14.00,0,0,0,,0,0,0,,0,0,0
14,1977,1977-12-11,13,24.190,HOU,@,CLE,W 19-15,1,11,11.00,0,0,0,,0,0,0,,0,0,0
15,1977,1977-12-18,14,24.197,HOU,,CIN,W 21-16,,,,,,,,,,,,,,
16,1978,1978-09-03,1,25.091,HOU,@,ATL,L 14-20,,,,,,,,,,,,,,
17,1978,1978-09-10,2,25.098,HOU,@,KAN,W 20-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0
18,1978,1978-09-17,3,25.105,HOU,,SFO,W 20-19,5,56,11.20,0,0,0,,0,0,0,,0,0,0
19,1978,1978-09-24,4,25.112,HOU,,RAM,L 6-10,2,44,22.00,0,0,0,,0,0,0,,0,0,0
20,1978,1978-10-01,5,25.119,HOU,@,CLE,W 16-13,2,11,5.50,0,0,0,,0,0,0,,0,0,0
21,1978,1978-10-08,6,25.126,HOU,@,OAK,L 17-21,2,27,13.50,1,0,0,,0,0,0,,0,1,6
22,1978,1978-10-15,7,25.133,HOU,,BUF,W 17-10,1,14,14.00,0,1,1,1.00,0,0,0,,0,0,0
23,1978,1978-10-23,8,25.141,HOU,@,PIT,W 24-17,3,47,15.67,0,0,0,,0,0,0,,0,0,0
24,1978,1978-10-29,9,25.147,HOU,@,CIN,L 13-28,2,30,15.00,0,0,0,,0,0,0,,0,0,0
25,1978,1978-11-05,10,25.154,HOU,,CLE,W 14-10,3,92,30.67,1,0,0,,0,0,0,,0,1,6
26,1978,1978-11-12,11,25.161,HOU,@,NWE,W 26-23,4,54,13.50,0,0,0,,0,0,0,,0,0,0
27,1978,1978-11-20,12,25.169,HOU,,MIA,W 35-30,3,56,18.67,1,1,13,13.00,0,0,0,,0,1,6
28,1978,1978-11-26,13,25.175,HOU,,CIN,W 17-10,,,,,,,,,,,,,,
29,1978,1978-12-03,14,25.182,HOU,,PIT,L 3-13,2,37,18.50,0,0,0,,0,0,0,,0,0,0
30,1978,1978-12-10,15,25.189,HOU,@,NOR,W 17-12,,,,,,,,,,,,,,
