ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2017,2017-10-23,6,23.171,WAS,@,PHI,L 24-34,,3,3,100.0,1,1,100.0,0,6
2,2017,2017-10-29,7,23.177,WAS,,DAL,L 19-33,,1,2,50.0,2,3,66.7,0,7
3,2017,2017-11-05,8,23.184,WAS,@,SEA,W 17-14,,2,2,100.0,1,1,100.0,0,5
4,2017,2017-11-12,9,23.191,WAS,,MIN,L 30-38,,3,3,100.0,3,3,100.0,0,12
5,2017,2017-11-19,10,23.198,WAS,@,NOR,L 31-34,,4,4,100.0,1,1,100.0,0,7
6,2017,2017-11-23,11,23.202,WAS,,NYG,W 20-10,,2,2,100.0,2,2,100.0,0,8
7,2017,2017-11-30,12,23.209,WAS,@,DAL,L 14-38,,2,2,100.0,,,,0,2
8,2017,2017-12-10,13,23.219,WAS,@,LAC,L 13-30,,1,2,50.0,,,,0,1
9,2017,2017-12-24,15,23.233,LAC,@,NYJ,W 14-7,,2,2,100.0,,1,0.0,0,2
10,2017,2017-12-31,16,23.240,LAC,,OAK,W 30-10,,3,4,75.0,1,2,50.0,0,6
