ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1997,1997-09-01,1,23.124,GNB,,CHI,W 38-24,0,0,,0
2,1997,1997-09-07,2,23.130,GNB,@,PHI,L 9-10,0,0,,0
3,1997,1997-09-14,3,23.137,GNB,,MIA,W 23-18,0,0,,0
4,1997,1997-09-21,4,23.144,GNB,,MIN,W 38-32,4,68,17.00,0
5,1997,1997-10-05,6,23.158,GNB,,TAM,W 21-16,0,0,,0
6,1997,1997-10-12,7,23.165,GNB,@,CHI,W 24-23,0,0,,0
7,1997,1997-10-27,8,23.180,GNB,@,NWE,W 28-10,0,0,,0
8,1997,1997-11-02,9,23.186,GNB,,DET,W 20-10,0,0,,0
9,1997,1997-11-09,10,23.193,GNB,,STL,W 17-7,0,0,,0
10,1997,1997-11-16,11,23.200,GNB,@,IND,L 38-41,0,0,,0
11,1997,1997-11-23,12,23.207,GNB,,DAL,W 45-17,0,0,,0
12,1997,1997-12-01,13,23.215,GNB,@,MIN,W 27-11,0,0,,0
13,1997,1997-12-07,14,23.221,GNB,@,TAM,W 17-6,0,0,,0
14,1997,1997-12-14,15,23.228,GNB,@,CAR,W 31-10,0,0,,0
