ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,23.088,CLE,,KAN,L 39-40,,4,3,14,4.67,1,75.0%,3.50,0,0,,0,2,40,20.00,0,0,0,,0,1,6,0.0,,
2,2002,2002-09-15,2,23.095,CLE,,CIN,W 20-7,,6,4,37,9.25,1,66.7%,6.17,0,0,,0,1,1,1.00,0,0,0,,0,1,6,0.0,,
3,2002,2002-09-22,3,23.102,CLE,@,TEN,W 31-28,,7,5,99,19.80,2,71.4%,14.14,0,0,,0,4,81,20.25,0,0,0,,0,2,12,0.0,,
4,2002,2002-09-29,4,23.109,CLE,@,PIT,L 13-16,,4,2,36,18.00,0,50.0%,9.00,0,0,,0,1,32,32.00,0,0,0,,0,0,0,0.0,,
5,2002,2002-10-06,5,23.116,CLE,,BAL,L 21-26,,8,5,73,14.60,0,62.5%,9.13,0,0,,0,4,88,22.00,0,0,0,,0,0,0,0.0,,
6,2002,2002-10-13,6,23.123,CLE,@,TAM,L 3-17,,5,1,4,4.00,0,20.0%,0.80,0,0,,0,3,65,21.67,0,0,0,,0,0,0,0.0,,
7,2002,2002-10-20,7,23.130,CLE,,HOU,W 34-17,,4,1,3,3.00,0,25.0%,0.75,0,0,,0,4,168,42.00,1,0,0,,0,1,6,0.0,,
8,2002,2002-10-27,8,23.137,CLE,@,NYJ,W 24-21,,6,3,29,9.67,1,50.0%,4.83,0,0,,0,2,44,22.00,0,0,0,,0,1,6,0.0,,
9,2002,2002-11-03,9,23.144,CLE,,PIT,L 20-23,,5,3,31,10.33,0,60.0%,6.20,0,0,,0,4,94,23.50,0,0,0,,0,0,0,0.0,,
10,2002,2002-11-17,10,23.158,CLE,@,CIN,W 27-20,,,1,15,15.00,1,,,1,1,1.00,0,4,46,11.50,0,0,0,,0,1,6,0.0,,
11,2002,2002-11-24,11,23.165,CLE,@,NOR,W 24-15,,2,0,0,,0,0.0%,0.00,0,0,,0,4,80,20.00,0,0,0,,0,0,0,0.0,,
12,2002,2002-12-01,12,23.172,CLE,,CAR,L 6-13,*,,0,0,,0,0.0%,,0,0,,0,3,68,22.67,0,2,9,4.50,0,0,0,0.0,,
13,2002,2002-12-08,13,23.179,CLE,@,JAX,W 21-20,,,3,20,6.67,0,,,1,9,9.00,0,4,81,20.25,0,3,4,1.33,0,0,0,0.0,,
14,2002,2002-12-15,14,23.186,CLE,,IND,L 23-28,,,1,2,2.00,0,,,0,0,,0,5,83,16.60,0,1,5,5.00,0,0,0,0.0,,
15,2002,2002-12-22,15,23.193,CLE,@,BAL,W 14-13,,0,3,21,7.00,0,,,1,-3,-3.00,0,2,35,17.50,0,1,15,15.00,0,0,0,0.0,,
16,2002,2002-12-29,16,23.200,CLE,,ATL,W 24-16,,0,2,36,18.00,0,,,0,0,,0,3,62,20.67,0,0,0,,0,0,0,0.0,,
17,2003,2003-09-07,1,24.087,CLE,,IND,L 6-9,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
18,2003,2003-09-14,2,24.094,CLE,@,BAL,L 13-33,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,6,133,22.17,0,0,0,,0,0,0,0.0,,
