ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2013,2013-09-29,4,22.246,SDG,,DAL,W 30-21,*,0.0,3,0,0,0,0
2,2013,2013-10-06,5,22.253,SDG,@,OAK,L 17-27,*,0.0,2,3,0,0,0
3,2013,2013-10-14,6,22.261,SDG,,IND,W 19-9,*,0.0,5,0,0,0,0
4,2013,2013-10-20,7,22.267,SDG,@,JAX,W 24-6,*,0.0,2,2,0,0,0
5,2013,2013-11-03,8,22.281,SDG,@,WAS,L 24-30,*,0.0,4,5,0,0,0
6,2013,2013-11-10,9,22.288,SDG,,DEN,L 20-28,*,0.0,3,2,0,0,0
7,2013,2013-11-17,10,22.295,SDG,@,MIA,L 16-20,*,0.0,4,1,0,0,0
8,2013,2013-11-24,11,22.302,SDG,@,KAN,W 41-38,*,0.0,3,0,0,0,0
9,2013,2013-12-01,12,22.309,SDG,,CIN,L 10-17,*,0.0,3,2,0,0,0
10,2013,2013-12-08,13,22.316,SDG,,NYG,W 37-14,*,0.0,2,0,0,0,0
11,2013,2013-12-12,14,22.320,SDG,@,DEN,W 27-20,*,0.0,2,0,0,0,0
12,2013,2013-12-22,15,22.330,SDG,,OAK,W 26-13,*,0.0,2,2,0,0,0
13,2013,2013-12-29,16,22.337,SDG,,KAN,W 27-24,*,0.0,7,3,0,0,0
14,2014,2014-09-08,1,23.225,SDG,@,ARI,L 17-18,*,0.0,6,0,0,0,0
15,2014,2014-09-14,2,23.231,SDG,,SEA,W 30-21,*,0.0,1,2,0,0,0
16,2014,2014-09-21,3,23.238,SDG,@,BUF,W 22-10,*,0.0,5,5,0,0,0
17,2014,2014-11-16,10,23.294,SDG,,OAK,W 13-6,,0.0,2,0,0,0,0
18,2014,2014-11-23,11,23.301,SDG,,STL,W 27-24,,0.0,2,1,0,0,0
19,2014,2014-11-30,12,23.308,SDG,@,BAL,W 34-33,,0.0,0,4,0,0,0
20,2014,2014-12-07,13,23.315,SDG,,NWE,L 14-23,,0.0,1,2,1,0,0
21,2014,2014-12-14,14,23.322,SDG,,DEN,L 10-22,*,0.0,5,1,0,0,0
22,2014,2014-12-20,15,23.328,SDG,@,SFO,W 38-35,*,1.0,8,3,0,0,0
23,2014,2014-12-28,16,23.336,SDG,@,KAN,L 7-19,*,0.0,9,4,0,0,0
