ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-09-30,1,23.067,WAS,@,DET,L 17-35,5,11,2.20,0,0,0,,0
2,1951,1951-10-14,3,23.081,WAS,@,CLE,L 0-45,7,15,2.14,0,1,24,24.00,0
3,1951,1951-10-28,5,23.095,WAS,@,PHI,W 27-23,1,1,1.00,0,0,0,,0
4,1951,1951-11-04,6,23.102,WAS,,CHI,L 0-27,1,-2,-2.00,0,0,0,,0
5,1951,1951-11-18,8,23.116,WAS,@,PIT,W 22-7,5,19,3.80,0,0,0,,0
6,1951,1951-11-25,9,23.123,WAS,,RAM,W 31-21,14,41,2.93,0,0,0,,0
7,1951,1951-12-02,10,23.130,WAS,,PHI,L 21-35,2,37,18.50,0,0,0,,0
8,1952,1952-10-12,3,24.079,WAS,,CRD,L 6-17,1,1,1.00,0,0,0,,0
9,1952,1952-10-19,4,24.086,WAS,@,PIT,W 28-24,4,17,4.25,0,0,0,,0
10,1952,1952-10-26,5,24.093,WAS,@,CLE,L 15-19,6,38,6.33,0,0,0,,0
11,1952,1952-11-02,6,24.100,WAS,,PIT,L 23-24,3,17,5.67,0,0,0,,0
12,1952,1952-11-09,7,24.107,WAS,@,PHI,L 20-38,1,4,4.00,0,0,0,,0
13,1952,1952-11-16,8,24.114,WAS,,SFO,L 17-23,4,6,1.50,0,0,0,,0
14,1952,1952-11-23,9,24.121,WAS,,NYG,L 10-14,3,-9,-3.00,0,1,19,19.00,0
15,1952,1952-11-30,10,24.128,WAS,,CLE,L 24-48,2,7,3.50,0,0,0,,0
16,1952,1952-12-07,11,24.135,WAS,@,NYG,W 27-17,8,22,2.75,0,2,52,26.00,1
17,1952,1952-12-14,12,24.142,WAS,,PHI,W 27-21,2,-1,-0.50,0,0,0,,0
18,1953,1953-10-11,3,25.078,GNB,,RAM,L 20-38,1,7,7.00,1,0,0,,0
19,1953,1953-10-18,4,25.085,GNB,,BAL,W 37-14,5,37,7.40,0,0,0,,0
20,1953,1953-11-29,10,25.127,WAS,@,PIT,W 17-9,3,13,4.33,0,1,9,9.00,0
21,1953,1953-12-06,11,25.134,WAS,,PHI,W 10-0,8,45,5.63,0,0,0,,0
