ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-10-25,5,24.314,NYG,,CLE,L 0-7,0,0,,0,1,4,4.00,0
2,1953,1953-11-15,8,24.335,NYG,,PIT,L 10-14,4,7,1.75,0,1,4,4.00,0
3,1953,1953-11-29,10,24.349,NYG,,PHI,W 37-28,1,-1,-1.00,0,0,0,,0
