ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2016,2016-10-02,4,25.356,IND,@,JAX,L 27-30,
2,2016,2016-12-18,14,26.067,IND,@,MIN,W 34-6,
3,2017,2017-09-10,1,26.333,IND,@,LAR,L 9-46,*
4,2017,2017-09-17,2,26.340,IND,,ARI,L 13-16,*
5,2017,2017-09-24,3,26.347,IND,,CLE,W 31-28,*
6,2017,2017-10-01,4,26.354,IND,@,SEA,L 18-46,*
7,2017,2017-10-08,5,26.361,IND,,SFO,W 26-23,*
8,2017,2017-10-16,6,27.004,IND,@,TEN,L 22-36,*
9,2017,2017-10-22,7,27.010,IND,,JAX,L 0-27,*
10,2017,2017-10-29,8,27.017,IND,@,CIN,L 23-24,*
11,2017,2017-11-05,9,27.024,IND,@,HOU,W 20-14,*
12,2017,2017-11-12,10,27.031,IND,,PIT,L 17-20,*
13,2017,2017-11-26,11,27.045,IND,,TEN,L 16-20,*
14,2017,2017-12-03,12,27.052,IND,@,JAX,L 10-30,*
15,2017,2017-12-10,13,27.059,IND,@,BUF,L 7-13,*
16,2017,2017-12-14,14,27.063,IND,,DEN,L 13-25,*
17,2017,2017-12-23,15,27.072,IND,@,BAL,L 16-23,*
18,2017,2017-12-31,16,27.080,IND,,HOU,W 22-13,*
19,2018,2018-09-23,3,27.346,ARI,,CHI,L 14-16,
