ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1998,1998-09-06,1,23.361,GNB,,DET,W 38-19,,,,
2,1998,1998-09-13,2,24.003,GNB,,TAM,W 23-15,,,,
3,1998,1998-09-20,3,24.010,GNB,@,CIN,W 13-6,,,,
4,1998,1998-10-11,5,24.031,CIN,,PIT,W 25-20,,,,
5,1998,1998-10-18,6,24.038,CIN,@,TEN,L 14-44,,,,
6,1998,1998-10-25,7,24.045,CIN,@,OAK,L 10-27,,,,
7,1998,1998-11-01,8,24.052,CIN,,DEN,L 26-33,,,,
8,1998,1998-11-08,9,24.059,CIN,@,JAX,L 11-24,,,,
9,1998,1998-11-15,10,24.066,CIN,@,MIN,L 3-24,,,,
10,1998,1998-11-29,12,24.080,CIN,,JAX,L 17-34,,,,
11,1998,1998-12-06,13,24.087,CIN,,BUF,L 20-33,,,,
12,1998,1998-12-13,14,24.094,CIN,@,IND,L 26-39,,,,
13,1998,1998-12-20,15,24.101,CIN,@,PIT,W 25-24,,,,
14,1998,1998-12-27,16,24.108,CIN,,TAM,L 0-35,,,,
15,1999,1999-09-12,1,25.002,CIN,@,TEN,L 35-36,,,,
16,1999,1999-10-10,5,25.030,CIN,@,CLE,W 18-17,,1,0,0
17,1999,1999-10-17,6,25.037,CIN,,PIT,L 3-17,*,,,
18,1999,1999-10-24,7,25.044,CIN,@,IND,L 10-31,*,,,
19,1999,1999-10-31,8,25.051,CIN,,JAX,L 10-41,*,,,
