ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1994,1994-09-04,1,23.294,WAS,,SEA,L 7-28,
2,1994,1994-09-11,2,23.301,WAS,@,NOR,W 38-24,
3,1994,1994-09-18,3,23.308,WAS,@,NYG,L 23-31,
4,1994,1994-09-25,4,23.315,WAS,,ATL,L 20-27,1.0
5,1994,1994-10-02,5,23.322,WAS,,DAL,L 7-34,
6,1994,1994-10-09,6,23.329,WAS,@,PHI,L 17-21,
7,1994,1994-10-16,7,23.336,WAS,,ARI,L 16-19,
8,1994,1994-10-23,8,23.343,WAS,@,IND,W 41-27,
9,1994,1994-11-06,10,23.357,WAS,,SFO,L 22-37,
10,1994,1994-11-20,11,24.006,WAS,@,DAL,L 7-31,
11,1994,1994-11-27,12,24.013,WAS,,NYG,L 19-21,
12,1994,1994-12-04,13,24.020,WAS,@,TAM,L 21-26,
13,1994,1994-12-11,14,24.027,WAS,@,ARI,L 15-17,
14,1994,1994-12-18,15,24.034,WAS,,TAM,L 14-17,
15,1994,1994-12-24,16,24.040,WAS,@,RAM,W 24-21,
16,1995,1995-09-03,1,24.293,WAS,,ARI,W 27-7,
17,1995,1995-09-10,2,24.300,WAS,,OAK,L 8-20,
18,1995,1995-09-17,3,24.307,WAS,@,DEN,L 31-38,
19,1995,1995-09-24,4,24.314,WAS,@,TAM,L 6-14,
20,1995,1995-10-01,5,24.321,WAS,,DAL,W 27-23,
21,1995,1995-10-08,6,24.328,WAS,@,PHI,L 34-37,
22,1995,1995-10-15,7,24.335,WAS,@,ARI,L 20-24,
23,1995,1995-10-22,8,24.342,WAS,,DET,W 36-30,
24,1995,1995-10-29,9,24.349,WAS,,NYG,L 15-24,
25,1995,1995-11-05,10,24.356,WAS,@,KAN,L 3-24,
26,1995,1995-11-19,11,25.005,WAS,,SEA,L 20-27,
27,1995,1995-11-26,12,25.012,WAS,,PHI,L 7-14,
28,1995,1995-12-03,13,25.019,WAS,@,DAL,W 24-17,
29,1995,1995-12-10,14,25.026,WAS,@,NYG,L 13-20,
30,1995,1995-12-17,15,25.033,WAS,@,STL,W 35-23,
31,1995,1995-12-24,16,25.040,WAS,,CAR,W 20-17,
32,1996,1996-09-01,1,25.292,WAS,,PHI,L 14-17,
33,1996,1996-09-08,2,25.299,WAS,,CHI,W 10-3,
34,1996,1996-09-15,3,25.306,WAS,@,NYG,W 31-10,1.0
35,1996,1996-09-22,4,25.313,WAS,@,STL,W 17-10,
36,1996,1996-09-29,5,25.320,WAS,,NYJ,W 31-16,
37,1996,1996-10-13,6,25.334,WAS,@,NWE,W 27-22,
38,1996,1996-10-20,7,25.341,WAS,,NYG,W 31-21,2.0
39,1996,1996-10-27,8,25.348,WAS,,IND,W 31-16,
40,1996,1996-11-03,9,25.355,WAS,@,BUF,L 13-38,1.0
41,1996,1996-11-10,10,25.362,WAS,,ARI,L 34-37,
42,1996,1996-11-17,11,26.003,WAS,@,PHI,W 26-21,
43,1996,1996-11-24,12,26.010,WAS,,SFO,L 16-19,1.0
44,1996,1996-11-28,13,26.014,WAS,@,DAL,L 10-21,
45,1996,1996-12-08,14,26.024,WAS,@,TAM,L 10-24,
46,1996,1996-12-15,15,26.031,WAS,@,ARI,L 26-27,
47,1996,1996-12-22,16,26.038,WAS,,DAL,W 37-10,
48,1997,1997-09-28,5,26.318,KAN,,SEA,W 20-17,
