ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
16,1953,1953-12-13,12,23.119,NYG,,DET,L 16-27,12,46,3.83,0,4,90,22.50,1,1,2,50.00,10,1,0,104.2,0,0,5.00,15.00,1,
17,1954,1954-09-26,1,24.041,NYG,@,CRD,W 41-10,12,33,2.75,0,5,54,10.80,0,0,0,,0,0,,,,,,,0,
18,1954,1954-10-02,2,24.047,NYG,@,BAL,L 14-20,13,58,4.46,2,3,14,4.67,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,2,
19,1954,1954-10-10,3,24.055,NYG,@,WAS,W 51-21,1,12,12.00,0,0,0,,0,1,2,50.00,28,0,0,95.8,0,0,14.00,14.00,0,
20,1954,1954-10-17,4,24.062,NYG,,CRD,W 31-17,6,65,10.83,0,1,7,7.00,0,2,2,100.00,44,2,0,158.3,0,0,22.00,42.00,0,
21,1954,1954-10-24,5,24.069,NYG,,WAS,W 24-7,9,50,5.56,0,1,19,19.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
22,1954,1954-10-31,6,24.076,NYG,@,CLE,L 14-24,6,9,1.50,0,0,0,,0,1,1,100.00,83,1,0,158.3,0,0,83.00,103.00,0,
23,1954,1954-11-07,7,24.083,NYG,@,PIT,W 30-6,8,77,9.63,0,1,9,9.00,0,0,0,,0,0,,,,,,,0,
24,1954,1954-11-14,8,24.090,NYG,,PHI,W 27-14,9,62,6.89,0,3,51,17.00,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,
25,1954,1954-11-21,9,24.097,NYG,,RAM,L 16-17,2,2,1.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
26,1955,1955-09-24,1,25.039,NYG,@,PHI,L 17-27,5,7,1.40,0,1,31,31.00,1,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,1,
27,1955,1955-10-09,3,25.054,NYG,@,PIT,L 23-30,7,16,2.29,0,2,28,14.00,0,1,1,100.00,25,1,0,158.3,0,0,25.00,45.00,0,
28,1955,1955-10-16,4,25.061,NYG,,CRD,W 10-0,12,61,5.08,1,0,0,,0,0,0,,0,0,,,,,,,1,
29,1955,1955-10-23,5,25.068,NYG,,PIT,L 17-19,6,40,6.67,0,7,44,6.29,0,0,0,,0,0,,,,,,,0,
30,1955,1955-10-30,6,25.075,NYG,,WAS,W 35-7,10,22,2.20,0,2,38,19.00,0,0,0,,0,0,,,,,,,0,
31,1955,1955-11-06,7,25.082,NYG,@,CLE,L 14-24,6,17,2.83,0,4,46,11.50,1,1,1,100.00,71,1,0,158.3,0,0,71.00,91.00,1,
32,1955,1955-11-13,8,25.089,NYG,,BAL,W 17-7,8,71,8.88,0,3,46,15.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
33,1955,1955-11-20,9,25.096,NYG,,PHI,W 31-7,4,3,0.75,0,4,78,19.50,0,0,0,,0,0,,,,,,,0,
34,1955,1955-11-27,10,25.103,NYG,,CLE,T 35-35,8,59,7.38,0,3,54,18.00,1,0,0,,0,0,,,,,,,1,
35,1955,1955-12-04,11,25.110,NYG,@,WAS,W 27-20,11,18,1.64,1,4,11,2.75,0,0,0,,0,0,,,,,,,1,
36,1955,1955-12-11,12,25.117,NYG,@,DET,W 24-19,9,37,4.11,1,3,61,20.33,1,0,0,,0,0,,,,,,,2,
37,1956,1956-09-30,1,26.045,NYG,@,SFO,W 38-21,8,85,10.63,1,1,12,12.00,0,0,0,,0,0,,,,,,,1,
38,1956,1956-10-07,2,26.052,NYG,@,CRD,L 27-35,8,73,9.13,0,8,85,10.63,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
39,1956,1956-10-14,3,26.059,NYG,@,CLE,W 21-9,11,73,6.64,0,4,42,10.50,0,0,0,,0,0,,,,,,,0,
40,1956,1956-10-21,4,26.066,NYG,,PIT,W 38-10,15,67,4.47,1,7,100,14.29,0,0,0,,0,0,,,,,,,1,
41,1956,1956-10-28,5,26.073,NYG,,PHI,W 20-3,14,77,5.50,0,2,28,14.00,1,0,0,,0,0,,,,,,,1,
42,1956,1956-11-04,6,26.080,NYG,@,PIT,W 17-14,17,65,3.82,0,3,36,12.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
43,1956,1956-11-11,7,26.087,NYG,,CRD,W 23-10,18,68,3.78,0,6,116,19.33,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,
44,1956,1956-11-18,8,26.094,NYG,@,WAS,L 7-33,8,63,7.88,0,4,38,9.50,0,0,0,,0,0,,,,,,,0,
45,1956,1956-11-25,9,26.101,NYG,,CHI,T 17-17,19,43,2.26,0,2,17,8.50,0,0,0,,0,0,1,,0,0,,,0,
46,1956,1956-12-02,10,26.108,NYG,,WAS,W 28-14,19,108,5.68,2,6,53,8.83,1,1,1,100.00,29,1,0,158.3,0,0,29.00,49.00,3,
47,1956,1956-12-09,11,26.115,NYG,,CLE,L 7-24,6,16,2.67,0,6,56,9.33,1,0,0,,0,0,,,,,,,1,
48,1956,1956-12-15,12,26.121,NYG,@,PHI,W 21-7,16,81,5.06,1,2,20,10.00,0,1,1,100.00,6,1,0,131.2,0,0,6.00,26.00,1,
49,1957,1957-09-29,1,27.044,NYG,@,CLE,L 3-6,11,39,3.55,0,0,0,,0,0,0,,0,0,,,,,,,0,
50,1957,1957-10-05,2,27.050,NYG,@,PHI,W 24-20,16,68,4.25,0,2,30,15.00,0,1,2,50.00,41,0,0,95.8,0,0,20.50,20.50,0,
51,1957,1957-10-13,3,27.058,NYG,@,WAS,W 24-20,10,26,2.60,1,1,6,6.00,0,1,2,50.00,66,1,0,135.4,0,0,33.00,43.00,1,
52,1957,1957-10-20,4,27.065,NYG,,PIT,W 35-0,13,66,5.08,0,4,68,17.00,0,1,1,100.00,18,1,0,158.3,0,0,18.00,38.00,0,
53,1957,1957-10-27,5,27.072,NYG,,WAS,L 14-31,6,33,5.50,0,5,38,7.60,0,0,0,,0,0,,,,,,,0,
54,1957,1957-11-03,6,27.079,NYG,@,GNB,W 31-17,11,32,2.91,1,4,93,23.25,0,0,0,,0,0,,,,,,,1,
55,1957,1957-11-10,7,27.086,NYG,,CRD,W 27-14,24,126,5.25,1,4,91,22.75,0,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,1,
56,1957,1957-11-17,8,27.093,NYG,,PHI,W 13-0,18,40,2.22,1,2,18,9.00,0,0,0,,0,0,,,,,,,1,
57,1957,1957-11-24,9,27.100,NYG,@,CRD,W 28-21,13,41,3.15,0,2,27,13.50,1,0,0,,0,0,,,,,,,1,
58,1957,1957-12-01,10,27.107,NYG,,SFO,L 17-27,7,16,2.29,0,11,105,9.55,1,0,0,,0,0,,,,,,,1,
59,1957,1957-12-07,11,27.113,NYG,@,PIT,L 10-21,3,5,1.67,0,5,91,18.20,1,0,0,,0,0,,,,,,,1,
60,1957,1957-12-15,12,27.121,NYG,,CLE,L 28-34,4,36,9.00,1,1,21,21.00,1,0,0,,0,0,,,,,,,2,
61,1958,1958-09-28,1,28.043,NYG,@,CRD,W 37-7,12,90,7.50,3,1,4,4.00,0,0,0,,0,0,,,,,,,3,
62,1958,1958-10-05,2,28.050,NYG,@,PHI,L 24-27,11,51,4.64,0,7,113,16.14,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,
63,1958,1958-10-12,3,28.057,NYG,@,WAS,W 21-14,15,45,3.00,1,3,57,19.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,1,
64,1958,1958-10-19,4,28.064,NYG,,CRD,L 6-23,2,25,12.50,0,2,11,5.50,0,0,0,,0,0,,,,,,,0,
65,1958,1958-11-09,7,28.085,NYG,,BAL,W 24-21,7,38,5.43,1,5,48,9.60,0,1,2,50.00,63,0,0,95.8,0,0,31.50,31.50,1,
66,1958,1958-11-16,8,28.092,NYG,@,PIT,L 10-31,14,42,3.00,1,2,31,15.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,
67,1958,1958-11-23,9,28.099,NYG,,WAS,W 30-0,12,51,4.25,0,4,28,7.00,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,
68,1958,1958-11-30,10,28.106,NYG,,PHI,W 24-10,15,64,4.27,1,1,3,3.00,0,0,0,,0,0,,,,,,,1,
69,1958,1958-12-07,11,28.113,NYG,@,DET,W 19-17,21,57,2.71,1,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,
70,1958,1958-12-14,12,28.120,NYG,,CLE,W 13-10,6,5,0.83,0,4,35,8.75,0,2,3,66.67,46,1,0,149.3,0,0,15.33,22.00,0,
71,1959,1959-09-26,1,29.041,NYG,@,RAM,W 23-21,10,25,2.50,1,7,82,11.71,0,0,0,,0,0,,,,,,,1,
72,1959,1959-10-04,2,29.049,NYG,@,PHI,L 21-49,9,47,5.22,1,6,62,10.33,0,0,0,,0,0,,,,,,,1,
73,1959,1959-10-11,3,29.056,NYG,@,CLE,W 10-6,10,52,5.20,0,3,40,13.33,0,0,0,,0,0,,,,,,,0,
74,1959,1959-10-18,4,29.063,NYG,,PHI,W 24-7,10,46,4.60,0,4,117,29.25,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
75,1959,1959-10-25,5,29.070,NYG,@,PIT,W 21-16,3,3,1.00,0,4,135,33.75,2,0,0,,0,0,,,,,,,2,
76,1959,1959-11-08,7,29.084,NYG,,CRD,W 9-3,9,48,5.33,0,4,95,23.75,0,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,
77,1959,1959-11-15,8,29.091,NYG,,PIT,L 9-14,8,19,2.38,0,1,11,11.00,0,0,0,,0,0,,,,,,,0,
78,1959,1959-11-22,9,29.098,NYG,@,CRD,W 30-20,5,11,2.20,0,2,48,24.00,1,2,2,100.00,80,1,0,158.3,0,0,40.00,50.00,1,
79,1959,1959-11-29,10,29.105,NYG,,WAS,W 45-14,16,159,9.94,0,1,8,8.00,0,2,4,50.00,33,1,1,78.1,0,0,8.25,2.00,0,
80,1959,1959-12-06,11,29.112,NYG,,CLE,W 48-7,9,46,5.11,1,7,129,18.43,1,1,2,50.00,38,0,0,95.8,0,0,19.00,19.00,2,
81,1959,1959-12-13,12,29.119,NYG,@,WAS,W 24-10,17,84,4.94,0,3,41,13.67,0,0,0,,0,0,,,,,,,0,
82,1960,1960-09-25,1,30.040,NYG,@,SFO,W 21-19,11,41,3.73,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0
83,1960,1960-10-02,2,30.047,NYG,@,STL,W 35-14,10,11,1.10,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0
84,1960,1960-10-09,3,30.054,NYG,@,PIT,W 19-17,12,14,1.17,0,1,44,44.00,1,0,0,,0,0,0,,0,0,,,1,6
85,1960,1960-10-16,4,30.061,NYG,,WAS,T 24-24,10,35,3.50,2,3,36,12.00,0,2,3,66.67,11,0,0,72.9,0,0,3.67,3.67,2,12
86,1960,1960-10-30,5,30.075,NYG,,STL,L 13-20,7,21,3.00,0,3,27,9.00,0,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,0
87,1960,1960-11-06,6,30.082,NYG,@,CLE,W 17-13,13,71,5.46,1,2,44,22.00,0,0,0,,0,0,0,,0,0,,,1,6
88,1960,1960-11-13,7,30.089,NYG,,PIT,W 27-24,5,15,3.00,1,8,91,11.38,2,0,0,,0,0,0,,0,0,,,3,18
89,1960,1960-11-20,8,30.096,NYG,,PHI,L 10-17,9,24,2.67,0,5,89,17.80,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,0,0
90,1962,1962-09-16,1,32.031,NYG,@,CLE,L 7-17,0,0,,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0
91,1962,1962-09-23,2,32.038,NYG,@,PHI,W 29-13,0,0,,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0
92,1962,1962-09-30,3,32.045,NYG,@,PIT,W 31-27,0,0,,0,4,99,24.75,1,0,0,,0,0,0,,0,0,,,1,6
93,1962,1962-10-07,4,32.052,NYG,@,STL,W 31-14,0,0,,0,6,97,16.17,0,0,0,,0,0,0,,0,0,,,0,0
94,1962,1962-10-14,5,32.059,NYG,,PIT,L 17-20,0,0,,0,3,50,16.67,1,0,0,,0,0,0,,0,0,,,1,6
95,1962,1962-10-28,7,32.073,NYG,,WAS,W 49-34,0,0,,0,4,127,31.75,1,0,0,,0,0,0,,0,0,,,1,6
96,1962,1962-11-04,8,32.080,NYG,,STL,W 31-28,0,0,,0,2,71,35.50,2,0,0,,0,0,0,,0,0,,,2,12
97,1962,1962-11-11,9,32.087,NYG,@,DAL,W 41-10,2,18,9.00,1,5,88,17.60,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,12
98,1962,1962-11-18,10,32.094,NYG,,PHI,W 19-14,0,0,,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0
99,1962,1962-11-25,11,32.101,NYG,@,WAS,W 42-24,0,0,,0,4,76,19.00,0,0,0,,0,0,0,,0,0,,,0,0
100,1962,1962-12-02,12,32.108,NYG,@,CHI,W 26-24,0,0,,0,2,28,14.00,0,0,0,,0,0,0,,0,0,,,0,0
101,1962,1962-12-09,13,32.115,NYG,,CLE,W 17-13,0,0,,0,3,60,20.00,0,1,1,100.00,12,0,0,116.7,0,0,12.00,12.00,0,0
102,1962,1962-12-16,14,32.122,NYG,,DAL,W 41-31,0,0,,0,3,68,22.67,1,0,0,,0,0,0,,0,0,,,1,6
103,1963,1963-09-22,2,33.037,NYG,@,PIT,L 0-31,0,0,,0,2,87,43.50,0,0,0,,0,0,0,,0,0,,,0,0
104,1963,1963-09-29,3,33.044,NYG,@,PHI,W 37-14,0,0,,0,2,26,13.00,0,0,0,,0,0,0,,0,0,,,0,0
105,1963,1963-10-06,4,33.051,NYG,@,WAS,W 24-14,0,0,,0,5,74,14.80,0,0,0,,0,0,0,,0,0,,,0,0
106,1963,1963-10-13,5,33.058,NYG,,CLE,L 24-35,1,12,12.00,0,4,49,12.25,0,0,0,,0,0,0,,0,0,,,0,0
107,1963,1963-11-03,8,33.079,NYG,@,STL,W 38-21,1,2,2.00,0,3,63,21.00,1,0,0,,0,0,0,,0,0,,,1,6
108,1963,1963-11-10,9,33.086,NYG,,PHI,W 42-14,0,0,,0,5,59,11.80,1,0,0,,0,0,0,,0,0,,,1,6
109,1963,1963-11-17,10,33.093,NYG,,SFO,W 48-14,1,-6,-6.00,0,6,81,13.50,2,0,0,,0,0,0,,0,0,,,2,12
110,1963,1963-11-24,11,33.100,NYG,,STL,L 17-24,0,0,,0,5,51,10.20,0,0,0,,0,0,0,,0,0,,,0,0
111,1963,1963-12-01,12,33.107,NYG,@,DAL,W 34-27,0,0,,0,3,37,12.33,1,0,0,,0,0,0,,0,0,,,1,6
112,1963,1963-12-08,13,33.114,NYG,,WAS,W 44-14,0,0,,0,2,36,18.00,2,0,0,,0,0,0,,0,0,,,2,12
113,1963,1963-12-15,14,33.121,NYG,,PIT,W 33-17,1,2,2.00,0,5,94,18.80,0,0,0,,0,0,0,,0,0,,,0,0
114,1964,1964-09-13,1,34.028,NYG,@,PHI,L 7-38,0,0,,0,2,37,18.50,0,0,0,,0,0,0,,0,0,,,0,0
115,1964,1964-09-25,3,34.040,NYG,,WAS,W 13-10,0,0,,0,2,30,15.00,0,0,0,,0,0,0,,0,0,,,0,0
116,1964,1964-10-04,4,34.049,NYG,@,DET,L 3-26,0,0,,0,2,23,11.50,0,0,0,,0,0,0,,0,0,,,0,0
117,1964,1964-10-11,5,34.056,NYG,@,DAL,T 13-13,1,2,2.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
118,1964,1964-11-01,8,34.077,NYG,,STL,W 34-17,0,0,,0,4,63,15.75,0,0,0,,0,0,0,,0,0,,,0,0
119,1964,1964-11-08,9,34.084,NYG,,DAL,L 21-31,0,0,,0,5,95,19.00,2,0,0,,0,0,0,,0,0,,,2,12
120,1964,1964-11-22,11,34.098,NYG,,PIT,L 17-44,0,0,,0,6,89,14.83,0,0,0,,0,0,0,,0,0,,,0,0
121,1964,1964-11-29,12,34.105,NYG,@,WAS,L 21-36,0,0,,0,3,40,13.33,0,0,0,,0,0,0,,0,0,,,0,0
122,1964,1964-12-06,13,34.112,NYG,,MIN,L 21-30,0,0,,0,3,29,9.67,1,1,1,100.00,33,0,0,118.7,0,0,33.00,33.00,1,6
123,1964,1964-12-12,14,34.118,NYG,,CLE,L 20-52,0,0,,0,2,23,11.50,0,0,0,,0,0,0,,0,0,,,0,0
