ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-12-11,13,21.364,TAM,@,JAX,L 14-41,,,,,,,,,,,
2,2011,2011-12-17,14,22.005,TAM,,DAL,L 15-31,,,,,,,,,,,
3,2011,2011-12-24,15,22.012,TAM,@,CAR,L 16-48,,0,0,,0,0.0,2,0,0,0,0
4,2011,2012-01-01,16,22.020,TAM,@,ATL,L 24-45,,0,0,,0,0.0,1,2,0,0,0
5,2012,2012-09-09,1,22.272,TAM,,CAR,W 16-10,*,0,0,,0,0.0,0,0,1,0,0
6,2012,2012-09-16,2,22.279,TAM,@,NYG,L 34-41,,0,0,,0,0.0,1,0,0,0,0
7,2012,2012-09-23,3,22.286,TAM,@,DAL,L 10-16,,,,,,,,,,,
8,2012,2012-09-30,4,22.293,TAM,,WAS,L 22-24,,0,0,,0,0.0,1,1,0,0,0
9,2012,2012-10-14,5,22.307,TAM,,KAN,W 38-10,,,,,,,,,,,
10,2012,2012-10-21,6,22.314,TAM,,NOR,L 28-35,,,,,,,,,,,
11,2012,2012-10-25,7,22.318,TAM,@,MIN,W 36-17,,0,0,,0,0.0,2,0,0,0,0
12,2012,2012-11-04,8,22.328,TAM,@,OAK,W 42-32,,1,3,3.00,0,0.0,4,1,1,34,0
13,2012,2012-11-11,9,22.335,TAM,,SDG,W 34-24,,0,0,,0,0.0,2,1,0,0,0
14,2012,2012-11-18,10,22.342,TAM,@,CAR,W 27-21,,0,0,,0,0.0,3,1,0,0,0
15,2012,2012-11-25,11,22.349,TAM,,ATL,L 23-24,,0,0,,0,0.0,1,0,0,0,0
16,2012,2012-12-02,12,22.356,TAM,@,DEN,L 23-31,,0,0,,0,0.0,6,0,0,0,0
17,2012,2012-12-09,13,22.363,TAM,,PHI,L 21-23,,0,0,,0,0.0,6,0,0,0,0
18,2012,2012-12-16,14,23.004,TAM,@,NOR,L 0-41,,0,0,,0,0.0,0,0,0,0,0
19,2012,2012-12-23,15,23.011,TAM,,STL,L 13-28,,0,0,,0,0.0,0,1,0,0,0
20,2012,2012-12-30,16,23.018,TAM,@,ATL,W 22-17,,0,0,,0,0.0,0,1,0,0,0
21,2013,2013-09-08,1,23.270,TAM,@,NYJ,L 17-18,,,,,,,,,,,
22,2013,2013-09-15,2,23.277,TAM,,NOR,L 14-16,*,0,0,,0,0.0,4,1,0,0,0
23,2013,2013-09-22,3,23.284,TAM,@,NWE,L 3-23,*,0,0,,0,0.0,2,2,0,0,0
24,2013,2013-09-29,4,23.291,TAM,,ARI,L 10-13,,0,0,,0,0.0,2,1,0,0,0
