ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-09-22,2,23.033,NYY,@,RAM,L 28-45,,3,5,60.00,131,2,1,104.2,0,0,26.20,25.20,1,7,7.00,0
2,1950,1950-11-19,9,23.091,NYY,,RAM,L 35-43,,1,4,25.00,60,0,0,79.2,0,0,15.00,15.00,0,0,,0
3,1950,1950-11-23,10,23.095,NYY,@,DET,L 14-49,,17,28,60.71,212,1,0,96.1,0,0,7.57,8.29,0,0,,0
4,1950,1950-12-03,11,23.105,NYY,@,NYG,L 7-51,,6,11,54.55,74,1,0,105.9,0,0,6.73,8.55,0,0,,0
5,1950,1950-12-10,12,23.112,NYY,,BAL,W 51-14,,2,3,66.67,25,2,1,92.4,0,0,8.33,6.67,0,0,,0
6,1951,1951-09-28,1,24.039,NYY,@,RAM,L 14-54,*,7,17,41.18,38,0,0,48.9,0,0,2.24,2.24,0,0,,0
7,1951,1951-10-08,2,24.049,NYY,@,DET,L 10-37,*,14,44,31.82,151,1,2,31.5,0,0,3.43,1.84,0,0,,0
8,1951,1951-10-14,3,24.055,NYY,@,CHI,L 21-24,*,3,18,16.67,33,0,1,16.4,0,0,1.83,-0.67,1,5,5.00,0
9,1951,1951-10-21,4,24.062,NYY,@,DET,T 24-24,,1,3,33.33,15,0,0,50.7,0,0,5.00,5.00,0,0,,0
10,1951,1951-11-25,9,24.097,PHI,,PIT,L 13-17,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,-2,-1.00,0
11,1951,1951-12-02,10,24.104,PHI,@,WAS,W 35-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
12,1951,1951-12-09,11,24.111,PHI,,NYG,L 7-23,,4,8,50.00,43,0,1,26.6,0,0,5.38,-0.25,4,23,5.75,0
13,1951,1951-12-16,12,24.118,PHI,,CLE,L 9-24,,1,2,50.00,8,0,0,60.4,0,0,4.00,4.00,0,0,,0
