ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1999,1999-09-12,1,24.168,KAN,@,CHI,L 17-20,,0,0,,0,4,178,44.50,0
2,1999,1999-09-19,2,24.175,KAN,,DEN,W 26-10,,0,0,,0,4,160,40.00,0
3,1999,1999-09-26,3,24.182,KAN,,DET,W 31-21,,0,0,,0,7,315,45.00,0
4,1999,1999-10-03,4,24.189,KAN,@,SDG,L 14-21,,1,0,0.00,0,5,223,44.60,0
5,1999,1999-10-10,5,24.196,KAN,,NWE,W 16-14,,0,0,,0,5,157,31.40,0
6,1999,1999-10-21,6,24.207,KAN,@,BAL,W 35-8,,0,0,,0,8,359,44.88,0
7,1999,1999-10-31,7,24.217,KAN,,SDG,W 34-0,,0,0,,0,6,282,47.00,1
8,1999,1999-11-07,8,24.224,KAN,@,IND,L 17-25,,0,0,,0,5,213,42.60,0
9,1999,1999-11-14,9,24.231,KAN,@,TAM,L 10-17,,0,0,,0,9,337,37.44,0
10,1999,1999-11-21,10,24.238,KAN,,SEA,L 19-31,,0,0,,0,7,285,40.71,0
11,1999,1999-11-28,11,24.245,KAN,@,OAK,W 37-34,,0,0,,0,5,189,37.80,0
12,1999,1999-12-05,12,24.252,KAN,@,DEN,W 16-10,,0,0,,0,9,444,49.33,0
13,1999,1999-12-12,13,24.259,KAN,,MIN,W 31-28,,0,0,,0,5,194,38.80,0
14,1999,1999-12-18,14,24.265,KAN,,PIT,W 35-19,,0,0,,0,7,301,43.00,0
15,1999,1999-12-26,15,24.273,KAN,@,SEA,L 14-23,,0,0,,0,7,267,38.14,0
16,1999,2000-01-02,16,24.280,KAN,,OAK,L 38-41,,0,0,,0,8,314,39.25,1
17,2000,2000-09-10,1,25.166,CIN,,CLE,L 7-24,,1,22,22.00,0,6,244,40.67,0
18,2000,2000-09-17,2,25.173,CIN,@,JAX,L 0-13,,0,0,,0,7,294,42.00,0
19,2000,2000-09-24,3,25.180,CIN,@,BAL,L 0-37,,0,0,,0,4,146,36.50,0
20,2000,2000-10-01,4,25.187,CIN,,MIA,L 16-31,,0,0,,0,4,125,31.25,0
21,2000,2000-10-08,5,25.194,CIN,,TEN,L 14-23,,0,0,,0,7,260,37.14,0
22,2000,2000-10-15,6,25.201,CIN,@,PIT,L 0-15,,0,0,,0,10,443,44.30,0
23,2000,2000-10-22,7,25.208,CIN,,DEN,W 31-21,,0,0,,0,5,233,46.60,0
24,2000,2000-10-29,8,25.215,CIN,@,CLE,W 12-3,,0,0,,0,8,317,39.63,0
25,2000,2000-11-05,9,25.222,CIN,,BAL,L 7-27,,0,0,,0,8,347,43.38,0
26,2000,2000-11-12,10,25.229,CIN,@,DAL,L 6-23,,1,0,0.00,0,3,110,36.67,0
27,2000,2000-11-19,11,25.236,CIN,@,NWE,L 13-16,,0,0,,0,5,214,42.80,0
28,2000,2000-11-26,12,25.243,CIN,,PIT,L 28-48,,0,0,,0,4,142,35.50,0
29,2000,2000-12-03,13,25.250,CIN,,ARI,W 24-13,,0,0,,0,4,131,32.75,0
30,2000,2000-12-10,14,25.257,CIN,@,TEN,L 3-35,,0,0,,0,9,401,44.56,0
31,2000,2000-12-17,15,25.264,CIN,,JAX,W 17-14,,0,0,,0,5,181,36.20,0
32,2000,2000-12-24,16,25.271,CIN,@,PHI,L 7-16,,0,0,,0,5,187,37.40,0
33,2001,2001-10-01,3,26.187,NYJ,,SFO,L 17-19,,0,0,,0,4,153,38.25,0
