ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1984,1984-09-02,1,22.215,IND,,NYJ,L 14-23,,,,,
2,1984,1984-09-09,2,22.222,IND,@,HOU,W 35-21,0,0,,0,1.0
3,1984,1984-09-16,3,22.229,IND,,STL,L 33-34,,,,,
4,1984,1984-09-23,4,22.236,IND,@,MIA,L 7-44,,,,,
5,1984,1984-09-30,5,22.243,IND,,BUF,W 31-17,,,,,
6,1984,1984-10-07,6,22.250,IND,,WAS,L 7-35,,,,,
7,1984,1984-10-14,7,22.257,IND,@,PHI,L 7-16,,,,,
8,1984,1984-10-21,8,22.264,IND,,PIT,W 17-16,,,,,
9,1984,1984-10-28,9,22.271,IND,@,DAL,L 3-22,,,,,
10,1984,1984-11-04,10,22.278,IND,,SDG,L 10-38,,,,,
11,1984,1984-11-11,11,22.285,IND,@,NYJ,W 9-5,,,,,
12,1984,1984-11-18,12,22.292,IND,,NWE,L 17-50,,,,,
13,1984,1984-11-25,13,22.299,IND,@,RAI,L 7-21,,,,,
14,1984,1984-12-02,14,22.306,IND,@,BUF,L 15-21,,,,,
15,1984,1984-12-09,15,22.313,IND,,MIA,L 17-35,,,,,
16,1984,1984-12-16,16,22.320,IND,@,NWE,L 10-16,0,0,,0,1.0
17,1986,1986-11-30,13,24.303,SDG,@,IND,W 17-3,,,,,
18,1986,1986-12-07,14,24.310,SDG,,HOU,W 27-0,,,,,
19,1986,1986-12-14,15,24.317,SDG,,SEA,L 24-34,,,,,
20,1986,1986-12-21,16,24.324,SDG,@,CLE,L 17-47,,,,,
21,1987,1987-10-04,3,25.246,SDG,@,CIN,W 10-9,0,0,,0,1.0
22,1987,1987-10-11,4,25.253,SDG,@,TAM,W 17-13,0,0,,0,2.0
23,1987,1987-10-18,5,25.260,SDG,@,RAI,W 23-17,0,0,,0,1.0
24,1988,1988-09-04,1,26.217,GNB,,RAM,L 7-34,0,0,,0,
25,1988,1988-09-11,2,26.224,GNB,,TAM,L 10-13,0,0,,0,
26,1988,1988-09-18,3,26.231,GNB,@,MIA,L 17-24,0,0,,0,
27,1988,1988-09-25,4,26.238,GNB,,CHI,L 6-24,0,0,,0,
28,1988,1988-10-02,5,26.245,GNB,@,TAM,L 24-27,0,0,,0,
29,1988,1988-10-09,6,26.252,GNB,,NWE,W 45-3,0,0,,0,
30,1988,1988-10-16,7,26.259,GNB,@,MIN,W 34-14,0,0,,0,1.0
31,1988,1988-10-23,8,26.266,GNB,,WAS,L 17-20,0,0,,0,
32,1988,1988-10-30,9,26.273,GNB,@,BUF,L 0-28,0,0,,0,
33,1988,1988-11-06,10,26.280,GNB,@,ATL,L 0-20,0,0,,0,
34,1988,1988-11-13,11,26.287,GNB,,IND,L 13-20,0,0,,0,2.0
35,1988,1988-11-20,12,26.294,GNB,,DET,L 9-19,0,0,,0,1.0
36,1988,1988-11-27,13,26.301,GNB,@,CHI,L 0-16,1,7,7.00,0,0.0
37,1988,1988-12-04,14,26.308,GNB,@,DET,L 14-30,0,0,,0,
38,1988,1988-12-11,15,26.315,GNB,,MIN,W 18-6,0,0,,0,
39,1988,1988-12-18,16,26.322,GNB,@,PHO,W 26-17,0,0,,0,1.0
40,1989,1989-09-10,1,27.222,GNB,,TAM,L 21-23,,,,,
41,1989,1989-09-17,2,27.229,GNB,,NOR,W 35-34,,,,,
42,1989,1989-09-24,3,27.236,GNB,@,RAM,L 38-41,,,,,
43,1989,1989-10-01,4,27.243,GNB,,ATL,W 23-21,,,,,
44,1989,1989-10-08,5,27.250,GNB,,DAL,W 31-13,,,,,
45,1989,1989-10-15,6,27.257,GNB,@,MIN,L 14-26,,,,,
46,1989,1989-10-22,7,27.264,GNB,@,MIA,L 20-23,,,,,
47,1989,1989-10-29,8,27.271,GNB,,DET,W 23-20,,,,,
