ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1982,1982-09-12,1,21.334,CLE,@,SEA,W 21-7,1.0
2,1982,1982-09-19,2,21.341,CLE,,PHI,L 21-24,
3,1982,1982-11-21,3,22.039,CLE,,NWE,W 10-7,
4,1982,1982-11-25,4,22.043,CLE,@,DAL,L 14-31,
5,1982,1982-12-05,5,22.053,CLE,,SDG,L 13-30,
6,1982,1982-12-12,6,22.060,CLE,@,CIN,L 10-23,
7,1982,1982-12-19,7,22.067,CLE,,PIT,W 10-9,
8,1982,1982-12-26,8,22.074,CLE,@,HOU,W 20-14,
9,1982,1983-01-02,9,22.081,CLE,@,PIT,L 21-37,
10,1983,1983-09-04,1,22.326,CLE,,MIN,L 21-27,
11,1983,1983-09-11,2,22.333,CLE,@,DET,W 31-26,
12,1983,1983-09-15,3,22.337,CLE,,CIN,W 17-7,
13,1983,1983-09-25,4,22.347,CLE,@,SDG,W 30-24,
14,1983,1983-10-02,5,22.354,CLE,,SEA,L 9-24,
15,1983,1983-10-09,6,22.361,CLE,,NYJ,W 10-7,1.0
16,1983,1983-10-16,7,23.003,CLE,@,PIT,L 17-44,
17,1983,1983-10-23,8,23.010,CLE,@,CIN,L 21-28,
18,1983,1983-10-30,9,23.017,CLE,,HOU,W 25-19,
19,1983,1983-11-06,10,23.024,CLE,@,GNB,L 21-35,
20,1983,1983-11-13,11,23.031,CLE,,TAM,W 20-0,
21,1983,1983-11-20,12,23.038,CLE,@,NWE,W 30-0,
22,1983,1983-11-27,13,23.045,CLE,,BAL,W 41-23,
23,1983,1983-12-04,14,23.052,CLE,@,DEN,L 6-27,
24,1983,1983-12-11,15,23.059,CLE,@,HOU,L 27-34,
25,1983,1983-12-18,16,23.066,CLE,,PIT,W 30-17,
26,1984,1984-09-03,1,23.326,CLE,@,SEA,L 0-33,
27,1984,1984-09-09,2,23.332,CLE,@,RAM,L 17-20,1.0
28,1984,1984-09-16,3,23.339,CLE,,DEN,L 14-24,
29,1984,1984-09-23,4,23.346,CLE,,PIT,W 20-10,1.0
30,1984,1984-09-30,5,23.353,CLE,@,KAN,L 6-10,1.0
31,1984,1984-10-07,6,23.360,CLE,,NWE,L 16-17,
32,1984,1984-10-14,7,24.001,CLE,,NYJ,L 20-24,0.5
33,1984,1984-10-21,8,24.008,CLE,@,CIN,L 9-12,
34,1984,1984-10-28,9,24.015,CLE,,NOR,L 14-16,
35,1984,1984-11-04,10,24.022,CLE,@,BUF,W 13-10,
36,1984,1984-11-11,11,24.029,CLE,,SFO,L 7-41,
37,1984,1984-11-18,12,24.036,CLE,@,ATL,W 23-7,1.0
38,1984,1984-11-25,13,24.043,CLE,,HOU,W 27-10,
39,1984,1984-12-02,14,24.050,CLE,,CIN,L 17-20,
40,1984,1984-12-09,15,24.057,CLE,@,PIT,L 20-23,
41,1984,1984-12-16,16,24.064,CLE,@,HOU,W 27-20,
42,1985,1985-09-16,2,24.338,CLE,,PIT,W 17-7,
43,1985,1985-09-22,3,24.344,CLE,@,DAL,L 7-20,
44,1985,1985-09-29,4,24.351,CLE,@,SDG,W 21-7,
45,1985,1985-10-27,8,25.014,CLE,,WAS,L 7-14,
46,1985,1985-11-10,10,25.028,CLE,@,CIN,L 10-27,
47,1985,1985-11-17,11,25.035,CLE,,BUF,W 17-7,
48,1985,1985-11-24,12,25.042,CLE,,CIN,W 24-6,1.0
49,1985,1985-12-08,14,25.056,CLE,@,SEA,L 13-31,
50,1985,1985-12-15,15,25.063,CLE,,HOU,W 28-21,
51,1985,1985-12-22,16,25.070,CLE,@,NYJ,L 10-37,
52,1987,1987-11-22,10,27.040,SDG,@,SEA,L 3-34,
53,1987,1987-11-29,11,27.047,SDG,,DEN,L 17-31,
54,1987,1987-12-06,12,27.054,SDG,@,HOU,L 18-33,
55,1987,1987-12-13,13,27.061,SDG,,PIT,L 16-20,
56,1987,1987-12-20,14,27.068,SDG,,IND,L 7-20,
57,1987,1987-12-27,15,27.075,SDG,@,DEN,L 0-24,
58,1988,1988-09-04,1,27.327,SDG,@,RAI,L 13-24,
59,1988,1988-09-11,2,27.334,SDG,@,DEN,L 3-34,
60,1988,1988-09-18,3,27.341,SDG,,SEA,W 17-6,
61,1988,1988-09-25,4,27.348,SDG,@,KAN,W 24-23,
62,1988,1988-10-02,5,27.355,SDG,,DEN,L 0-12,
63,1988,1988-10-09,6,27.362,SDG,,NOR,L 17-23,
