ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1990,1990-09-09,1,24.045,TAM,@,DET,W 38-21,,0,0,,0,,,,
2,1990,1990-09-16,2,24.052,TAM,,RAM,L 14-35,,0,0,,0,,,,
3,1990,1990-09-23,3,24.059,TAM,,DET,W 23-20,,0,0,,0,,,,
4,1990,1990-09-30,4,24.066,TAM,@,MIN,W 23-20,,1,15,15.00,0,,,0,0
5,1990,1990-10-07,5,24.073,TAM,@,DAL,L 10-14,,0,0,,0,,,,
6,1990,1990-10-14,6,24.080,TAM,,GNB,W 26-14,,0,0,,0,,,,
7,1990,1990-10-21,7,24.087,TAM,,DAL,L 13-17,,0,0,,0,,,,
8,1990,1990-10-28,8,24.094,TAM,@,SDG,L 10-41,,1,2,2.00,0,,,0,0
9,1990,1990-11-04,9,24.101,TAM,,CHI,L 6-26,,0,0,,0,,,,
10,1990,1990-11-11,10,24.108,TAM,@,NOR,L 7-35,,0,0,,0,,,,
11,1990,1990-11-18,11,24.115,TAM,@,SFO,L 7-31,,0,0,,0,,,,
12,1990,1990-11-25,12,24.122,TAM,@,GNB,L 10-20,,2,8,4.00,0,,,0,0
13,1990,1990-12-02,13,24.129,TAM,,ATL,W 23-17,,1,52,52.00,0,,,0,0
14,1990,1990-12-16,14,24.143,TAM,,MIN,W 26-13,,0,0,,0,,,,
15,1990,1990-12-23,15,24.150,TAM,@,CHI,L 14-27,,0,0,,0,,,,
16,1990,1990-12-30,16,24.157,TAM,,NYJ,L 14-16,,0,0,,0,,,,
17,1991,1991-09-01,1,25.037,TAM,@,NYJ,L 13-16,,0,0,,0,,,,
18,1991,1991-09-08,2,25.044,TAM,,CHI,L 20-21,,0,0,,0,,,,
19,1991,1991-09-15,3,25.051,TAM,@,GNB,L 13-15,,1,17,17.00,0,,,0,0
20,1991,1991-09-22,4,25.058,TAM,,BUF,L 10-17,,0,0,,0,,,,
21,1991,1991-10-06,6,25.072,TAM,,PHI,W 14-13,,1,34,34.00,0,,,0,0
22,1991,1991-10-20,7,25.086,TAM,@,NOR,L 7-23,,1,13,13.00,0,,,0,0
23,1991,1991-10-27,8,25.093,TAM,,GNB,L 0-27,,0,0,,0,,,,
24,1991,1991-11-03,9,25.100,TAM,@,MIN,L 13-28,,1,1,1.00,1,,,1,6
25,1991,1991-11-10,10,25.107,TAM,,DET,W 30-21,,0,0,,0,,,,
26,1991,1991-11-17,11,25.114,TAM,@,ATL,L 7-43,,0,0,,0,,,,
27,1991,1991-11-24,12,25.121,TAM,,NYG,L 14-21,,1,7,7.00,0,,,0,0
28,1991,1991-12-01,13,25.128,TAM,@,MIA,L 14-33,,0,0,,0,,,,
29,1991,1991-12-08,14,25.135,TAM,,MIN,L 24-26,,1,1,1.00,1,,,1,6
30,1991,1991-12-14,15,25.141,TAM,@,CHI,L 0-27,,0,0,,0,,,,
31,1991,1991-12-22,16,25.149,TAM,,IND,W 17-3,,0,0,,0,,,,
32,1992,1992-09-06,1,26.042,TAM,,PHO,W 23-7,,,,,,0.0%,,,
33,1992,1992-09-13,2,26.049,PIT,,NYJ,W 27-10,,,,,,0.0%,,,
34,1992,1992-09-20,3,26.056,PIT,@,SDG,W 23-6,,,,,,0.0%,,,
35,1993,1993-10-17,6,27.083,NOR,@,PIT,L 14-37,,,,,,0.0%,,,
