ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1982,1982-09-12,1,22.297,HOU,@,CIN,L 6-27,2,0,0.00,0,1,7,7.00,0,0,0
2,1982,1982-09-19,2,22.304,HOU,,SEA,W 23-21,1,0,0.00,0,6,62,10.33,0,0,0
3,1982,1982-11-21,3,23.002,HOU,,PIT,L 10-24,0,0,,0,0,0,,0,0,
4,1982,1982-11-28,4,23.009,HOU,@,NWE,L 21-29,0,0,,0,2,13,6.50,0,0,0
5,1982,1982-12-05,5,23.016,HOU,@,NYG,L 14-17,1,3,3.00,0,4,68,17.00,0,0,0
6,1982,1982-12-13,6,23.024,HOU,,DAL,L 7-37,4,24,6.00,0,4,42,10.50,0,0,0
7,1982,1982-12-19,7,23.030,HOU,@,PHI,L 14-35,4,-5,-1.25,0,3,18,6.00,1,1,6
8,1982,1982-12-26,8,23.037,HOU,,CLE,L 14-20,2,9,4.50,1,3,20,6.67,0,1,6
9,1982,1983-01-02,9,23.044,HOU,,CIN,L 27-35,4,11,2.75,2,0,0,,0,2,12
10,1983,1983-09-11,2,23.296,HOU,@,RAI,L 6-20,19,53,2.79,0,0,0,,0,0,0
11,1983,1983-09-18,3,23.303,HOU,,PIT,L 28-40,0,0,,0,0,0,,0,0,
12,1983,1983-09-25,4,23.310,HOU,@,BUF,L 13-30,1,0,0.00,0,0,0,,0,0,0
13,1983,1983-10-02,5,23.317,HOU,@,PIT,L 10-17,1,-2,-2.00,0,0,0,,0,0,0
14,1983,1983-10-09,6,23.324,HOU,,DEN,L 14-26,1,-4,-4.00,0,0,0,,0,0,0
15,1983,1983-10-16,7,23.331,HOU,@,MIN,L 14-34,1,2,2.00,0,0,0,,0,0,0
16,1983,1983-10-23,8,23.338,HOU,,KAN,L 10-13,14,43,3.07,0,3,30,10.00,0,0,0
17,1983,1983-10-30,9,23.345,HOU,@,CLE,L 19-25,12,38,3.17,0,0,0,,0,0,0
18,1983,1983-11-06,10,23.352,HOU,,CIN,L 14-55,4,11,2.75,0,5,45,9.00,0,0,0
19,1983,1983-11-13,11,23.359,HOU,,DET,W 27-17,0,0,,0,0,0,,0,0,
20,1983,1983-11-20,12,24.001,HOU,@,CIN,L 10-38,0,0,,0,0,0,,0,0,
21,1983,1983-11-27,13,24.008,HOU,@,TAM,L 24-33,0,0,,0,4,24,6.00,0,0,0
22,1983,1983-12-04,14,24.015,HOU,,MIA,L 17-24,1,6,6.00,0,0,0,,0,0,0
23,1983,1983-12-11,15,24.022,HOU,,CLE,W 34-27,0,0,,0,0,0,,0,0,
24,1983,1983-12-18,16,24.029,HOU,@,BAL,L 10-20,1,0,0.00,0,0,0,,0,0,0
25,1984,1984-09-02,1,24.288,HOU,,RAI,L 14-24,,,,,,,,,,
