ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-10-21,6,22.224,BUF,,BAL,W 19-14,,,0,0,,0,0.0%,,0,0,0.0,,
2,2007,2007-10-28,7,22.231,BUF,@,NYJ,W 13-3,*,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,,
3,2007,2007-11-04,8,22.238,BUF,,CIN,W 33-21,,2,2,10,5.00,0,100.0%,5.00,0,0,0.0,,
4,2008,2008-09-07,1,23.180,BUF,,SEA,W 34-10,*,,,,,,0.0%,,,,,,
5,2008,2008-09-14,2,23.187,BUF,@,JAX,W 20-16,*,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0
6,2008,2008-09-21,3,23.194,BUF,,OAK,W 24-23,*,2,,,,,0.0%,,,,,,
7,2008,2008-09-28,4,23.201,BUF,@,STL,W 31-14,*,1,1,21,21.00,0,100.0%,21.00,0,0,0.0,0,0
8,2008,2008-10-05,5,23.208,BUF,@,ARI,L 17-41,,,,,,,0.0%,,,,,,
9,2008,2008-10-19,6,23.222,BUF,,SDG,W 23-14,*,1,1,18,18.00,0,100.0%,18.00,0,0,0.0,0,0
10,2008,2008-10-26,7,23.229,BUF,@,MIA,L 16-25,*,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,1,0
11,2008,2008-11-02,8,23.236,BUF,,NYJ,L 17-26,*,,,,,,0.0%,,,,,,
12,2008,2008-11-09,9,23.243,BUF,@,NWE,L 10-20,*,1,1,14,14.00,0,100.0%,14.00,0,0,0.0,0,0
13,2008,2008-11-17,10,23.251,BUF,,CLE,L 27-29,,,,,,,0.0%,,,,,,
14,2008,2008-11-23,11,23.257,BUF,@,KAN,W 54-31,,3,3,25,8.33,1,100.0%,8.33,1,6,0.0,0,0
15,2008,2008-11-30,12,23.264,BUF,,SFO,L 3-10,*,6,4,44,11.00,0,66.7%,7.33,0,0,0.0,0,0
16,2008,2008-12-07,13,23.271,BUF,,MIA,L 3-16,*,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,0,0
17,2008,2008-12-14,14,23.278,BUF,@,NYJ,L 27-31,,,,,,,0.0%,,,,,,
18,2008,2008-12-21,15,23.285,BUF,@,DEN,W 30-23,*,,,,,,0.0%,,,,,,
19,2008,2008-12-28,16,23.292,BUF,,NWE,L 0-13,*,2,2,6,3.00,0,100.0%,3.00,0,0,0.0,0,0
20,2009,2009-09-14,1,24.187,BUF,@,NWE,L 24-25,*,4,3,41,13.67,0,75.0%,10.25,0,0,0.0,0,0
21,2009,2009-09-20,2,24.193,BUF,,TAM,W 33-20,*,7,6,62,10.33,0,85.7%,8.86,0,0,0.0,0,0
22,2010,2010-12-05,12,25.269,STL,@,ARI,W 19-6,,,,,,,0.0%,,,,,,
23,2010,2010-12-12,13,25.276,STL,@,NOR,L 13-31,,,,,,,0.0%,,,,,,
24,2010,2010-12-19,14,25.283,STL,,KAN,L 13-27,,,,,,,0.0%,,,,,,
25,2010,2010-12-26,15,25.290,STL,,SFO,W 25-17,,,,,,,0.0%,,,,,,
