ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1969,1969-09-21,1,22.056,RAM,@,BAL,W 27-20,0,0,,0,0,0,,0,1,0,0.00,0,0,0
2,1969,1969-10-26,6,22.091,RAM,@,CHI,W 9-7,1,16,16.00,0,0,0,,0,0,0,,0,0,0
3,1969,1969-11-30,11,22.126,RAM,@,WAS,W 24-13,1,1,1.00,1,0,0,,0,0,0,,0,1,6
4,1970,1970-09-18,1,23.053,RAM,,STL,W 34-13,,,,,,,,,,,,,,
5,1970,1970-09-27,2,23.062,RAM,@,BUF,W 19-0,,,,,,,,,,,,,,
6,1970,1970-10-04,3,23.069,RAM,,SDG,W 37-10,1,12,12.00,0,0,0,,0,0,0,,0,0,0
7,1970,1970-10-11,4,23.076,RAM,,SFO,L 6-20,1,8,8.00,0,0,0,,0,0,0,,0,0,0
8,1970,1970-10-18,5,23.083,RAM,@,GNB,W 31-21,,,,,,,,,,,,,,
9,1970,1970-10-26,6,23.091,RAM,@,MIN,L 3-13,,,,,,,,,,,,,,
10,1970,1970-11-01,7,23.097,RAM,@,NOR,W 30-17,,,,,,,,,,,,,,
11,1971,1971-09-19,1,24.054,RAM,@,NOR,L 20-24,1,10,10.00,0,1,5,5.00,0,0,0,,0,0,0
12,1971,1971-09-26,2,24.061,RAM,,ATL,T 20-20,1,1,1.00,1,1,3,3.00,0,0,0,,0,1,6
13,1971,1971-10-03,3,24.068,RAM,,CHI,W 17-3,,,,,,,,,,,,,,
14,1971,1971-10-10,4,24.075,RAM,@,SFO,W 20-13,,,,,,,,,,,,,,
15,1971,1971-10-17,5,24.082,RAM,@,ATL,W 24-16,2,28,14.00,0,0,0,,0,0,0,,0,0,0
16,1971,1971-10-24,6,24.089,RAM,,GNB,W 30-13,1,19,19.00,1,0,0,,0,0,0,,0,1,6
17,1971,1971-10-31,7,24.096,RAM,,MIA,L 14-20,0,0,,0,1,13,13.00,0,0,0,,0,0,0
18,1971,1971-11-08,8,24.104,RAM,@,BAL,L 17-24,1,12,12.00,0,0,0,,0,0,0,,0,0,0
19,1971,1971-11-14,9,24.110,RAM,@,DET,W 21-13,3,30,10.00,0,0,0,,0,0,0,,0,0,0
20,1971,1971-11-21,10,24.117,RAM,,SFO,W 17-6,,,,,,,,,,,,,,
21,1971,1971-11-25,11,24.121,RAM,@,DAL,L 21-28,3,50,16.67,1,0,0,,0,0,0,,0,1,6
22,1971,1971-12-05,12,24.131,RAM,,NOR,W 45-28,1,7,7.00,0,0,0,,0,0,0,,0,0,0
23,1971,1971-12-13,13,24.139,RAM,,WAS,L 24-38,1,3,3.00,1,0,0,,0,0,0,,0,1,6
24,1971,1971-12-19,14,24.145,RAM,@,PIT,W 23-14,,,,,,,,,,,,,,
25,1972,1972-09-17,1,25.052,RAM,,NOR,W 34-14,,,,,,,,,,,,,,
26,1972,1972-09-24,2,25.059,RAM,@,CHI,T 13-13,,,,,,,,,,,,,,
27,1972,1972-10-01,3,25.066,RAM,@,ATL,L 3-31,3,55,18.33,0,0,0,,0,0,0,,0,0,0
28,1972,1972-10-08,4,25.073,RAM,,SFO,W 31-7,3,34,11.33,0,0,0,,0,0,0,,0,0,0
29,1972,1972-10-15,5,25.080,RAM,@,PHI,W 34-3,2,15,7.50,0,0,0,,0,0,0,,0,0,0
30,1972,1972-10-22,6,25.087,RAM,,CIN,W 15-12,2,19,9.50,0,1,-7,-7.00,0,0,0,,0,0,0
31,1972,1972-10-29,7,25.094,RAM,@,OAK,L 17-45,1,6,6.00,0,0,0,,0,0,0,,0,0,0
32,1972,1972-11-05,8,25.101,RAM,,ATL,W 20-7,1,18,18.00,0,0,0,,0,0,0,,0,0,0
33,1972,1972-11-12,9,25.108,RAM,,DEN,L 10-16,3,38,12.67,0,0,0,,0,0,0,,0,0,0
34,1972,1972-11-19,10,25.115,RAM,,MIN,L 41-45,6,39,6.50,0,0,0,,0,0,0,,0,0,0
35,1972,1972-11-26,11,25.122,RAM,@,NOR,L 16-19,2,32,16.00,0,0,0,,0,0,0,,0,0,0
36,1972,1972-12-04,12,25.130,RAM,@,SFO,W 26-16,2,40,20.00,1,0,0,,0,0,0,,0,1,6
37,1972,1972-12-10,13,25.136,RAM,@,STL,L 14-24,2,31,15.50,0,0,0,,0,0,0,,0,0,0
38,1972,1972-12-17,14,25.143,RAM,,DET,L 17-34,2,3,1.50,0,0,0,,0,0,0,,0,0,0
39,1973,1973-09-16,1,26.051,RAM,@,KAN,W 23-13,1,15,15.00,0,0,0,,0,0,0,,0,0,0
40,1973,1973-09-23,2,26.058,RAM,,ATL,W 31-0,1,22,22.00,0,0,0,,0,0,0,,0,0,0
41,1973,1973-09-30,3,26.065,RAM,@,SFO,W 40-20,3,27,9.00,0,0,0,,0,0,0,,0,0,0
42,1973,1973-10-07,4,26.072,RAM,@,HOU,W 31-26,0,0,,0,0,0,,0,1,0,0.00,0,0,0
43,1973,1973-10-14,5,26.079,RAM,,DAL,W 37-31,1,13,13.00,0,0,0,,0,0,0,,0,0,0
44,1973,1973-10-21,6,26.086,RAM,,GNB,W 24-7,2,25,12.50,0,0,0,,0,0,0,,0,0,0
45,1973,1973-10-28,7,26.093,RAM,@,MIN,L 9-10,1,5,5.00,0,0,0,,0,0,0,,0,0,0
46,1973,1973-11-04,8,26.100,RAM,@,ATL,L 13-15,2,21,10.50,0,0,0,,0,0,0,,0,0,0
47,1973,1973-11-11,9,26.107,RAM,,NOR,W 29-7,1,8,8.00,0,0,0,,0,0,0,,0,0,0
48,1973,1973-11-18,10,26.114,RAM,,SFO,W 31-13,2,22,11.00,0,0,0,,0,0,0,,0,0,0
49,1973,1973-11-25,11,26.121,RAM,@,NOR,W 24-13,2,23,11.50,1,0,0,,0,0,0,,0,1,6
50,1973,1973-12-02,12,26.128,RAM,@,CHI,W 26-0,2,35,17.50,0,0,0,,0,0,0,,0,0,0
51,1973,1973-12-10,13,26.136,RAM,,NYG,W 40-6,2,38,19.00,0,0,0,,0,0,0,,0,0,0
52,1973,1973-12-16,14,26.142,RAM,,CLE,W 30-17,1,23,23.00,1,0,0,,0,0,0,,0,1,6
53,1974,1974-09-15,1,27.050,RAM,@,DEN,W 17-10,4,50,12.50,1,0,0,,0,0,0,,0,1,6
54,1974,1974-09-22,2,27.057,RAM,,NOR,W 24-0,,,,,,,,,,,,,,
55,1974,1974-09-29,3,27.064,RAM,@,NWE,L 14-20,,,,,,,,,,,,,,
56,1974,1974-10-06,4,27.071,RAM,,DET,W 16-13,1,4,4.00,1,0,0,,0,0,0,,0,1,6
57,1974,1974-10-13,5,27.078,RAM,@,GNB,L 6-17,,,,,,,,,,,,,,
58,1974,1974-10-20,6,27.085,RAM,,SFO,W 37-14,3,68,22.67,0,0,0,,0,0,0,,0,0,0
59,1974,1974-10-27,7,27.092,RAM,@,NYJ,W 20-13,2,18,9.00,0,0,0,,0,0,0,,0,0,0
60,1974,1974-11-04,8,27.100,RAM,@,SFO,W 15-13,2,49,24.50,1,0,0,,0,0,0,,0,1,6
61,1974,1974-11-10,9,27.106,RAM,,ATL,W 21-0,,,,,,,,,,,,,,
62,1974,1974-11-17,10,27.113,RAM,@,NOR,L 7-20,5,55,11.00,1,0,0,,0,0,0,,0,1,6
63,1974,1974-11-24,11,27.120,RAM,,MIN,W 20-17,2,26,13.00,0,0,0,,0,0,0,,0,0,0
64,1974,1974-12-01,12,27.127,RAM,@,ATL,W 30-7,2,28,14.00,0,0,0,,0,0,0,,0,0,0
65,1974,1974-12-09,13,27.135,RAM,,WAS,L 17-23,2,35,17.50,0,0,0,,0,0,0,,0,0,0
66,1974,1974-12-15,14,27.141,RAM,,BUF,W 19-14,1,3,3.00,0,0,0,,0,0,0,,0,0,0
67,1975,1975-09-21,1,28.056,RAM,@,DAL,L 7-18,1,11,11.00,0,0,0,,0,0,0,,0,0,0
68,1975,1975-09-28,2,28.063,RAM,@,SFO,W 23-14,2,6,3.00,0,0,0,,0,0,0,,0,0,0
69,1975,1975-10-05,3,28.070,RAM,,BAL,W 24-13,1,28,28.00,0,0,0,,0,0,0,,0,0,0
70,1975,1975-10-12,4,28.077,RAM,@,SDG,W 13-10,2,47,23.50,0,0,0,,0,0,0,,0,0,0
71,1975,1975-10-19,5,28.084,RAM,,ATL,W 22-7,2,64,32.00,1,0,0,,0,0,0,,0,1,6
72,1975,1975-10-26,6,28.091,RAM,,NOR,W 38-14,3,31,10.33,1,0,0,,0,0,0,,0,1,6
73,1975,1975-11-03,7,28.099,RAM,@,PHI,W 42-3,,,,,,,,,,,,,,
74,1975,1975-11-09,8,28.105,RAM,,SFO,L 23-24,1,12,12.00,0,0,0,,0,0,0,,0,0,0
75,1975,1975-11-16,9,28.112,RAM,@,ATL,W 16-7,2,17,8.50,0,0,0,,0,0,0,,0,0,0
76,1975,1975-11-23,10,28.119,RAM,,CHI,W 38-10,2,21,10.50,0,0,0,,0,0,0,,0,0,0
77,1975,1975-11-27,11,28.123,RAM,@,DET,W 20-0,,,,,,,,,,,,,,
78,1976,1976-09-12,1,29.047,RAM,@,ATL,W 30-14,,,,,,,,,,,,,,
79,1976,1976-09-19,2,29.054,RAM,@,MIN,T 10-10,,,,,,,,,,,,,,
80,1976,1976-09-26,3,29.061,RAM,,NYG,W 24-10,2,18,9.00,0,0,0,,0,0,0,,0,0,0
81,1976,1976-10-03,4,29.068,RAM,@,MIA,W 31-28,1,18,18.00,0,0,0,,0,0,0,,0,0,0
82,1976,1976-10-11,5,29.076,RAM,,SFO,L 0-16,1,5,5.00,0,0,0,,0,0,0,,0,0,0
83,1976,1976-10-17,6,29.082,RAM,,CHI,W 20-12,1,15,15.00,0,0,0,,0,0,0,,0,0,0
84,1976,1976-10-24,7,29.089,RAM,@,NOR,W 16-10,1,14,14.00,0,0,0,,0,0,0,,0,0,0
85,1976,1976-10-31,8,29.096,RAM,,SEA,W 45-6,2,45,22.50,0,0,0,,0,0,0,,0,0,0
86,1976,1976-11-08,9,29.104,RAM,@,CIN,L 12-20,2,8,4.00,0,0,0,,0,0,0,,0,0,0
87,1976,1976-11-14,10,29.110,RAM,,STL,L 28-30,,,,,,,,,,,,,,
