ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1971,1971-09-26,2,24.156,SDG,,OAK,L 0-34,1,20,20.00,0,0,0,0
2,1971,1971-10-03,3,24.163,SDG,@,PIT,L 17-21,,,,,,,
3,1971,1971-10-10,4,24.170,SDG,@,KAN,L 10-31,,,,,,,
4,1971,1971-10-17,5,24.177,SDG,@,DEN,L 16-20,,,,,,,
5,1971,1971-10-23,6,24.183,SDG,,BUF,W 20-3,,,,,,,
6,1971,1971-10-31,7,24.191,SDG,,NYJ,W 49-21,,,,,,,
7,1971,1971-11-07,8,24.198,SDG,@,NYG,L 17-35,,,,,,,
8,1971,1971-11-15,9,24.206,SDG,,STL,W 20-17,,,,,,,
9,1971,1971-11-21,10,24.212,SDG,@,OAK,L 33-34,,,,,,,
10,1971,1971-11-28,11,24.219,SDG,@,CIN,L 0-31,,,,,,,
11,1971,1971-12-05,12,24.226,SDG,,MIN,W 30-14,,,,,,,
12,1971,1971-12-12,13,24.233,SDG,,DEN,W 45-17,,,,,,,
13,1971,1971-12-19,14,24.240,SDG,@,HOU,L 33-49,,,,,,,
14,1973,1973-09-16,1,26.146,SDG,@,WAS,L 0-38,,,,,,,
15,1973,1973-10-07,4,26.167,SDG,@,PIT,L 21-38,,,,,,,
16,1973,1973-10-14,5,26.174,SDG,,OAK,L 17-27,1,4,4.00,0,0,0,0
17,1973,1973-11-04,8,26.195,SDG,,KAN,L 0-19,,,,,,,
18,1973,1973-11-11,9,26.202,SDG,@,DEN,L 19-30,,,,,,,
19,1973,1973-11-18,10,26.209,SDG,,NOR,W 17-14,,,,,,,
20,1973,1973-11-25,11,26.216,SDG,@,OAK,L 3-31,,,,,,,
21,1973,1973-12-02,12,26.223,SDG,@,NWE,L 14-30,0,0,,0,1,3,0
22,1973,1973-12-09,13,26.230,SDG,,DEN,L 28-42,,,,,,,
23,1973,1973-12-16,14,26.237,SDG,@,KAN,L 6-33,,,,,,,
24,1974,1974-09-15,1,27.145,SDG,@,HOU,L 14-21,,,,,,,
25,1974,1974-09-22,2,27.152,SDG,@,CIN,W 20-17,,,,,,,
26,1974,1974-09-29,3,27.159,SDG,,MIA,L 21-28,,,,,,,
27,1976,1976-10-03,4,29.163,RAM,@,MIA,W 31-28,,,,,,,
28,1976,1976-10-11,5,29.171,RAM,,SFO,L 0-16,,,,,,,
29,1976,1976-10-17,6,29.177,RAM,,CHI,W 20-12,,,,,,,
30,1976,1976-10-24,7,29.184,RAM,@,NOR,W 16-10,,,,,,,
31,1976,1976-10-31,8,29.191,RAM,,SEA,W 45-6,,,,,,,
32,1976,1976-11-08,9,29.199,RAM,@,CIN,L 12-20,,,,,,,
33,1976,1976-11-14,10,29.205,RAM,,STL,L 28-30,,,,,,,
34,1976,1976-11-21,11,29.212,RAM,@,SFO,W 23-3,,,,,,,
35,1976,1976-11-28,12,29.219,RAM,,NOR,W 33-14,,,,,,,
36,1976,1976-12-04,13,29.225,RAM,,ATL,W 59-0,,,,,,,
37,1976,1976-12-11,14,29.232,RAM,@,DET,W 20-17,,,,,,,
38,1977,1977-11-20,10,30.211,CHI,,MIN,W 10-7,,,,,,,
39,1977,1977-11-24,11,30.215,CHI,@,DET,W 31-14,,,,,,,
40,1977,1977-12-04,12,30.225,CHI,@,TAM,W 10-0,,,,,,,
41,1977,1977-12-11,13,30.232,CHI,,GNB,W 21-10,,,,,,,
42,1977,1977-12-18,14,30.239,CHI,@,NYG,W 12-9,,,,,,,
